Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Star Dust Stunna;Rifle;BLP;22.0;22;83;21.2;2.800;255;5.350;10.00; ;2.858;55.4;Yes;HUB Alpha;Deceleration 100% duration 0.1 s
Stargazing Blade (L);Melee;Shortblades;5.0;48;67;37.3;11.595;0;11.595;130.00;101.00%;2.877;56.8;Yes;Looted; 
Starkhov AS-97;Rifle;BLP;71.5;39;43;19.4;2.770;700;9.770;110.00; ;2.774;48.9;No;Looted; 
Starkhov AS-97, Adjusted;Rifle;BLP;88.0;59;55;37.6;4.200;1000;14.200;400.00;8500.00 PED;2.888;57.6;No;Looted; 
Starkhov AS-97, SGA Edition;Rifle;BLP;81.4;41;43;20.4;3.303;700;10.303;110.00; ;2.766;48.9;No;Looted; 
Starkhov AS-98;Rifle;BLP;71.5;45;46;24.0;3.000;800;11.000;140.00;1000.00 PED;2.843;54.4;No;Looted; 
Starkhov AS-117;Rifle;BLP;77.0;49;46;26.1;2.900;900;11.900;150.00;160000.00 PED;2.862;55.7;No;Looted; 
Starkhov AS-117, Modified;Rifle;BLP;99.0;62;60;43.1;4.600;1000;14.600;1700.00;82000.00 PED;2.951;62.4;No;Looted; 
Starkhov AS-129;Rifle;BLP;66.0;60;54;37.5;4.540;1000;14.540;180.00;11600.00 PED;2.868;56.2;No;Looted; 
Starkhov AS-147;Rifle;BLP;82.5;52;57;34.3;3.590;900;12.590;195.00;2400.00 PED;2.871;56.4;No;Looted; 
Starkhov AS-147, Mentor Edition;Rifle;BLP;84.7;56;59;38.3;4.640;900;13.640;195.00; ;2.853;55.1;No;Mentoring; 
Starkhov LPR-1 (L);Rifle;BLP;55.0;6;50;3.5;0.139;134;1.479;6.80; ;2.819;52.7;Yes;Crafted, Looted; 
Starkhov LPR-1, CDF Edition (L);Rifle;BLP;55.0;6;50;3.5;0.001;147;1.471;0.20;100.00%;2.835;53.8;Yes;Daily Token Trader; 
Starkhov LPR-2 (L);Rifle;BLP;57.2;11;44;5.6;0.210;250;2.710;11.00; ;2.821;53.0;Yes;Looted; 
Starkhov LPR-2, CDF Edition (L);Rifle;BLP;57.2;11;44;5.6;0.001;270;2.701;0.20;100.00%;2.830;53.5;Yes;Daily Token Trader; 
Starkhov LPR-3 (L);Rifle;BLP;57.2;14;45;7.3;0.260;318;3.440;16.00; ;2.828;53.3;Yes;Looted; 
Starkhov LPR-3, CDF Edition (L);Rifle;BLP;57.2;14;45;7.3;0.001;344;3.441;0.20;100.00%;2.828;53.3;Yes;Daily Token Trader; 
Starkhov LPR-4 (L);Rifle;BLP;60.5;19;41;9.0;0.320;434;4.660;21.00; ;2.834;53.7;Yes;Looted; 
Starkhov LPR-4, CDF Edition (L);Rifle;BLP;60.5;19;41;9.0;0.002;466;4.662;0.40;100.00%;2.832;53.6;Yes;Daily Token Trader; 
Starkhov LPR-17 (L);Rifle;BLP;53.9;48;46;25.6;1.750;992;11.670;122.00; ;2.859;55.5;Yes;Crafted; 
Starkhov LPR-20 (L);Rifle;BLP;51.7;54;46;28.8;2.690;1050;13.190;167.00;0.00%;2.845;54.5;Yes;Crafted; 
Starkhov LPR-25 (L);Rifle;BLP;53.9;58;49;32.9; ;1201; ;151.00; ; ; ;Yes;Crafted; 
Starkhov LPR-30 (L);Rifle;BLP;60.5;71;45;37.0;3.000;1419;17.190;202.00;150.00%;2.871;56.4;Yes;Crafted; 
Star Mercury Anti-Materiel Rifle, Prototype (L);Rifle;BLP;137.0;356;5;20.6; ;800; ;17.50; ; ;0.0;Yes;Crafted; 
Stealth Flamethrower (FA) (L);Flamethrower;BLP;38.5;45;67;34.9;2.945;800;10.945;160.00;109.59%;2.857;55.4;Yes;Looted; 
Stel Claymore (L);Melee;Longblades;7.0;11;33;4.2;2.650;0;2.650;15.00; ;2.885;57.4;Yes;TT NI; 
Stel Shortblade (L);Melee;Shortblades;5.0;5;78;4.5;1.200;0;1.200;9.00; ;2.896;58.2;Yes;TT NI; 
Stiletto Shank 7 (L);Melee;Shortblades; ; ; ; ; ; ; ; ; ; ; ; ;Looted; 
Strong Argonaut Claws, FEN Edition;Melee;Power Fist;5.0;67.5;76;59.4;1.059;1305;14.109;125.00; ;3.325;81.4;Yes;Event, Looted; 
Strong Argonaut's Claws (L);Melee;Power Fist;6.0;60;61;42.4;14.250;0;14.250;210.00; ;2.926; ;Yes;Looted; 
Superior Flamethrower;Flamethrower;BLP;38.5;128;44;65.2; ;2400; ;131.00; ; ;28.1;Yes; ; 
Svempa S40;Pistol;BLP;19.8;9;47;4.9; ;200; ;814.00; ; ;49.3;Yes;Crafted; 
Svempa S40 (L);Pistol;BLP;19.8;9;47;4.9;0.213;200;2.213;17.20; ;2.826;53.2;Yes;Crafted; 
Svempa S60;Pistol;BLP;26.4;29;47;15.8;1.161;600;7.161;2972.00; ;2.815;52.3;Yes;Crafted; 
Svempa S60 (L);Pistol;BLP;26.4;29;47;15.8;1.022;600;7.022;90.00; ;2.870;56.3;Yes;Crafted; 
Svempa T5;Pistol;BLP;27.5;41;50;23.7;2.050;800;10.050;4952.00;18000.00 PED;2.835;52.9;Yes;Crafted; 
Svempa T5 (L);Pistol;BLP;27.5;41;50;23.7;1.898;800;9.898;180.00; ;2.879;57.0;Yes;Crafted; 
Svempa T15;Pistol;BLP;28.6;66;52;39.8;3.203;1300;16.203;10496.00;32000.00 PED;2.831;53.5;Yes;Crafted; 
Svempa T15 (L);Pistol;BLP;28.6;66;52;39.8;2.889;1300;15.889;310.00; ;2.887;57.6;Yes;Crafted; 
Svempa X1 (L);Pistol;BLP;29.7;78;52;47.0;2.894;1600;18.894;390.00; ;2.869;56.3;Yes;Crafted; 
Svempa X2 (L);Pistol;BLP;26.4;66;64;48.9;3.040;1300;16.040;252.00;130.00%;2.860;55.6;Yes;Crafted; 
Svempa XT (L);Pistol;BLP;29.7;104;60;72.3;4.371;2100;25.371;560.00;147.00%;2.849;54.8;Yes;Crafted; 
Sword Of Courage (L);Melee;Longblades;9.0;58;48;32.2; ; ; ;58.00; ; ;57.1;Yes;Crafted; 
Sword of Fortitude (L);Melee;Longblades;8.0;52;51;30.7; ;0; ;41.00; ; ;57.4;Yes;Crafted; 
Sword Of Justice (L);Melee;Longblades;4.0;47;51;27.8;11.352;0;11.352;34.00; ;2.877;56.9;Yes;Crafted; 
Sword Of Prudence (L);Melee;Longblades;5.0;41;51;24.2;10.155;0;10.155;22.00; ;2.806;57.2;Yes;Crafted; 
Sword Of Wisdom (L);Melee;Longblades;7.0;35;48;19.5; ;0; ;11.00; ; ;57.1;Yes;Crafted; 
TACS Elite MK I (L);Rifle;BLP;66.0;60;54;37.5;1.392;1306;14.452;110.00; ;2.885;57.4;Yes;Looted; 
Tanto 1 (L);Melee;Longblades;3.0;50;52;30.1;12.080;0;12.080;364.00;100.00%;2.877;56.8;Yes;Looted; 
Tanto 2 (L);Melee;Longblades;3.0;76;54;47.5; ;0; ;788.00; ; ;56.9;Yes;Looted; 
Tarsus SG 1;Pistol;Laser;34.1;5;72;4.2;0.030;118;1.210;0.84; ;2.872;56.8;Yes;Crafted; 
Tegretov TR5;Rifle;BLP;66.0;40;40;18.5;2.110;800;10.110;130.00; ;2.750;48.0;No;Looted; 
Tegretov TR5, SGA Edition;Rifle;BLP;74.8;42;40;19.5;2.604;800;10.604;130.00;700.00 PED;2.753;48.0;No;Looted; 
Tegretov TR6;Rifle;BLP;71.5;43;45;22.4;2.780;800;10.780;160.00;3300.00 PED;2.772;48.7;No;Looted; 
Tegretov TR6, Modified;Rifle;BLP;104.5;69;57;45.6;4.960;1100;15.960;8500.00; ;3.005;66.6;No;Looted; 
Tegretov TR6, Perfected;Rifle;BLP;108.9;85;57;56.1;4.900;1430;19.200;777.00; ;3.077;72.5;No;Looted; 
Tegretov TR8;Rifle;BLP;64.9;48;48;26.7;4.230;800;12.230;172.00; ;2.728;46.4;No;Looted; 
Thaqafa Blade M1 (L);Melee;Longblades; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Thaqafa Blade M2 (L);Melee;Longblades;6.0;34;66;26.0; ;0; ;50.00; ; ;56.9;Yes;Crafted; 
Thaqafa Blade M3 (L);Melee;Longblades;8.0;41;66;31.3; ;0; ;60.00; ; ;56.8;Yes;Crafted; 
The Snowballer;Rifle;BLP;60.0;2;83;1.9;0.004;120;1.204;1.00; ;1.154;0.0;Yes;Holiday Gift; 
The THING Infection (FA)(L);Melee;Whip;9.0;15;42;7.3;3.600;0;3.600;10.00;0.00%;2.896;58.2;Yes;Looted; 
The THING Infection (FA)(L) v2;Melee;Whip;9.0;60;42;29.2;14.500;0;14.500;60.00;3000.00%;2.876;56.7;Yes;Looted; 
Thorifoid Battle Club;Melee;Clubs;5.0;37;31;13.3;9.000;0;9.000;82.00; ;2.857;57.0;No;Looted; 
Thorifoid Battle Mace;Melee;Clubs;5.0;41;37;17.6;9.852;0;9.852;68.00; ;2.892;58.0;No;Looted; 
Thorifoid Berserker Mace, FEN Edition;Melee;Clubs;9.0;110;35;44.6;22.120;0;22.120;500.00; ;3.456;79.8;Yes;Event, Looted;Markup: T2.99/36000 T3.99/39000 T4.99/43000
Tiny King Kong TG;Carbine;BLP;52.8;29;49;16.5;0.648;626;6.908;48.00; ;2.918;59.9;Yes;Event; 
Toddler-1 Laser Pistol (L);Pistol;Laser;21.8;10;51;5.9;0.650;175;2.400;17.20;110.00%;2.896;58.2;Yes;Crafted; 
Toddler-2 Laser Pistol (L);Pistol;Laser;29.5;31;51;18.3; ;600; ;90.00; ; ;58.5;Yes;Crafted; 
Toddler-3 Laser Pistol (L);Pistol;Laser;30.8;41;51;24.2;1.898;800;9.898;180.00; ;2.879; ;Yes;Crafted; 
Toddler-4 Laser Pistol (L);Pistol;Laser;30.8;66;51;39.0; ;1300; ;310.00; ; ;57.7;Yes;Crafted; 
Toy Snowballgun;Rifle;BLP;50.0;1;120;1.4;0.002;120;1.202;1.00; ;0.578;0.0;No;Event; 
Traditional Slicer (L);Melee;Longblades;5.0;24;44;12.2; ; ; ;12.00; ; ;57.5;Yes;Crafted; 
Trekkies Delight 1 (L);Carbine;Laser;57.2;6;44;3.1;0.137;131;1.447;10.50; ;2.882;57.2;Yes;Looted; 
Trekkies Delight 2 (L);Carbine;Laser;35.6;11;43;5.5;0.252;240;2.652;19.50; ;2.883;57.3;Yes;Looted; 
Trekkies Delight 3 (L);Carbine;Laser;62.7;14;43;7.0; ;305; ;25.00; ; ;57.3;Yes;Looted; 
Trekkies Delight 4 (L);Carbine;Laser;64.9;19;40;8.8; ;413; ;34.50; ; ;57.3;Yes;Looted; 
Trekkies Delight 5 (L);Rifle;Laser;68.2;26;40;12.0; ;565; ;47.00; ; ;57.3;Yes;Looted; 
Trekkies Delight 6 (L);Rifle;Laser;70.4;33;41;15.7; ;716; ;61.00; ; ;57.3;Yes;Looted; 
Trekkies Delight 7 (L);Rifle;Laser;73.7;38;43;18.9; ;828; ;67.00; ; ;57.3;Yes;Looted; 
Trekkies Delight 8  (L);Rifle;Laser;75.9;47;41;22.3; ;1022; ;85.00; ; ;57.5;Yes;Looted; 
Trekkies Delight 9 (L);Carbine;Laser;79.2;54;41;25.6;1.202;1180;13.002;93.00;122.09%;2.886;57.5;Yes;Looted; 
Trekkies Delight 10 (L);Carbine;Laser;48.8;60;42;29.2;1.422;1302;14.442;110.00; ;2.887;57.6;Yes;Looted; 
Trekkies Delight 11 (L);Carbine;Laser;84.7;64;45;33.4;1.532;1387;15.402;118.00; ;2.888;57.6;Yes;Looted; 
Trekkies Delight 12 (L);Carbine;Laser;89.1;72;44;36.7;1.663;1566;17.323;128.00; ;2.889;57.7;Yes;Looted; 
Trekkie's Delight (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00; ;2.879;57.0;Yes;TT RT; 
True Faith;Pistol;Laser;38.5;36;51;21.3;0.820;800;8.820;69.00;80.00 PED;2.837;53.9;No;Crafted; 
True Faith (L);Pistol;Laser;35.2;36;51;21.3;1.395;738;8.775;103.00;0.00%;2.851;54.9;Yes;Crafted; 
Turath Blade M1 (L);Melee;Longblades;9.0;31;61;21.9; ;0; ;60.00; ; ;56.8;Yes;Crafted; 
Turath Blade M2 (L);Melee;Longblades;9.0;41;61;29.0; ;0; ;80.00; ; ;56.8;Yes;Crafted; 
Turrelion Entry Level Flame Thrower;Flamethrower;BLP;8.8;25;67;19.4; ;480; ;10.00; ; ;5.0;Yes;TT The Hub; 
Turrelion Spec Flamebather Version 1;Flamethrower;BLP;13.2;44;83;42.3; ;560; ;10.00; ; ;55.4;Yes;HUB old; 
Turrelion Spec HK;Carbine;Laser;38.0;28;56;18.2;0.513;870;9.213; ; ;2.112;55.7;Yes;TT The Hub; 
Turrelion Spec Psy-Blade;Melee;Shortblades;5.0;50;61;35.3;12.100;0;12.100;20.00; ;2.872;56.5;Yes;TT The Hub; 
Turrelion Spec RPG;Support;Rocket;131.9;30;33;11.5; ;630; ;10.00; ; ;55.3;Yes;TT The Hub; 
Turrelion Spec Scorpion;Pistol;Laser;27.5;19;83;18.3;1.000;360;4.600;10.00; ;2.871;56.4;Yes;TT The Hub; 
Turrelion Spec Shotgun;Rifle;BLP;19.8;30;48;16.7;1.000;630;7.300;10.00; ;2.856;55.3;Yes;TT The Hub; 
Turrelion Spec Xent Tech Plasma Rifle;Rifle;BLP;60.5;55;22;14.0;2.000;1130;13.300;10.00; ;2.874;56.6;Yes;TT The Hub; 
Turrellajin's Stalker Blade (L);Melee;Shortblades;5.0;50;56;32.4; ;0; ;12.50; ; ;53.2;Yes; ;Acceleration 10%
Ukash IW36 Pistol (L);Pistol;Laser;25.3;13;51;7.7;0.061;300;3.061;4.20;125.00%;2.952;62.5;Yes;Ukash; 
Ukash IW80 Rifle (L);Carbine;Laser;53.9;13;45;6.8;0.018;300;3.018;3.80; ;2.994;65.7;Yes;Ukash; 
Ull;Carbine;Laser;77.0;42;30;14.6;2.500;900;11.500;120.00; ;2.538;34.6;No;Crafted; 
Ull Justice;Carbine;Laser;77.0;48;29;16.1; ;1000; ;135.00; ; ;49.4;No;Crafted; 
Umbranoid Basic Whip (L);Melee;Whip;7.0;33;29;11.1;7.891;0;7.891;301.00; ;2.906;59.0;Yes;Looted; 
Umbranoid Space-Time Warped Whip (L);Melee;Whip;7.0;99;33;37.8;23.589;0;23.589;423.00; ;2.917;59.8;Yes;Looted; 
Umbranoid Warped Axe (L);Melee;Axes;7.0;141;37;60.4;35.970;0;35.970;401.00; ;2.724;61.1;Yes;Looted; 
Unique Dub & McCormick Terminator;Rifle;BLP;128.0;130;55;82.8;4.400;2800;32.400;17957.00; ;2.789;50.4;Yes;Contest Prize; 
Unique Legend War Axe;Melee;Axes;8.0;277;24.26;77.8;138.208;0;138.208;19900.00; ;1.393;0.0;No;Event; 
Unique Official MindArk PHG - v.Marco;Pistol;Plasma;210.0;9000;120;12510.0; ;100; ;20000.00; ; ;100.0;No;MA Only; 
Unique Reaper's Blade;Melee;Longblades;7.7;151.6;42.23;74.2;2.252;2777;30.022;145.00; ;3.509;92.5;Yes;Event; 
Unique Roman Ram Purifier Prototype;Melee;Shortblades;6.0;201;47;109.4;175.000;0;175.000;18900.00; ;0.798;0.0;No;Event; 
Unique Sacrificial Dagger;Melee;Shortblades;5.5;86.7;85;85.4;1.183;1461;15.793;185.00; ;3.815;94.0;Yes;Halloween Strongbox; 
Unstable Turrelion Assassinator;Rifle;BLP;110.0;121;52;72.9; ;2810; ;100.00; ; ;63.9;Yes;Mission; 
Ursule's Doom (L);Pistol;BLP;37.4;36;64;26.7;0.900;790;8.800;88.00; ;2.843;54.4;Yes;Looted; 
Vamachara Mk.Exo (L);Carbine;Laser;68.2;53;67;41.1;0.010;1255;12.560;1.00;8500.00%;2.933;61.0;Yes;Mission; 
Vampiric Slicer (L);Melee;Shortblades;4.0;44;67;34.1; ;0; ;90.00; ; ;57.7;Yes;Token Trader;10% Life Steal
VAT-100;Rifle;BLP;55.0;38;61;26.9;2.730;700;9.730;78.00; ;2.714;45.5;No;Looted; 
VAT-100, Mentor Edition;Rifle;BLP;66.0;38;75;33.0;2.670;700;9.670;78.00;1200.00 PED;2.731;43.5;No;Mentoring; 
VAT-110;Rifle;BLP;49.5;37;67;28.7;2.400;700;9.400;89.00;600.00 PED;2.736;46.3;No;Looted; 
VAT-120;Rifle;BLP;60.5;42;55;26.8;2.700;800;10.700;114.00; ;2.728;46.4;No;Looted; 
Vincent DPS LP12 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LP16 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LP20 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LP24 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LP28 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LP32 (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS LR37 TEN EDITION;Carbine;Laser;79.2;90;45;46.9;2.280;1917;21.450;335.00;25000.00 PED;2.916;59.7;Yes;Looted; 
Vincent DPS P16 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P20 (L);Pistol;BLP;41.8;38;65;28.6; ;842; ;190.00; ; ;52.8;Yes;Crafted; 
Vincent DPS P24 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P28 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P32 (L);Pistol;BLP;42.9;52;65;39.2; ; ; ;270.00; ; ;52.8;Yes;Crafted; 
Vincent DPS P37 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P43 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P50 (L);Pistol;BLP;44.0;67;67;52.0; ;1485; ;380.00; ; ;52.8;Yes;Crafted; 
Vincent DPS P58 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P66 (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS P74 (L);Pistol;BLP;45.1;88;65;66.3; ;1950; ;500.00; ; ;52.8;Yes;Crafted; 
Vincent DPS R12 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R16 (L);Rifle;BLP;77.0;42;51;24.8;1.034;931;10.344;150.00; ;2.822; ;Yes;Crafted; 
Vincent DPS R20 (L);Rifle;BLP;78.1;49;50;28.4; ;1086; ;190.00;0.00%; ; ;Yes;Crafted; 
Vincent DPS R24 (L);Rifle;BLP;78.3;56;50;32.4;1.390;1241;13.800;230.00; ;2.820; ;Yes;Crafted; 
Vincent DPS R28 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R32 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R37 (L);Rifle;BLP;80.3;74;50;42.9; ;1640; ;315.00; ; ;52.8;Yes;Crafted; 
Vincent DPS R43 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R50 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R58 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R66 (L);Rifle;BLP; ; ; ; ; ; ; ; ; ; ; ;Yes;Crafted; 
Vincent DPS R82 (L);Rifle;BLP; ; ; ; ; ; ; ;530.00; ; ;52.8; ;Crafted; 
VTOL MMB AS-35 (L);Mounted;Rocket;302.5;124;54.54;78.3;0.000;3046;30.460;27.00; ;2.829;53.4;Yes;Crafted; 
Vumpoor Disintegrator (L);Support;Grenade;74.8;432;13;65.1;21.013;8400;105.013;231.00; ;2.859;55.5;Yes;Looted; 
Vumpoor Dissolver (L);Support;Grenade;73.7;472;13;71.1;22.960;9200;114.960;253.00; ;2.854;55.1;Yes;Looted; 
Vumpoor Hollowman (L);Support;Grenade;67.1;390;13;58.7;18.907;7600;94.907;250.00; ;2.856;55.3;Yes;Looted; 
Vumpoor J 4 (L);Support;Grenade;49.0;30;13;4.5;1.283;600;7.283;13.00; ;2.863;55.8;Yes;Looted; 
Vumpoor J Crem (L);Support;Grenade;71.9;195;13;29.4;10.185;3700;47.185;103.00; ;2.872;56.5;Yes;Looted; 
Vumpoor J Ero (L);Support;Grenade;71.5;160;13;24.1;7.687;3100;38.687;79.00; ;2.874;56.6;Yes;Looted; 
Vumpoor Obliterator (L);Support;Grenade;77.0;675;5;39.1; ;5000; ;53.00; ; ;0.0;Yes;Looted; 
Vumpoor Pug 9 (L);Support;Grenade;69.3;140;13;21.1;6.877;2700;33.877;67.70; ;2.872;56.5;Yes;Looted; 
Vumpoor Rx10 (L);Support;Grenade;64.9;99;13;14.9;4.959;1900;23.959;49.00; ;2.872;56.4;Yes;Looted; 
Vumpoor Tuhota 80 (L);Support;Grenade;64.9;265;13;39.9;12.403;5200;64.403;163.00; ;2.860;55.6;Yes;Looted; 
War axe (L);Melee;Shortblades;5.0;5;78;4.5;1.200;0;1.200;9.00; ;2.896;58.2;Yes;TT AG; 
Weak Argonaut Claw, FEN Edition;Melee;Power Fist;5.0;31.3;76;27.6;0.497;612;6.617;45.00; ;3.288;78.2;Yes;Event, Looted; 
Wildman's Fury (L);Rifle;BLP;40.7;44;53;27.0;0.828;980;10.628;66.00; ;2.877;56.9;Yes;Looted; 
Willard Heatray A;Pistol;Plasma;42.9;18;19;4.0;0.440;400;4.440;398.00; ;2.818;52.5;Yes;Crafted; 
Willard Heatray A (L);Pistol;Plasma;42.9;18;19;4.0;0.354;400;4.354;21.80; ;2.873;56.6;Yes;Crafted; 
Willard Heatray B;Pistol;Plasma;40.7;22;20;5.1;0.500;500;5.500;1696.00; ;2.780;48.7;Yes;Crafted; 
Willard Heatray B (L);Pistol;Plasma;40.7;22;20;5.1;0.429;500;5.429;33.40; ;2.816;52.4;Yes;Crafted; 
Worm Blaster mk I (L);Pistol;Laser;27.5;4;66;3.1;0.096;87;0.966;8.00; ;2.878;56.9;Yes;Looted; 
Worm Blaster mk II (L);Pistol;Laser;27.5;6;67;4.7;0.149;130;1.449;12.25; ;2.878;56.9;Yes;Looted; 
Worm Blaster mk III (L);Pistol;Laser;27.5;7;67;5.4;0.170;152;1.690;14.00; ;2.879;57.0;Yes;Looted; 
Worm Blaster mk IV (L);Pistol;Laser;27.5;11;67;8.5;0.255;240;2.655;21.00; ;2.879;57.0;Yes;Looted; 
Worm Blaster mk IX (L);Pistol;Laser;29.7;33;63;24.1;0.800;716;7.960;66.00; ;2.881;57.1;Yes;Looted; 
Worm Blaster mk V (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00; ;2.880;57.0;Yes;Looted; 
Worm Blaster mk VI (L);Pistol;Laser;17.2;17;67;13.2;0.403;370;4.103;33.00; ;2.880;57.0;Yes;Looted; 
Worm Blaster mk VII (L);Pistol;Laser;28.6;20;68;15.8;0.467;436;4.827;38.50; ;2.880;57.0;Yes;Looted; 
Worm Blaster mk VIII (L);Pistol;Laser;28.6;28;63;20.4;0.677;608;6.757;56.00;110.00%;2.880;57.0;Yes;Looted; 
Worm Blaster mk X (L);Pistol;Laser;29.7;40;61;28.3;0.991;866;9.651;81.00; ;2.881;57.1;Yes;Looted; 
Worm Blaster mk XI (L);Pistol;Laser;29.7;44;64;32.6;1.094;952;10.614;90.00; ;2.881;57.1;Yes;Looted; 
Worm Blaster mk XII (L);Pistol;Laser; ;53;61;37.4;1.360;1142;12.780;112.00; ;2.882;57.2;Yes;Looted; 
Wrapped HK LSR (L);Rifle;Laser;66.6;64;48;35.6;3.232;1330;16.532;150.00; ;2.691;53.6;Yes;Looted; 
Xdra LR13 (L);Rifle;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00; ;2.886;57.5;Yes;Looted; 
Xent Tech Freeze Ray X1;Rifle;BLP;38.5;22;22;5.6; ;255; ;10.00; ; ;55.4;Yes;HUB; 
Xent Tech Freeze Ray X2;Rifle;BLP;38.5;22;24;6.1; ;255; ;10.00; ; ;55.4;Yes;HUB; 
Xent Tech Freeze Ray X3;Rifle;BLP;38.5;22;26;6.6; ;255; ;10.00; ; ;55.4;Yes;HUB old; 
Xent Tech Freeze Ray X5;Rifle;BLP;38.5;22;30;7.6; ;255; ;10.00; ; ;55.4;Yes;HUB; 
Xent Tech Icy Death Ray;Carbine;BLP;38.5;22;33;8.4; ;255; ; ; ; ;55.4;Yes;HUB old; 
Xent Tech Light Rifle Prototype;Rifle;Laser;48.4;18;37;7.7;0.800;370;4.500;50.00; ;2.780;49.9;Yes;Mission; 
Xent Tech Light Rifle X2;Rifle;Laser;50.6;17;30;5.9;1.020;310;4.120;120.00; ;2.868;56.1;Yes;Looted; 
Xent Tech Light Rifle X3;Rifle;Laser;52.8;17;48;9.5;1.020;310;4.120;130.00; ;2.868;56.1;Yes;Looted; 
XFire Survival Blaster (L);Pistol;BLP;27.5;51;46;27.2;3.233;900;12.233;180.00; ;2.897;58.3;Yes;Xfire Event; 
XFire Survival Knife (L);Melee;Shortblades;4.0;19;51;11.2;4.713;0;4.713;120.00; ;2.802;51.4;Yes;Xfire Event; 
Young Argonaut's Claws (L);Melee;Power Fist;6.0;28;61;19.8;6.650;0;6.650;75.00; ;2.926;60.5;Yes;Looted; 
Z12 Barbarella;Carbine;Laser;60.5;9;48;5.0;0.020;215;2.170;1.00; ;2.882;57.2;Yes;Starter Pack; 
Zekkonain Claw Gamma (L);Melee;Power Fist;4.0;7;74;6.0; ;0; ;60.00; ; ;57.3;Yes;Looted; 
Zekkonian Claw Alpha (L);Melee;Power Fist;4.0;3;67;2.3;0.723;0;0.723;20.00; ;2.884;57.3;Yes;Looted; 
Zekkonian Longblade Alpha (L);Melee;Longblades;5.0;8;22;2.0; ;0; ;80.00; ; ;57.3;Yes;Looted; 
Zekkonian Shortblade Alpha (L);Melee;Shortblades;4.0;3;61;2.1;0.725;0;0.725;30.00; ;2.876;57.3;Yes;Looted; 
Zekkonian Shortblade Gamma (L);Melee;Shortblades;4.0;8;48;4.4; ; ; ;80.00; ; ;57.3;Yes;Looted; 
Zekkonian Short Sword Alpha (L);Melee;Longblades;5.0;4;44;2.0;0.964;0;0.964;40.00; ;2.884;57.3;Yes;Looted; 
Zekkonian Short Sword Gamma (L);Melee;Longblades;5.0;12;48;6.7; ; ; ;120.00; ; ;57.3;Yes;Looted; 
Zorra's HK;Rifle;Laser;104.5;145;28;47.0;13.500;2190;35.400;450.00; ;2.847;54.6;Yes;Mission; 
Zyn'kimbro Fishing Spear;Melee;Clubs; ;40;11;5.1;10.000;0;10.000;10.00; ;2.780;49.9;Yes;Mission; 
