Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Dagger of Doom;Melee;Shortblades;5.0;53;30;18.4;12.500;0;12.500;256.00; ;2.947;52.1;No;Looted; 
Dakhim_G4 (L);Pistol;BLP;11.2;13;70;10.5; ;284; ;25.00; ; ;56.3;Yes;Looted; 
Dakhim_G5 (L);Pistol;BLP;19.8;16;69;12.8; ;350; ;31.00; ; ;56.3;Yes;Looted; 
Dakhim_G6 (L);Pistol;BLP; ;19;70;15.4; ;415; ;37.00; ; ; ;Yes;Looted; 
Dakhim G2 (L);Pistol;BLP;35.2;16;44;8.2;0.260;359;3.850;25.00; ;2.888;57.7;Yes;Looted; 
Dakhim G3 (L);Pistol;BLP;39.6;18;48;10.0; ;395; ;40.00; ; ;57.7;Yes;Looted; 
Defence Turret;Support;Rocket;932.0;329;48;182.9;0.000;8107;81.070;1.00; ;2.820; ;Yes;Fort; 
Defensive Slicer (L);Melee;Longblades;9.0;45;44;22.9; ; ; ;22.00; ; ;56.8;Yes;Crafted; 
Dehera Immolation Sword;Melee;Longblades;6.0;58;52;34.9;13.972;0;13.972;140.00; ;2.885;57.4;Yes;Looted; 
Demra Slicer (L);Melee;Longblades;8.0;38;44;19.4; ; ; ;17.00; ; ;56.8;Yes;Crafted; 
DetPil Boa (L);Support;Rocket;131.9;396;17;78.0; ;7800; ;214.00; ; ;54.4;Yes;Crafted; 
DetPil Mamba (L);Support;Rocket;130.0;363;17;71.5; ;7100; ;197.00; ; ;54.3;Yes;Crafted; 
DetPil Python (L);Support;Rocket;130.0;314;17;61.8;14.739;6200;76.739;170.60; ;2.844;54.4;Yes;Crafted; 
DetPil Rv 50 (L);Support;Rocket;130.0;52;17;10.2;2.697;1000;12.697;32.70;119.27%;2.846;54.6;Yes;Crafted; 
DetPil Rv 100 (L);Support;Rocket;130.0;91;17;17.9;4.500;1800;22.500;52.40;150.00%;2.811;54.6;Yes;Crafted; 
DetPil V-Rex 1000 (L);Support;Rocket;130.0;205;17;40.4;9.887;4000;49.887;111.50; ;2.856;55.3;Yes;Crafted; 
DetPil V-Rex 2000 (L);Support;Rocket;130.0;254;17;50.0;12.000;5000;62.000;131.20; ;2.847;54.4;Yes;Crafted; 
DetPil V-Rex 2000, SGA Edition;Support;Rocket;130.0;254;19;55.9;12.779;5000;62.779;131.20;8500.00 PED;2.812;52.1;Yes;Crafted; 
Dirty Shank (L);Melee;Shortblades;3.0;30;56;19.5;7.200;0;7.200;40.00; ;2.896;55.3;Yes;Looted; 
DOA Boneshatter (L);Carbine;BLP;28.6;94;49;53.4;1.900;2045;22.350;222.00;125.00%;2.923;60.3;Yes;Looted; 
DOA Boneshatter, CDF Edition (L);Carbine;BLP;28.6;94;49;53.4;0.004;2235;22.354;0.80; ;2.923;60.2;Yes;Daily Token Trader; 
DOA Foeripper;Carbine;BLP;19.8;101;59;69.0;0.820;2400;24.820;205.00;125000.00 PED;2.828;53.3;No;Looted; 
DOA Foeripper, SGA Edition;Carbine;BLP;27.5;101;59;69.0;0.820;2400;24.820;205.00; ;2.828;53.3;No;Looted; 
DOA Incineration Gauntlets (L);Melee;Power Fist;7.0;130;53;79.8;7.602;2280;30.402;608.00; ;2.972;64.0;Yes;Looted; 
DOA Longbolt (L);Carbine;BLP;52.8;112;56;72.7;2.250;2400;26.250;420.00; ;2.965;63.5;Yes;Looted; 
DOA Longbolt, CDF Edition (L);Carbine;BLP;52.8;112;56;72.7;0.005;2625;26.255;1.00; ;2.965;63.5;Yes;Daily Token Trader; 
DOA Loudmouth;Carbine;BLP;11.0;79;50;45.8;0.900;1900;19.900;162.00;15000.00 PED;2.759;47.7;No;Looted; 
DOA Loudmouth, Adjusted;Carbine;BLP;17.6;79;56;51.2;0.713;1880;19.513;162.00; ;2.814;49.8;Yes;Mission; 
DOA Loudmouth, SGA Edition;Carbine;BLP;22.0;82;50;47.5;1.739;1900;20.739;162.00; ;2.748;47.7;No;Looted; 
DOA Mayhem Foeripper, Augmented;Carbine;BLP;19.8;103.5;65;77.9;0.738;1890;19.638;205.00; ;3.663;78.3;No;Mayhem Token Trader; 
DOA Rockjacker;Carbine;BLP;11.0;93;55;59.2;0.500;2200;22.500;162.00;100000.00 PED;2.873;56.5;No;Looted; 
DOA Rockjacker, Mentor Edition;Carbine;BLP;22.0;95;55;60.5;1.210;2200;23.210;185.00; ;2.845;54.6;No;Mentoring; 
DOA Slugstorm;Carbine;BLP;20.9;102;54;63.8;2.015;2210;24.115;337.00;0.00 PED;2.940;61.5;Yes;Event, Looted; 
DOA Slugstorm (L);Carbine;BLP;20.9;102;54;63.8;2.015;2210;24.115;289.00;115.00%;2.940;61.5;Yes;Looted; 
DOA Slugstorm, CDF Edition (L);Carbine;BLP;20.9;102;54;63.8;0.005;2411;24.115;1.00; ;2.940;61.5;Yes;Daily Token Trader; 
DOA Smacktalker (L);Carbine;BLP;28.6;110;58;73.9;2.350;2339;25.740;452.00;0.00%;2.970;63.9;Yes;Looted; 
DOA Smacktalker, CDF Edition (L);Carbine;BLP;28.6;110;58;73.9;0.005;2574;25.745;1.00; ;2.970;63.8;Yes;Daily Token Trader; 
DOA Strikehammer;Carbine;BLP;11.0;87;52;52.4;0.690;2100;21.690;182.00; ;2.788;50.4;No;Looted; 
DOA Strikehammer, Improved;Carbine;BLP;16.5;104;59;71.1;1.000;2400;25.000;4320.00; ;2.891;57.9;No;Looted; 
DOA Strikehammer, Improved, TWEN Edition;Carbine;BLP;16.5;104;65;78.3;0.900;2160;22.500;4320.00; ;3.212;77.9;Yes;Looted; 
Dominax Garter Lite (L);Melee;Whip;6.0;3;25;0.9;0.730;0;0.730;6.00; ;2.856;55.3;Yes;Starter Pack; 
Dominax Original Boiga (L);Melee;Whip;8.0;67;29;22.5;16.000;0;16.000;170.00;122.00%;2.910;56.0;Yes;Crafted; 
Dominax Original Boiga, Adjusted;Melee;Whip;8.0;67;30;23.3;15.819;0;15.819;210.00;0.00 PED;2.944;61.9;Yes;Looted;Equip Effect: Dominance 4%
Dominax Original Boiga, Modified (L);Melee;Whip;8.0;69;31;24.8;15.877;0;15.877;250.00; ;3.020;67.9;Yes;Looted;Equip Effect: Dominance 20%
Dominax Original Cobra;Melee;Whip;11.0;16;26;4.8;3.822;0;3.822;138.00; ;2.909;59.2;No;Looted; 
Dominax Original Cobra, Mentor Edition;Melee;Whip;11.0;22;27;6.9;5.232;0;5.232;175.00; ;2.922;60.2;No;Mentoring; 
Dominax Original Garter (L);Melee;Whip;6.0;3;25;0.9;0.730;0;0.730;7.00;220.00%;2.856;55.3;Yes;Crafted; 
Dominax Original Garter, Adjusted (L);Melee;Whip;6.0;3;25;0.9;0.708;0;0.708;7.00; ;2.945;61.9;Yes;Looted;Equip Effect: Dominance 5%
Dominax Original Habu (L);Melee;Whip;7.0;15;29;5.0;3.628;0;3.628;38.00;130.00%;2.873;56.0;Yes;Crafted; 
Dominax Original Habu, Improved (L);Melee;Whip;7.0;15;29;5.0;3.489;0;3.489;80.00; ;2.988;65.3;Yes;Looted;Equip Effect: Dominance 10%
Dominax Original Mamba;Melee;Whip;6.0;6;28;1.9;1.550;0;1.550;2180.00; ;2.690;46.6;Yes;Crafted; 
Dominax Original Mamba (L);Melee;Whip;6.0;6;28;1.9;1.500;0;1.500;175.00;106.00%;2.780;49.9;Yes;Crafted; 
Dominax Original  Mamushi (L);Melee;Whip;7.0;32;29;10.7;7.760;0;7.760;81.00;105.00%;2.866;56.0;Yes;Crafted; 
Dominax Original Mamushi, Adjusted (L);Melee;Whip;8.0;32;30;11.1;7.520;0;7.520;110.00; ;2.957;62.9;Yes;Looted;Equip Effect: Dominance 7%
Dominax Original Mamushi, Modified (L);Melee;Whip;9.0;33;30;11.5;7.515;0;7.515;200.00; ;3.052;70.4;Yes;Looted;Equip Effect: Dominance 20%
Dominax Original Moccasin;Melee;Whip;6.0;8;28;2.6;1.946;0;1.946;20.00; ;2.857;55.4;Yes;Looted; 
Dominax Original Moccasin (L);Melee;Whip;6.0;8;28;2.6;1.946;0;1.946;20.00;132.00%;2.857;55.4;Yes;Crafted; 
Dominax Original Moccasin, E.L.M. Editon (L);Melee;Whip;7.0;8;28;2.6;2.000;0;2.000;72.00;200.00%;2.780;58.2;Yes;Crafted; 
Dominax Original Rattlesnake;Melee;Whip;10.0;15;26;4.5;3.789;0;3.789;85.00;160.00 PED;2.751;48.0;No;Looted; 
Dominax Original Rattlesnake, Mentor Edition;Melee;Whip;10.0;18;27;5.6;4.922;0;4.922;129.00; ;2.542;34.8;No;Mentoring; 
Dominax Original Viper;Melee;Whip;6.0;3;25;0.9;0.780;0;0.780;204.00; ;2.673;42.8;Yes;Crafted; 
Dominax Original Viper (L);Melee;Whip;6.0;3;25;0.9;0.766;0;0.766;87.50; ;2.722;46.0;Yes;Crafted; 
Duster Scorpion (L);Pistol;Laser; ;7;74;6.0;0.850;84;1.690;350.00; ;2.879; ;Yes;Looted; 
E.A.C. ExoFist (L);Melee;Power Fist;3.0;5;80;4.6;1.202;0;1.202;10.00; ;2.891;57.9;Yes;TT AG NI; 
E.A.C. Laspistol (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00; ;2.896;58.2;Yes;TT AG NI; 
E.A.C. Lasrifle (L);Rifle;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00; ;2.879;57.0;Yes;TT AG NI; 
Eclipse 2000 Plasma Carbine Prototype (L);Rifle;Plasma;77.0;65;30;22.6;0.789;1492;15.709;200.00; ;2.876;56.7;Yes;Arkoin Broker; 
Eclipse 4000 Plasma Carbine Prototype (L);Rifle;Plasma;77.0;117;30;40.7;1.417;2686;28.277;400.00; ;2.876;56.7;Yes;Arkoin Broker; 
Ecotron v.15e (L);Carbine;Laser;84.7;36;58;24.2;0.930;775;8.680;100.00; ;2.882;57.2;Yes;Hub Faction Rank 1; 
Ecotron v.15e Prototype;Carbine;Laser;84.7;36;58;24.2;0.930;775;8.680;100.00; ;2.882;57.2;Yes;Hub Faction Rank 1; 
Ecotron v.26b (L);Carbine;Laser;84.7;62;40;28.7;1.050;1390;14.950;150.00; ;2.882;57.2;Yes;Hub Faction Rank 2; 
Ecotron v.26b Prototype;Carbine;Laser;84.7;62;40;28.7;1.050;1390;14.950;150.00; ;2.882;57.2;Yes;Hub Faction Rank 2; 
Ecotron v.42e (L);Carbine;Laser;84.7;70;52;42.2; ;1570; ;200.00; ; ;57.2;Yes;Hub Faction Rank 3; 
Ecotron v.42e Prototype;Carbine;Laser;84.7;70;52;42.2;1.177;1570;16.877;200.00; ;2.883;57.2;Yes;Hub Faction Rank 3; 
Electric Attack Chip 1 (L);Mindforce;Electric;23.1;10;33;3.8;0.489;194;2.429;7.00;1500.00%;2.861;55.7;Yes;Looted; 
Electric Attack Chip 1, First Gen;Mindforce;Electric;38.5;18;22;4.6;0.889;355;4.439;12.00; ;2.818;52.6;Yes;Looted; 
Electric Attack Chip 2 (L);Mindforce;Electric;23.1;14;34;5.5;0.673;273;3.403;11.00; ;2.859;55.5;Yes;Looted; 
Electric Attack Chip 2, First Gen;Mindforce;Electric;55.0;32;22;8.2;1.580;632;7.900;30.00; ;2.815;52.4;Yes;Looted; 
Electric Attack Chip 3 (L);Mindforce;Electric;24.2;24;35;9.7;1.159;467;5.829;19.00; ;2.862;55.7;Yes;Looted; 
Electric Attack Chip 3, First Gen;Mindforce;Electric;66.0;36;24;10.0;1.780;712;8.900;34.00;30.00 PED;2.811;52.1;Yes;Looted; 
Electric Attack Chip 4 (L);Mindforce;Electric;23.1;36;36;15.0;1.733;702;8.753;27.00;2626.00%;2.858;55.5;Yes;Looted; 
Electric Attack Chip 4, First Gen;Mindforce;Electric;66.0;39;29;13.1;1.920;768;9.600;53.00; ;2.823;53.0;Yes;Looted; 
Electric Attack Chip 5 (L);Mindforce;Electric;24.2;43;37;18.4;2.081;837;10.451;37.00; ;2.860;55.5;Yes;Looted; 
Electric Attack Chip 5, First Gen;Mindforce;Electric;88.0;42;29;14.1;2.074;830;10.374;76.00; ;2.814;52.3;Yes;Looted; 
Electric Attack Chip 6 (L);Mindforce;Electric;25.3;51;38;22.4;2.467;993;12.397;45.00;108.00%;2.859;55.5;Yes;Looted; 
Electric Attack Chip 6, First Gen;Mindforce;Electric;88.0;45;33;17.2;2.220;888;11.100;78.00; ;2.818;52.5;Yes;Looted; 
Electric Attack Chip 7 (L);Mindforce;Electric;25.3;62;40;28.7; ; ; ;59.00; ; ;55.6;Yes;Looted; 
Electric Attack Chip 7, First Gen;Mindforce;Electric;88.0;83;39;37.5;4.100;1640;20.500;156.00; ;2.814;52.3;Yes;Looted; 
Electric Attack Chip 8 (L);Mindforce;Electric;24.2;74;41;35.1;3.506;1440;17.906;87.00;115.00%;2.872;55.6;Yes;Looted; 
Electric Attack Chip 8, First Gen;Mindforce;Electric;88.0;99;37;42.4;4.900;1956;24.460;218.00; ;2.813;52.3;Yes;Looted; 
Electric Attack Chip 9 (L);Mindforce;Electric;26.4;82;42;39.9;3.955;1597;19.925;101.00;115.00%;2.860;55.6;Yes;Looted; 
Electric Attack Chip 10 (L);Mindforce;Electric;27.5;87;43;43.3; ;1694; ;113.00; ; ; ;Yes;MA Owned; 
Electric Attack Chip 11 (L);Mindforce;Electric;27.5;94;44;47.9;4.579;1833;22.909;121.00; ;2.852;55.6;Yes;MA Owned; 
Electric Attack Nanochip 1;Mindforce;Electric;23.1;10;33;3.8;0.200;221;2.410;12.00; ;2.884;57.3;Yes;Looted; 
Electric Attack Nanochip 1 (L);Mindforce;Electric;23.1;10;33;3.8;0.086;231;2.396;7.00;125.00%;2.901;58.5;Yes;Looted; 
Electric Attack Nanochip 2;Mindforce;Electric;23.1;14;34;5.5;0.321;305;3.371;21.00; ;2.886;57.1;Yes;Looted; 
Electric Attack Nanochip 2 (L);Mindforce;Electric;23.1;14;34;5.5;0.130;322;3.350;11.00; ;2.904;58.9;Yes;Looted; 
Electric Attack Nanochip 3;Mindforce;Electric;24.2;24;35;9.7;0.561;523;5.791;39.00; ;2.880;56.7;Yes;Looted; 
Electric Attack Nanochip 3 (L);Mindforce;Electric;24.2;24;35;9.7;0.211;552;5.731;19.00; ;2.910;59.2;Yes;Looted; 
Electric Attack Nanochip 4;Mindforce;Electric;23.1;36;36;15.0;0.720;796;8.680;53.00; ;2.882;56.9;Yes;Looted; 
Electric Attack Nanochip 4 (L);Mindforce;Electric;23.1;36;36;15.0;0.442;831;8.752;27.00; ;2.859;59.2;Yes;Looted; 
Electric Attack Nanochip 5;Mindforce;Electric;24.2;43;37;18.4;0.913;946;10.373;71.00; ;2.881;56.7;Yes;Looted; 
Electric Attack Nanochip 5 (L);Mindforce;Electric;24.2;43;37;18.4;0.377;989;10.267;37.00; ;2.911;59.2;Yes;Looted; 
Electric Attack Nanochip 5, TEN Edition;Mindforce;Electric;26.4;44;39;19.9;0.932;937;10.302;73.00; ;2.968;63.8;Yes;Event; 
Electric Attack Nanochip 6;Mindforce;Electric;25.3;51;38;22.4; ;1124; ;87.00; ; ;56.7;Yes;Looted; 
Electric Attack Nanochip 6 (L);Mindforce;Electric;25.3;51;38;22.4;0.449;1174;12.189;45.00; ;2.908;59.1;Yes;Looted; 
Electric Attack Nanochip 7;Mindforce;Electric;25.3;62;40;28.7;1.305;1365;14.955;112.00; ;2.881;56.8;Yes;Looted; 
Electric Attack Nanochip 7 (L);Mindforce;Electric;25.3;62;40;28.7;0.556;1425;14.806;59.00; ;2.910;59.1;Yes;Looted; 
Electric Attack Nanochip 8;Mindforce;Electric;24.2;74;41;35.1;1.880;1596;17.840;169.00; ;2.883;56.8;Yes; ; 
Electric Attack Nanochip 8 (L);Mindforce;Electric;24.2;74;41;35.1;0.789;1688;17.669;87.00; ;2.911;59.1;Yes;Looted; 
Electric Attack Nanochip 9;Mindforce;Electric;26.4;82;42;39.9;2.200;1775;19.950;190.00; ;2.857;56.8;Yes; ; 
Electric Attack Nanochip 9 (L);Mindforce;Electric;26.4;82;42;39.9;0.880;1870;19.580;101.00;328.00%;2.911;59.1;Yes;Looted; 
Electric Attack Nanochip 10;Mindforce;Electric;27.5;87;43;43.3;2.182;1880;20.982;214.00; ;2.882;56.7;Yes;Looted; 
Electric Attack Nanochip 10 (L);Mindforce;Electric;27.5;87;43;43.3;0.955;1982;20.775;113.00;200.00%;2.910;59.1;Yes;Looted; 
Electric Attack Nanochip 11;Mindforce;Electric;27.5;94;44;47.9;2.328;2039;22.718;233.00; ;2.876;56.7;Yes;Looted; 
Electric Attack Nanochip 11 (L);Mindforce;Electric;27.5;94;44;47.9;0.964;2146;22.424;121.00; ;2.913;59.1;Yes;Looted; 
Electric Attack Nanochip 12 (L);Mindforce;Electric;28.6;101;45;52.6;1.040;2310;24.140;124.00; ;2.908;59.1;Yes;Looted; 
Electric Attack Nanochip 13 (L);Mindforce;Electric;28.6;109;45;56.8;1.102;2495;26.052;130.00; ;2.908;59.1;Yes;Looted; 
Electric Attack Nanochip 13, FEN Edition;Mindforce;Electric;28.6;109;50;63.1;0.972;2246;23.432;130.00; ;3.233;79.1;Yes;Event, Looted; 
Electric Attack Nanochip, SP Edition (L);Mindforce;Electric;23.1;10;33;3.8;0.860;231;3.170;5.50; ;2.192;58.5;Yes;SP; 
Electric Strike Chip 1 (L);Mindforce;Electric;34.1;108;3;3.8;5.257;2115;26.407;21.00; ;2.842;54.3;Yes;Looted; 
Electric Strike Chip 2 (L);Mindforce;Electric;34.1;119;2;2.8;5.763;2305;28.813;24.00; ;2.870;54.4;Yes;Looted; 
Electric Strike Chip 3 (L);Mindforce;Electric;35.2;128;2;3.0; ;2505; ;26.00; ; ; ;Yes;Looted; 
Electric Strike Chip 4 (L);Mindforce;Electric;34.1;138;2;3.2;6.721;2700;33.721;28.00; ;2.844;54.4;Yes;Looted; 
Electric Strike Chip 5 (L);Mindforce;Electric;35.2;147;2;3.4; ;2870; ;30.00;110.00%; ;54.4;Yes;Looted; 
Electric Strike Chip 6 (L);Mindforce;Electric;35.2;156;2;3.6; ;3050; ;32.00;107.00%; ; ;Yes;Looted; 
Electric Strike Chip 7 (L);Mindforce;Electric;36.3;164;2;3.8; ;3208; ;34.00; ; ; ;Yes;Looted; 
Electric Strike Chip 8 (L);Mindforce;Electric;35.2;175;2;4.1; ;3420; ;35.50;115.00%; ;54.5;Yes;Looted; 
Electric Strike Chip 9 (L);Mindforce;Electric;35.2;183;2;4.2; ;3580; ;37.00; ; ;54.5;Yes;Looted; 
Electric Strike Chip 10 (L);Mindforce;Electric;36.3;190;2;4.4; ;3715; ;38.50; ; ; ;Yes;Looted; 
Electric Strike Chip 11 (L);Mindforce;Electric;35.2;200;1;2.3; ;3910; ;40.00;120.00%; ;54.5;Yes;Looted; 
Electric Strike Nanochip (L);Mindforce;Electric;34.1;108;3;3.8; ;2565; ;21.00; ; ; ;Yes;Looted; 
Elysia Prototype  (L);Pistol;Laser;27.5;2;67;1.6; ;48; ;0.10; ; ;56.9;Yes;Mission; 
Embra Ignition Enblade (L);Melee;Longblades;8.0;199;30;69.2; ;0; ;440.00; ; ;63.1;Yes;Looted; 
Embra Laser Sword C1;Melee;Longblades;5.0;56;24;15.6;13.652;0;13.652;2972.00; ;2.851;54.9;Yes;Looted; 
Embra Laser Sword C1 (L);Melee;Longblades;5.0;56;24;15.6;13.400;0;13.400;148.00; ;2.904;58.8;Yes;Looted; 
Embra Laser Sword C1, Adjusted;Melee;Longblades;6.0;59;29;19.8;14.203;0;14.203;2972.00;550.00 PED;2.887;57.6;Yes;Looted; 
Embra Laser Sword C1, Improved;Melee;Longblades;6.0;61;29;20.5;14.600;0;14.600;2972.00; ;2.904;59.9;Yes;Looted; 
Embra Laser Sword C1, Improved (L);Melee;Longblades;6.0;61;29;20.5;14.000;0;14.000;1891.00; ;3.028; ;Yes;Looted; 
Embra Quantum EnBlade (L);Melee;Longblades;8.0;193;32;71.5;45.230;0;45.230;448.00; ;2.966;63.5;Yes;Looted; 
Embra Spectral Enblade (L);Melee;Longblades;8.0;178;33;68.0;41.850;0;41.850;406.00; ;2.956;62.8;Yes;Looted; 
Embra Spectral EnBlade, E.L.M Edition (L);Melee;Longblades;8.0;178;33;68.0;0.011;4184;41.851;1.00; ;2.956;62.8;Yes;Looted; 
Embra Spectral EnBlade, MM Edition (L);Melee;Longblades;8.0;178;33;68.0;0.011;4184;41.851;1.00; ;2.956;62.8;Yes;Looted; 
Emik Enigma L1 (L);Pistol;BLP;40.7;62;46;33.0;1.275;1375;15.025;129.00;107.00%;2.868;56.2;Yes;Looted; 
Emik Enigma L1, CDF Edition (L);Pistol;BLP;40.7;62;46;33.0;0.003;1502;15.023;0.60; ;2.868;56.2;Yes;Daily Token Trader; 
Emik Enigma L2;Pistol;BLP;38.5;62;52;37.3;1.266;1374;15.006;280.00;15000.00 PED;2.872;56.4;Yes;Event, Looted; 
Emik Enigma L2 (L);Pistol;BLP;38.5;62;52;37.3;1.265;1374;15.005;143.00;116.00%;2.872;56.4;Yes;Looted; 
Emik Enigma L2, CDF Edition (L);Pistol;BLP;38.5;62;52;37.3;0.003;1500;15.003;0.60; ;2.872;56.5;Yes;Daily Token Trader; 
Emik Enigma L3 (L);Pistol;BLP;35.2;62;57;40.9;1.260;1369;14.950;156.00;117.00%;2.882;57.2;Yes;Looted; 
Emik Enigma L3, CDF Edition (L);Pistol;BLP;35.2;62;57;40.9;0.003;1495;14.953;0.60; ;2.882;57.2;Yes;Daily Token Trader; 
Emik Enigma L4;Pistol;BLP;35.2;77;60;53.5;1.665;1675;18.415;339.00;50000.00 PED;2.906;59.0;Yes;Event, Looted; 
Emik Enigma L4 (L);Pistol;BLP;35.2;77;60;53.5;1.665;1675;18.415;239.00;110.00%;2.906;59.0;Yes;Looted; 
Emik Enigma L4, CDF Edition (L);Pistol;BLP;35.2;77;60;53.5;0.004;1841;18.414;0.80; ;2.906;59.0;Yes;Daily Token Trader; 
Emik Enigma L4, E.L.M Edition (L);Pistol;BLP;35.2;77;60;53.5;0.010;1841;18.420;1.00; ;2.905;58.9;Yes;Event, Looted; 
Emik Enigma L4, MM Edition (L);Pistol;BLP;35.2;77;60;53.5; ;1841; ;1.00; ; ;58.9;Yes;Looted; 
Emik Enigma L5 (L);Pistol;BLP;33.0;82;62;58.9;1.780;1770;19.480;267.00;110.00%;2.926;60.5;Yes;Looted; 
Emik Enigma L5, CDF Edition (L);Pistol;BLP;33.0;82;62;58.9;0.005;1948;19.485;1.00; ;2.925;60.4;Yes;Daily Token Trader; 
Emik Enigma L6 (L);Pistol;BLP;33.0;85;62;61.0;1.710;1840;20.110;269.00;115.00%;2.938;61.4;Yes;Looted; 
Emik Enigma L6, CDF Edition (L);Pistol;BLP;33.0;85;62;61.0;0.005;2011;20.115;1.00; ;2.937;61.3;Yes;Daily Token Trader; 
Emik S30;Pistol;BLP;18.7;5;47;2.7;0.235;100;1.235;200.00; ;2.814;52.3;Yes;Looted; 
Emik S30 (L);Pistol;BLP;18.7;5;47;2.7;0.211;100;1.211;5.20; ;2.870;56.3;Yes;Looted; 
Emik S50;Pistol;BLP;23.1;16;45;8.3;0.990;300;3.990;1388.00; ;2.787;50.1;Yes;Looted; 
Emik S50 (L);Pistol;BLP;23.1;16;45;8.3;0.919;300;3.919;45.00; ;2.837;54.0;Yes;Looted; 
Emik S60 (L);Pistol;BLP;44.0;29;52;17.5;0.698;637;7.068;54.00; ;2.852;55.0;Yes;Looted; 
Emik S60, CDF Edition (L);Pistol;BLP;44.0;29;52;17.5;0.002;706;7.062;0.40; ;2.854;55.1;Yes;Daily Token Trader; 
Emik S60, E.L.M Edition (L);Pistol;BLP;44.0;29;52;17.5;0.012;705;7.062;1.00;449.00%;2.854;55.1;Yes;Looted; 
Emik S60, MM Edition (L);Pistol;BLP;44.0;29;52;17.5;0.012;705;7.062;1.00; ;2.854;55.1;Yes;Looted; 
Emik T10;Pistol;BLP;28.6;51;54;31.9;1.754;1100;12.754;7724.00;1900.00 PED;2.779;49.8;Yes;Looted; 
Emik T10 (L);Pistol;BLP;28.6;51;54;31.9;1.507;1100;12.507;250.00; ;2.834;53.7;Yes;Looted; 
Emik X0 (L);Pistol;BLP;37.4;62;51;36.6;0.012;1470;14.712;1.00;6100.00%;2.929;60.7;Yes;Mission; 
Emik X5;Pistol;BLP;30.8;91;57;60.1;3.730;1900;22.730;20542.00;0.00 PED;2.782;50.1;Yes;Looted; 
Emik X5 (L);Pistol;BLP;30.8;91;57;60.1;3.293;1900;22.293;455.00; ;2.837;53.9;Yes;Looted; 
Enkidd Dire S.1 (L);Rifle;BLP;38.5;23;42;11.2;0.703;486;5.563;44.00; ;2.873;56.6;Yes;Crafted, Looted; 
Enkidd Dire S.2 (L);Rifle;BLP;38.5;25;42;12.2;0.703;532;6.023;44.00; ;2.885;57.4;Yes;Looted; 
Enkidd Dire S.3 (L);Rifle;BLP;38.5;29;43;14.4;0.694;632;7.014;44.00; ;2.874;56.6;Yes;Looted; 
Enkidd Dire S.4 (L);Rifle;BLP;40.7;33;43;16.4;0.855;710;7.955;49.00; ;2.883;56.7;Yes;Looted; 
Enkidd Dire S.5 (L);Rifle;BLP;40.7;37;45;19.3;0.805;811;8.915;49.00; ;2.884;57.4;Yes;Looted; 
Enkidd Dire S.6 (L);Rifle;BLP;40.7;41;47;22.3;0.796;912;9.916;49.00;110.00%;2.874;56.6;Yes;Looted; 
Enkidd Dire S.7 (L);Rifle;BLP;42.9;45;47;24.5;0.805;1007;10.875;49.00; ;2.876;56.7;Yes;Looted; 
Enkidd Dire S.8 (L);Rifle;BLP;42.9;49;49;27.8;0.895;1100;11.895;54.00; ;2.863;55.8;Yes;Looted; 
Enkidd Dire S.9 (L);Rifle;BLP;45.1;53;51;31.3;0.895;1190;12.795;54.00;110.00%;2.879;57.0;Yes;Looted; 
Enkidd Dire S.11 (L);Rifle;BLP;46.2;60;53;36.8;0.900;1355;14.450;54.00; ;2.886;57.5;Yes;Looted; 
Enkidd Dire S.12 (L);Rifle;BLP;46.2;67;53;41.1; ;1520; ;59.00; ; ;56.6;Yes;Looted; 
Enkidd Dire S.13 (L);Rifle;BLP;47.3;67;59;45.8;1.085;1525;16.335;64.00; ;2.851;54.9;Yes;Looted; 
Enkidd Fang S.1 (L);Pistol;BLP;27.5;14;53;8.6;0.577;280;3.377;34.00; ;2.881;57.1;Yes;Crafted, Looted; 
Enkidd Fang S.2 (L);Pistol;BLP;27.5;16;53;9.8;0.585;329;3.875;34.00; ;2.870;56.3;Yes;Looted; 
Enkidd Fang S.3 (L);Pistol;BLP;27.5;20;55;12.7;0.580;424;4.820;34.00; ;2.884;57.3;Yes;Looted; 
Enkidd Fang S.4 (L);Pistol;BLP;29.7;21;55;13.4;0.677;440;5.077;39.00; ;2.875;56.7;Yes;Looted; 
Enkidd Fang S.5 (L);Pistol;BLP;29.7;23;57;15.2;0.676;488;5.556;39.00; ;2.877;56.8;Yes;Looted; 
Enkidd Fang S.6 (L);Pistol;BLP;29.7;26;60;18.1;0.675;560;6.275;39.00; ;2.880;57.0;Yes;Looted; 
Enkidd Fang S.7 (L);Pistol;BLP;31.9;31;60;21.5;0.677;680;7.477;39.00; ;2.882;57.2;Yes;Looted; 
Enkidd Fang S.8 (L);Pistol;BLP;31.9;34;62;24.4;0.775;745;8.225;44.00;110.00%;2.873;56.5;Yes;Looted; 
Enkidd Fang S.9 (L);Pistol;BLP;34.1;37;65;27.9;0.753;818;8.933;44.00; ;2.879;56.4;Yes;Looted; 
Enkidd Fang S.10 (L);Pistol;BLP;34.1;39;68;30.7; ;865; ;44.00; ; ;56.8;Yes;Looted; 
