Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Italian Switchblade 1;Melee;Shortblades;5.0;3;79;2.7;0.719;0;0.719;26.00; ;2.900;58.5;Yes;Looted; 
Jamjoom Annihilation (L);Rifle;BLP;71.5;11;42;5.4;0.100;254;2.640;6.00; ;2.896;58.2;Yes;Looted; 
Jamjoom Massacre (L);Rifle;BLP;79.2;20;42;9.7;0.234;463;4.864;10.00;122.36%;2.858;58.4;Yes;Looted; 
Jamjoom Wipeout (L);Rifle;BLP;75.9;15;42;7.3;0.138;346;3.598;8.30; ;2.897;58.3;Yes;Looted; 
Jashonich AP;Pistol;BLP;27.5;29;43;14.4;3.200;400;7.200;95.00; ;2.799;51.3;No;Crafted; 
Jashonich FP;Pistol;BLP;27.5;39;55;24.8;3.600;600;9.600;120.00; ;2.823;52.7;No;Crafted; 
Jashonich MP;Pistol;BLP;27.5;20;33;7.6;2.100;300;5.100;60.00; ;2.725;46.2;No;Crafted; 
Jashonich SIF-A (L);Pistol;BLP;34.1;89;70;72.2;1.535;1931;20.845;303.00; ;2.967;63.7;Yes;Looted; 
Jashonich SIF-A, CDF Edition (L);Pistol;BLP;34.1;89;70;72.2;0.005;2084;20.845;1.00; ;2.967;63.7;Yes;Daily Token Trader; 
Jashonich SIF-O (L);Pistol;BLP;33.0;90;71;74.0;1.500;1955;21.050;305.00; ;2.971;63.9;Yes;Looted; 
Jashonich SIF-O, CDF Edition (L);Pistol;BLP;33.0;90;71;74.0;0.005;2105;21.055;1.00; ;2.971;63.9;Yes;Daily Token Trader; 
Jashonich SIF-S (L);Pistol;BLP;37.4;87;70;70.5;1.553;1890;20.453;300.00;103.00%;2.956;62.8;Yes;Looted; 
Jashonich SIF-S, CDF Edition (L);Pistol;BLP;37.4;87;70;70.5;0.005;2045;20.455;1.00; ;2.956;62.8;Yes;Daily Token Trader; 
Jester D-1;Carbine;Laser;55.0;8;46;4.3;0.020;200;2.020;4.50; ;2.752;48.0;No;Crafted; 
Jester D-2;Carbine;Laser;55.0;12;40;5.6;0.060;300;3.060;12.50; ;2.725;46.2;No;Crafted; 
Jester D-3;Carbine;Laser;60.5;23;32;8.5;0.730;500;5.730;45.00; ;2.790;50.6;No;Crafted; 
Jester D-4 (L);Carbine;Laser;57.2;28;44;14.3;1.080;576;6.840;69.00;110.02%;2.845;54.5;Yes;Crafted; 
Jester D-5 (L);Carbine;Laser;58.3;47;46;25.0;2.000;969;11.690;120.00;113.11%;2.794;55.2;Yes;Crafted; 
Jester D-6 (L);Carbine;Laser;59.4;71;41;33.7;3.000;1420;17.200;199.00; ;2.869;56.2;Yes;Crafted; 
Jester D-7 (L);Carbine;Laser;60.5;71;45;37.0;3.000;1419;17.190;219.00; ;2.871;56.4;Yes;Crafted; 
Jimman Suite;Pistol;BLP;49.5;65;19;14.3;4.600;1200;16.600;162.00; ;2.721;45.9;No;Crafted; 
Jonah's Wiles Destroyer (L);Rifle;Laser;61.6;63;61;44.5;1.800;1370;15.500;100.00; ;2.825;53.1;Yes;Looted; 
JUELZ MIC-Killa SG-1 (L);Rifle;BLP;110.0;20;33;7.6;0.997;390;4.897;19.50; ;2.838;54.4;Yes;Crafted; 
JUELZ MIC-Killa SG-2 (L);Rifle;BLP;110.0;24;37;10.3;1.173;469;5.863;22.50; ;2.845; ;Yes;Crafted; 
JUELZ MIC-Killa SG-3 (L);Rifle;BLP;120.0;28;39;12.6; ;547; ;27.50;370.00%; ; ;Yes;Crafted; 
JUELZ MIC-Killa SG-ULTRA (L);Rifle;BLP;130.0;90;74;77.1;2.490;389;6.380;52.00; ;9.804; ;Yes;Looted; 
Jungle Knife (L);Melee;Shortblades;8.0;30;44;15.3; ;0; ;16.00; ; ;56.7;Yes;Crafted; 
Kaiser-Graf HVMR-1;Rifle;Gauss;60.5;39;35;15.8;0.686;900;9.686;135.00;1000.00 PED;2.798;51.2;No;Looted; 
Kaiser-Graf HVMR-1E (L);Rifle;Gauss;75.9;71;35;28.8; ;1418; ;172.00; ; ;60.6;Yes;Looted; 
Kaiser-Graf HVMR-2;Rifle;Gauss;69.3;56;38;24.6; ;1000; ;154.00; ; ;52.4;No;Looted; 
Kaiser-Graf HVMR-2, FEN Edition;Rifle;Gauss;82.5;60;40;27.8;3.823;1000;13.823;154.00; ;3.017;65.0;No;Event, Looted; 
Kaiser-Graf HVMR-2, Improved;Rifle;Gauss;73.7;114;31;40.9;9.283;1900;28.283;5670.00; ;2.801;51.4;No;Looted; 
Kaiser-Graf HVMR-2E (L);Rifle;Gauss; ; ; ; ; ; ; ; ; ; ; ;Yes;Looted; 
Kaminsky Barong I (L);Melee;Shortblades;5.0;20;78;18.1; ;0; ;291.00; ; ;0.0;Yes;Looted; 
Kaminsky Barong II (L);Melee;Shortblades;5.0;60;74;51.4; ;0; ;526.00; ; ;57.0;Yes;Looted; 
Karma Killer;Pistol;Laser;38.5;44;61;31.1;0.650;1000;10.650;99.00;60.00 PED;2.871;56.4;No;Crafted; 
Karma Killer (L);Pistol;Laser;37.4;44;61;31.1;1.700;895;10.650;150.00; ;2.871;56.4;Yes;Crafted; 
Katsuichi Brilliance Retro (L);Melee;Longblades;8.0;47;51;27.8;11.410;0;11.410;138.00; ;2.863;55.8;Yes;Looted; 
Katsuichi Courage Retro (L);Melee;Longblades;8.0;54;53;33.2;13.040;0;13.040;157.00; ;2.878;56.9;Yes;Looted; 
Katsuichi Destiny Retro (L);Melee;Longblades;8.0;70;54;43.8;16.750;0;16.750;214.00; ;2.904;58.9;Yes;Looted; 
Katsuichi Determination;Melee;Longblades;5.0;70;45;36.5;16.900;0;16.900;123.00; ;2.879;57.0;No;Crafted; 
Katsuichi Determination, Adjusted;Melee;Longblades;5.0;70;53;43.0;16.850;0;16.850;123.00; ;2.887;57.6;Yes;Mission; 
Katsuichi Determination, SGA Edition;Melee;Longblades;5.0;70;46;37.3;16.900;0;16.900;123.00; ;2.879;57.0;No;Crafted; 
Katsuichi Glory Retro (L);Melee;Longblades;8.0;72;57;47.5;17.210;0;17.210;229.00; ;2.908;59.1;Yes;Looted; 
Katsuichi Honor;Melee;Longblades;5.0;56;43;27.9;13.000;0;13.000;79.00; ;2.994;65.8;No;Crafted; 
Katsuichi Pride;Melee;Longblades;5.0;75;37;32.1;17.700;0;17.700;107.00; ;2.945;61.9;No;Crafted; 
Katsuichi Resolve Retro (L);Melee;Longblades;8.0;76;61;53.7;18.100;0;18.100;252.00;101.96%;2.918;59.9;Yes;Looted; 
Katsuichi Splendor Retro (L);Melee;Longblades;8.0;78;68;61.4;18.460;0;18.460;270.00; ;2.937;61.3;Yes;Looted; 
Katsuichi Valor;Melee;Longblades;5.0;67;40;31.0;15.700;0;15.700;94.00; ;2.966;63.6;No;Crafted; 
Kesmek Bett;Melee;Shortblades;3.0;64;53;39.3;15.661;0;15.661;10496.00; ;2.840;54.1;Yes;Crafted; 
Kesmek Bett (L);Melee;Shortblades;3.0;64;53;39.3;15.450;0;15.450;1010.00;112.00%;2.879;56.7;Yes;Crafted; 
Kesmek Bik (L);Melee;Shortblades;3.0;45;51;26.6;10.906;0;10.906;625.00; ;2.868;56.1;Yes;Crafted; 
Kesmek Slo;Melee;Shortblades;3.0;25;47;13.6;6.248;0;6.248;2576.00; ;2.781;54.2;Yes;Crafted; 
Kesmek Slo (L);Melee;Shortblades;3.0;25;47;13.6;6.043;0;6.043;355.00; ;2.875;56.7;Yes;Crafted; 
Kesmek Slo, Mentor Edition;Melee;Shortblades;3.0;25;47;13.6;6.248;0;6.248;121.00; ;2.781;47.1;Yes;Mentoring; 
Kesmek Vass;Melee;Shortblades;3.0;52;51;30.7;12.652;0;12.652;7328.00; ;2.856;55.3;Yes;Crafted; 
Kesmek Vass (L);Melee;Shortblades;3.0;52;51;30.7;12.500;0;12.500;760.00; ;2.891;57.9;Yes;Crafted; 
Keyworks Unity, TWEN Edition;Melee;Clubs;9.0;200;36;83.4;0.510;4031;40.820;200.00; ;3.405;88.0;Yes;Looted; 
Khorum Ice Dagger;Melee;Shortblades;4.0;31;59;21.2;7.502;0;7.502;90.00;6175.00 PED;2.872;56.5;Yes;Instance, Looted; 
Kilic Kek;Melee;Longblades;5.0;55;32;20.4;13.556;0;13.556;4160.00; ;2.820;52.7;Yes;Looted; 
Kilic Kek (L);Melee;Longblades;5.0;55;32;20.4;13.406;0;13.406;810.00; ;2.851;54.9;Yes;Looted; 
Kilic Kex (L);Melee;Longblades;6.0;33;37;14.1;8.050;0;8.050;66.00; ;2.849;54.8;Yes;Looted; 
Kilic Kwel (L);Melee;Longblades;6.0;57;32;21.1;13.880;0;13.880;120.00; ;2.854;55.2;Yes;Looted; 
Kilic Mak (L);Melee;Longblades;6.0;28;33;10.7;6.850;0;6.850;54.00; ;2.841;54.2;Yes;Looted; 
Kilic Rex;Melee;Longblades;6.0;70;30;24.3;17.000;0;17.000;226.00; ;2.862;55.7;Yes;Event; 
Kilic Rex (L);Melee;Longblades;6.0;70;30;24.3;17.000;0;17.000;146.00; ;2.862;55.7;Yes;Looted; 
Kilic Vass;Melee;Longblades;5.0;80;33;30.6;19.724;0;19.724;7328.00; ;2.819;52.6;Yes;Looted; 
Kilic Vass (L);Melee;Longblades;5.0;80;33;30.6;19.507;0;19.507;1220.00; ;2.850;54.9;Yes;Looted; 
Kilic Vix (L);Melee;Longblades;6.0;46;33;17.6;11.210;0;11.210;95.00; ;2.852;55.0;Yes;Looted; 
Killed By Death Axe (L);Melee;Axes;5.0;48;37;20.6;11.416;0;11.416;101.00; ;2.922;60.2;Yes;Looted; 
Killed by Death Axe (L) Brutal;Melee;Axes;5.0;58;37;24.9;13.800;0;13.800;111.00;1600.00%;2.921;60.1;Yes;Looted; 
Killed By Death Axe (L) Custom;Melee;Axes;6.0;48;38;21.1;11.310;0;11.310;143.00; ;2.950;62.3;Yes;Looted; 
Killian Broadsword;Melee;Longblades;3.0;53;24;14.7;16.900;0;16.900;45.00; ;2.180;17.1;No;Crafted; 
Killian Broadsword G2;Melee;Longblades;3.0;62;27;19.4; ;0; ;60.00; ; ;13.0;No;Crafted; 
Killian Longsword;Melee;Longblades;3.0;34;22;8.7;11.200;0;11.200;27.50; ;2.110;14.4;No;Crafted; 
Killian Longsword G2;Melee;Longblades;3.0;40;25;11.6;13.500;0;13.500;35.00; ;2.059;12.5;No;Crafted; 
Killian Longsword G3;Melee;Longblades;3.0;48;24;13.3;15.700;0;15.700;37.00; ;2.125;15.2;No;Crafted; 
Killian Sword;Melee;Longblades;3.0;20;22;5.1;6.600;0;6.600;18.00; ;2.106;14.2;No;Crafted; 
Killian Sword G2;Melee;Longblades;3.0;26;22;6.6;8.630;0;8.630;22.00; ;2.094;14.0;No;Crafted; 
Kinetic Attack Chip 1 (L);Mindforce;Electric;45.1;10;22;2.5;0.613;183;2.443;6.00; ;2.845;54.5;Yes;Looted; 
Kinetic Attack Chip 2 (L);Mindforce;Electric;46.2;21;23;5.6;1.281;385;5.131;12.50;120.00%;2.844;54.5;Yes;Looted; 
Kinetic Attack Chip 3 (L);Mindforce;Electric;46.2;43;23;11.5;2.623;789;10.513;27.00;115.00%;2.843;54.3;Yes;Looted; 
Kinetic Attack Chip 4 (L);Mindforce;Electric;47.3;63;23;16.8; ;1156; ;39.00; ; ;54.4;Yes;Looted; 
Kinetic Attack Chip 5 (L);Mindforce;Electric;46.2;79;24;22.0;4.809;1450;19.309;49.00;108.00%;2.843;54.4;Yes;Looted; 
Kinetic Attack Chip 6 (L);Mindforce;Electric;49.5;92;24;25.6;5.591;1690;22.491;55.50; ;2.843;54.3;Yes;Looted; 
Kinetic Attack Chip 7 (L);Mindforce;Electric;46.2;104;25;30.1;6.359;1906;25.419;64.50; ;2.844;54.4;Yes;Looted; 
Kinetic Attack Chip 8 (L);Mindforce;Electric;47.3;115;25;33.3;7.009;2109;28.099;71.50;120.00%;2.844;54.5;Yes;Looted; 
Kinetic Attack Nanochip 1;Mindforce;Electric;45.1;10;22;2.5;0.196;223;2.426;12.00; ;2.865;55.6;Yes;Looted; 
Kinetic Attack Nanochip 1 (L);Mindforce;Electric;45.1;10;22;2.5;0.074;233;2.404;6.00; ;2.891;57.8;Yes;Looted; 
Kinetic Attack Nanochip 2;Mindforce;Electric;46.2;21;23;5.6;0.382;471;5.092;25.00; ;2.866;55.7;Yes;Looted; 
Kinetic Attack Nanochip 2 (L);Mindforce;Electric;46.2;21;23;5.6;0.145;490;5.045;12.50;130.00%;2.893;57.9;Yes;Looted; 
Kinetic Attack Nanochip 3;Mindforce;Electric;46.2;43;23;11.5;0.777;966;10.437;54.00; ;2.863;55.5;Yes;Looted; 
Kinetic Attack Nanochip 3 (L);Mindforce;Electric;46.2;43;23;11.5;0.300;1003;10.330;27.00; ;2.893;57.9;Yes;Looted; 
Kinetic Attack Nanochip 4;Mindforce;Electric;47.3;63;23;16.8;1.059;1423;15.289;78.00; ;2.864;55.6;Yes;Looted; 
Kinetic Attack Nanochip 4 (L);Mindforce;Electric;47.3;63;23;16.8;0.422;1472;15.142;39.00; ;2.892;57.9;Yes;Looted; 
Kinetic Attack Nanochip 5;Mindforce;Electric;46.2;79;24;22.0;1.256;1791;19.166;97.50; ;2.865;55.6;Yes;Looted; 
Kinetic Attack Nanochip 5 (L);Mindforce;Electric;46.2;79;24;22.0;0.510;1847;18.980;49.00; ;2.893;58.0;Yes;Looted; 
Kinetic Attack Nanochip 5, TEN Edition;Mindforce;Electric;48.4;80;25;23.2;1.132;1765;18.782;100.00; ;2.960;62.8;Yes;Looted; 
Kinetic Attack Nanochip 6;Mindforce;Electric;49.5;92;24;25.6;1.346;2098;22.326;110.00; ;2.864;55.6;Yes;Looted; 
Kinetic Attack Nanochip 6 (L);Mindforce;Electric;49.5;92;24;25.6; ;2155; ;55.50; ; ;58.0;Yes;Looted; 
Kinetic Attack Nanochip 7;Mindforce;Electric;46.2;104;25;30.1;1.461;2375;25.211;128.00; ;2.867;55.6;Yes;Looted; 
Kinetic Attack Nanochip 7 (L);Mindforce;Electric;46.2;104;25;30.1;0.619;2437;24.989;64.50;104.00%;2.892;58.0;Yes;Looted; 
Kinetic Attack Nanochip 8;Mindforce;Electric;47.3;115;25;33.3;1.579;2634;27.919;142.00;1800.00 PED;2.863;55.5;Yes;Looted; 
Kinetic Attack Nanochip 8 (L);Mindforce;Electric;47.3;115;25;33.3;0.649;2698;27.629;71.50; ;2.893;57.9;Yes;Looted; 
Kinetic Attack Nanochip 9;Mindforce;Electric;46.2;126;26;37.9;1.713;2887;30.583;161.00; ;2.863;55.6;Yes;Looted; 
Kinetic Attack Nanochip 9 (L);Mindforce;Electric;46.2;126;26;37.9;0.708;2956;30.268;81.00; ;2.893;57.9;Yes;Looted; 
Kinetic Attack Nanochip 10;Mindforce;Electric;45.1;131;26;39.5;1.693;3010;31.793;166.00; ;2.864;55.6;Yes;Looted; 
Kinetic Attack Nanochip 10 (L);Mindforce;Electric;45.1;131;26;39.5;0.701;3077;31.471;83.00; ;2.893;57.9;Yes;Looted; 
Kinetic Attack Nanochip 11;Mindforce;Electric;47.3;140;27;43.8;1.730;3230;34.030;173.00; ;2.859;55.5;Yes;Looted; 
Kinetic Attack Nanochip 11 (L);Mindforce;Electric;47.3;140;27;43.8;1.289;3292;34.209;87.00; ;2.844;57.9;Yes;Looted; 
Kinetic Attack Nanochip 12 (L);Mindforce;Electric;46.2;148;28;48.0; ;3480; ;90.00; ; ;58.0;Yes;Looted; 
Kinetic Attack Nanochip 13 (L);Mindforce;Electric;46.2;157;28;50.9; ;3690; ;94.00; ; ;58.0;Yes;Looted; 
Kinetic Attack Nanochip 15 (L);Mindforce;Electric;28.4;189;28;61.3;0.985;4438;45.365;106.00; ;2.896;58.1;Yes;Looted; 
Kinetic Attack Nanochip 15, FEN Edition;Mindforce;Electric;56.1;189;27.78;60.8;1.000;4438;45.380;106.00; ;2.895;60.0;Yes;Event, Looted; 
Kinetic Strike Chip 1 (L);Mindforce;Electric;56.1;207;2;4.8;13.593;3800;51.593;51.00; ;2.788;54.4;Yes;Looted; 
Kinetic Strike Chip 2 (L);Mindforce;Electric;56.1;215;1;2.5; ;3940; ;53.00;110.00%; ;54.4;Yes;Looted; 
Kinetic Strike Chip 3 (L);Mindforce;Electric;57.2;224;1;2.6; ;4105; ;55.00;110.00%; ;54.4;Yes;Looted; 
Kinetic Strike Chip 4 (L);Mindforce;Electric;56.1;232;1;2.7; ;4253; ;58.00;120.00%; ; ;Yes;Looted; 
Kinetic Strike Chip 5 (L);Mindforce;Electric;57.2;241;1;2.8; ;4420; ;61.00; ; ; ;Yes;Looted; 
Kinetic Strike Nanochip (L);Mindforce;Electric;56.1;207;2;4.8; ;4960; ;51.00; ; ; ;Yes;Looted; 
King Kong Golden Tommy Gun;Rifle;BLP;78.1;57;43;28.4;1.751;1184;13.591;72.00; ;2.915;59.6;Yes;Looted; 
King Kong Snub-L60 (L);Pistol;BLP;20.9;77;64;57.1;1.550;1695;18.500;80.00; ;2.893;58.0;Yes;Looted; 
King Kong Snub-L80 (L);Pistol;BLP;23.1;94;63;68.6; ;2076; ;94.00; ; ;58.1;Yes;Looted; 
King Kong Snubnose;Pistol;BLP;17.6;40;61;28.3;1.220;840;9.620;44.00; ;2.890;57.8;Yes;Looted; 
King Kong Snubnose (L);Pistol;BLP;17.6;40;61;28.3; ;840; ;44.00; ; ;57.8;Yes;Looted; 
King Kong Snub-U60;Pistol;BLP;20.9;77;64;57.1;1.540;1695;18.490;160.00; ;2.894;58.0;Yes;Event; 
King Kong Snub-U80;Pistol;BLP;23.1;94;63;68.6;1.816;2076;22.576;188.00; ;2.894;58.1;Yes;Event; 
King Kong TG-Elite;Rifle;BLP;92.4;133;49;75.5;3.290;2834;31.630;372.00; ;2.922;60.2;Yes;Event; 
King Kong TG-L60 (L);Rifle;BLP;85.8;100;48;55.6; ;2100; ;144.00; ; ;60.2;Yes;Looted; 
King Kong TG-L80 (L);Rifle;BLP;89.1;119;49;67.5; ;2500; ;168.00; ; ;60.5;Yes;Looted; 
King Kong TG-U60;Rifle;BLP;85.8;100;48;55.6;2.780;2100;23.780;288.00; ;2.923;60.2;Yes;Event; 
King Kong TG-U80;Rifle;BLP;89.1;119;49;67.5;3.260;2500;28.260;336.00; ;2.927;60.5;Yes;Event; 
King Kong Tommy Gun (L);Rifle;BLP;78.1;57;43;28.4; ;1184; ;72.00; ; ;59.6;Yes;Looted; 
King Kong Tommy SE;Rifle;Laser;60.5;9;48;5.0;0.130;205;2.180; ; ;2.869;57.2;Yes;Starter Pack; 
King's Sceptre 2012;Melee;Clubs;6.0;82;37;35.1; ;0; ;213.00; ; ;59.1;Yes;Event; 
King's Sceptre;Melee;Clubs;6.0;82;37;35.1;19.603;0;19.603;213.00; ;2.907;59.1;Yes;Event; 
Kismet Light Laser (L);Mounted;Laser;260.0;163;40;75.5;0.000;4010;40.100;30.00;148.00%;2.825;53.1;Yes;Crafted; 
Kismet Light Laser V2 (L);Mounted;Laser;220.0;153;50;88.6; ;3600; ;30.00; ; ;62.6;Yes;Crafted; 
Kismet Light Laser V3 (L);Mounted;Laser;180.0;143;66.66;110.4; ;3340; ;30.00; ; ;64.3;Yes;Crafted; 
Knight Sword;Melee;Longblades;5.0;79;27;24.7; ;0; ;233.00; ; ;55.8;No;MA Only; 
Korss H350;Pistol;Laser;24.2;20;44;10.2;0.939;400;4.939;2972.00;180.00 PED;2.814;52.3;Yes;Looted; 
Korss H350 (L);Pistol;Laser;24.2;20;44;10.2;0.844;400;4.844;76.30; ;2.870;56.3;Yes;Looted; 
Korss H380 (L);Pistol;Laser;22.0;24;44;12.2;0.802;500;5.802;102.70; ;2.875;56.7;Yes;Looted; 
Korss H400;Pistol;Laser;35.2;37;57;24.4;1.142;800;9.142;127.00; ;2.813;52.3;Yes;Looted; 
Korss H400 (L);Pistol;Laser;35.2;37;57;24.4;0.920;800;8.920;177.00; ;2.883;57.3;Yes;Looted; 
Korss H400, Adjusted (L);Pistol;Laser;35.2;39;56;25.3;1.318;800;9.318;912.00; ;2.909;59.2;Yes;Looted; 
Korss H400, Improved (L);Pistol;Laser;34.1;41;56;26.6;1.711;800;9.711;1983.00; ;2.934;61.1;Yes;Looted; 
Korss H400, Modified (L);Pistol;Laser;33.0;43;56;27.9;2.072;800;10.072;5430.00;111.00%;2.967;63.7;Yes;Looted; 
Kriegerum G.1 Gauss Rifle;Rifle;Gauss;79.2;70;35;28.4;2.900;1400;16.900;4556.00; ;2.879;57.6;Yes;Crafted; 
Kriegerum G.1 Gauss Rifle (L);Rifle;Gauss;79.2;70;35;28.4;2.606;1400;16.606;278.00; ;2.930;60.8;Yes;Crafted; 
Kriegerum G.2 Gauss Rifle (L);Rifle;Gauss;90.2;77;36;32.1;1.199;1700;18.199;301.00; ;2.941;61.6;Yes;Crafted; 
Kriegerum G.2 Gauss Rifle, Customized (L);Rifle;Gauss;90.2;89;42;43.3;2.433;1800;20.433;465.00; ;3.027;68.4;Yes;Crafted; 
Kriegerum Mayhem G.2 Gauss Rifle, Perfected;Rifle;Gauss;99.2;80.8;40;37.4;1.079;1530;16.379;300.00; ;3.429;91.6;Yes;Mayhem Token Trader; 
Krulsh BP1 (L);Pistol;BLP;17.6;5;68;3.9;0.112;110;1.212;9.25; ;2.867;56.1;Yes;Looted; 
Krulsh BP4 (L);Pistol;BLP;18.7;13;70;10.5; ;284; ;25.50; ; ;56.3;Yes;Looted; 
Kulokhar Glacier Sword;Melee;Longblades;6.0;36;48;20.0;8.717;0;8.717;100.00; ;2.870;56.3;Yes;Instance, Looted; 
L/Murdand Groover;Carbine;Laser;77.0;21;31;7.5;0.275;500;5.275;35.00; ;2.767;49.0;No;Crafted; 
L/Murdand Styler;Carbine;Laser;77.0;35;38;15.4;0.890;800;8.890;80.00; ;2.736;46.8;No;Crafted; 
Labrys;Melee;Axes;4.0;14;44;7.1;3.400;0;3.400;14.00;200.00 PED;2.862;55.7;Yes;Trader; 
Lacerating Attack Chip 1 (L);Mindforce;Cryogenic;27.5;8;53;4.9;0.483;146;1.943;5.50;108.00%;2.862;55.7;Yes;Looted; 
Lacerating Attack Chip 2 (L);Mindforce;Cryogenic;27.5;13;53;8.0;0.790;237;3.160;8.00; ;2.859;55.6;Yes;Looted; 
Lacerating Attack Chip 3 (L);Mindforce;Cryogenic;28.6;17;52;10.2;1.031;310;4.131;12.00; ;2.860;55.6;Yes;Looted; 
Lacerating Attack Chip 4 (L);Mindforce;Cryogenic;29.7;27;51;16.0; ;493; ;16.00; ; ;55.6;Yes;Looted; 
Lacerating Attack Chip 5 (L);Mindforce;Cryogenic;28.6;35;51;20.7;2.127;638;8.507;21.00; ;2.859;55.5;Yes;Looted; 
Lacerating Attack Chip 6 (L);Mindforce;Cryogenic;29.7;40;50;23.2; ;730; ;26.50; ; ;55.6;Yes;Looted; 
Lacerating Attack Chip 6, Mentor Edition;Mindforce;Cryogenic;29.7;40;54;25.0; ;750; ;63.00; ; ;51.1;Yes;Mentoring; 
Lacerating Attack Chip 7 (L);Mindforce;Cryogenic;28.6;50;49;28.4;3.041;911;12.151;32.00; ;2.860;55.6;Yes;Looted; 
Lacerating Attack Chip 8 (L);Mindforce;Cryogenic;29.7;60;49;34.1;3.643;1094;14.583;38.00;107.00%;2.859;55.5;Yes;Looted; 
Lacerating Attack Nanochip 1;Mindforce;Cryogenic;27.5;8;53;4.9;0.175;176;1.935;10.50; ;2.873;56.6;Yes;Looted; 
Lacerating Attack Nanochip 1 (L);Mindforce;Cryogenic;27.5;8;53;4.9;0.068;185;1.918;5.50;151.00%;2.899;58.4;Yes;Looted; 
Lacerating Attack Nanochip 2;Mindforce;Cryogenic;27.5;13;53;8.0;0.250;289;3.140;16.00;399.93 PED;2.877;56.9;Yes;Looted; 
Lacerating Attack Nanochip 2 (L);Mindforce;Cryogenic;27.5;13;53;8.0;0.095;301;3.105;8.00;120.00%;2.910;59.3;Yes;Looted; 
Lacerating Attack Nanochip 3;Mindforce;Cryogenic;28.6;17;52;10.2;0.338;376;4.098;24.00; ;2.883;56.6;Yes;Looted; 
Lacerating Attack Nanochip 3 (L);Mindforce;Cryogenic;28.6;17;52;10.2;0.134;393;4.064;12.00;108.33%;2.907;59.0;Yes;Looted; 
Lacerating Attack Nanochip 4;Mindforce;Cryogenic;29.7;27;51;16.0;0.355;608;6.435;32.00; ;2.916;56.8;Yes;Looted; 
Lacerating Attack Nanochip 4 (L);Mindforce;Cryogenic;29.7;27;51;16.0;0.170;628;6.450;16.00;110.00%;2.909;59.1;Yes;Looted; 
Lacerating Attack Nanochip 5;Mindforce;Cryogenic;28.6;35;51;20.7;0.529;792;8.449;41.00; ;2.879;56.7;Yes;Looted; 
Lacerating Attack Nanochip 5 (L);Mindforce;Cryogenic;28.6;35;51;20.7;0.214;814;8.354;21.00;110.00%;2.912;59.3;Yes;Looted; 
Lacerating Attack Nanochip 5, TEN Edition;Mindforce;Cryogenic;30.8;36;56;23.4;0.530;790;8.430;46.00;1000.00 PED;2.968;63.7;Yes;Looted; 
Lacerating Attack Nanochip 6;Mindforce;Cryogenic;29.7;40;50;23.2;0.662;900;9.662;53.00; ;2.877;56.8;Yes;Looted; 
Lacerating Attack Nanochip 6 (L);Mindforce;Cryogenic;29.7;40;50;23.2;0.260;929;9.550;26.50;110.00%;2.911;59.2;Yes;Looted; 
Lacerating Attack Nanochip 7;Mindforce;Cryogenic;28.6;50;49;28.4;0.746;1132;12.066;64.00; ;2.880;56.8;Yes;Looted; 
Lacerating Attack Nanochip 7 (L);Mindforce;Cryogenic;28.6;50;49;28.4;0.301;1164;11.941;32.00; ;2.910;59.2;Yes;Looted; 
Lacerating Attack Nanochip 8;Mindforce;Cryogenic;29.7;60;49;34.1; ;1363; ;76.00; ; ;56.8;Yes;Looted; 
Lacerating Attack Nanochip 8 (L);Mindforce;Cryogenic;29.7;60;49;34.1;0.350;1399;14.340;38.00; ;2.908;59.1;Yes;Looted; 
Lacerating Attack Nanochip 9 (L);Mindforce;Cryogenic;27.5;69;48;38.4;0.401;1609;16.491;45.00; ;2.908;59.1;Yes;Looted; 
Lacerating Attack Nanochip 10;Mindforce;Cryogenic;29.7;79;48;43.9;1.102;1799;19.092;108.00; ;2.876;56.7;Yes;Looted; 
Lacerating Attack Nanochip 10 (L);Mindforce;Cryogenic;29.7;79;48;43.9;0.457;1842;18.877;54.00;120.00%;2.909;59.2;Yes;Looted; 
Lacerating Attack Nanochip 11;Mindforce;Cryogenic;28.6;87;48;48.4;1.187;1981;20.997;126.00; ;2.880;56.8;Yes;Looted; 
Lacerating Attack Nanochip 11 (L);Mindforce;Cryogenic;28.6;87;48;48.4;0.508;2028;20.788;63.00;120.00%;2.909;59.2;Yes;Looted; 
Lacerating Attack Nanochip 12 (L);Mindforce;Cryogenic;29.7;95;47;51.7;0.567;2213;22.697;66.00; ;2.909;59.2;Yes;Looted; 
Lacerating Attack Nanochip 13 (L);Mindforce;Cryogenic;29.7;104;47;56.6;0.633;2421;24.843;72.00; ;2.909;59.2;Yes;Looted; 
Lacerating Attack Nanochip 13, FEN Edition;Mindforce;Cryogenic;29.7;104;52;62.6;0.572;2179;22.362;72.00; ;3.232;79.2;Yes;Event, Looted; 
Lacerating Strike Chip 1 (L);Mindforce;Cryogenic;38.5;127;3;4.4;7.737;2330;31.037;32.00; ;2.844;54.4;Yes;Looted; 
Lacerating Strike Chip 2 (L);Mindforce;Cryogenic;37.4;133;3;4.6; ;2445; ;34.00; ; ;54.4;Yes;Looted; 
Lacerating Strike Chip 3 (L);Mindforce;Cryogenic;38.5;139;3;4.8;8.493;2549;33.983;36.50;120.00%;2.843;54.3;Yes;Looted; 
