Name;Class;Type;Range;Damage;Attacks;Dmg/sec;Decay;Ammo;Cost;Max.TT;Markup;Dmg/PEC;Efficiency;SIB;Source;Personal effects
Hel Death;Carbine;Laser;60.5;53;38;23.3;1.200;1200;13.200;175.00; ;2.791;50.6;No;Crafted; 
Helen's Knife (L);Melee;Shortblades;8.0;38;44;19.4; ;0; ;22.00; ; ;56.8;Yes;Crafted; 
Helicopter MMB AS-41 (L);Attached;Rocket;319.0;152; ; ;0.000;3735;37.350;26.00; ;2.828;53.3;Yes;Crafted; 
Hellhammer LDS-1;Rifle;BLP;165.0;188;8;17.4; ;400; ;585.00; ; ;46.0;No; ; 
Herman ARK-0 (L);Rifle;BLP;60.0;10;44;5.1;0.050;240;2.450;3.00;133.00%;2.837;53.9;Yes;Crafted; 
Herman ARK-5 Desert (L);Rifle;BLP;70.0;20;44;10.2;1.061;380;4.861;80.00;172.00%;2.859;55.5;Yes;Crafted; 
Herman ARK-5 Desert MK.I (L);Rifle;BLP;70.0;20;44;10.2; ;380; ;80.00; ; ;55.5;Yes;A.N.U.B.I.S.;Skill Gain - BLP Weapons 10%
Herman ARK-6 Arctic (L);Rifle;BLP;60.0;21;44;10.7;1.001;410;5.101;95.00; ;2.861;55.7;Yes;Crafted; 
Herman ARK-6 Arctic MK.I (L);Rifle;BLP;60.0;21;44;10.7; ;410; ;95.00; ; ;55.7;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman ARK-6 Jungle (L);Rifle;BLP;50.0;18;52;10.8;1.072;330;4.372;110.00;100.00%;2.861;55.7;Yes;Crafted; 
Herman ARK-6 Jungle MK.I (L);Rifle;BLP;50.0;18;52;10.8; ;330; ;110.00; ; ;55.7;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ARK-10 Smuggler;Rifle;BLP;65.0;19;48;10.6;1.159;355;4.709;600.00;1000.00 PED;2.804;51.6;Yes;Looted; 
Herman ARK-11 (L);Rifle;BLP;60.0;35;45;18.2;1.657;685;8.507;140.00; ;2.859;55.5;Yes;Crafted; 
Herman ARK-16 (L);Rifle;BLP;50.0;45;45;23.5;0.920;990;10.820;160.00; ;2.890; ;Yes;Crafted; 
Herman ARK-20 Smuggler;Rifle;BLP;65.0;52;50;30.1;2.522;1035;12.872;1600.00; ;2.808;51.8;Yes;Looted; 
Herman ARK-21 Desert (L);Rifle;BLP;70.0;55;45;28.7;2.241;1110;13.341;180.00; ;2.865;56.0;Yes;Crafted; 
Herman ARK-21 Desert MK.I (L);Rifle;BLP;70.0;55;45;28.7; ;1110; ;180.00; ; ;56.0;Yes;A.N.U.B.I.S.;Skill Gain - BLP Weapons 10%
Herman ARK-22 Arctic (L);Rifle;BLP;60.0;57;45;29.7;2.225;1160;13.825;195.00; ;2.865;56.0;Yes;Crafted; 
Herman ARK-22 Arctic MK.I (L);Rifle;BLP;60.0;57;45;29.7; ;1160; ;195.00; ; ;56.0;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman ARK-23 Jungle (L);Rifle;BLP;50.0;50;54;31.3;2.284;985;12.134;210.00;107.00%;2.864;55.9;Yes;Crafted; 
Herman ARK-23 Jungle MK.I (L);Rifle;BLP;50.0;50;54;31.3; ;985; ;210.00; ; ;55.9;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ARK-27 (L);Rifle;BLP;60.0;65;46;34.6;2.871;1290;15.771;240.00;125.00%;2.864;55.9;Yes;Crafted; 
Herman ARK-30 Smuggler;Rifle;BLP;65.0;71;51;41.9;3.796;1375;17.546;3100.00;43000.00 PED;2.812;52.2;Yes;Event, Looted; 
Herman ARK-31 Desert (L);Rifle;BLP; ;70;46;37.3;1.450;1540;16.850;260.00; ;2.887; ;Yes;Crafted; 
Herman ARK-34 Desert (L);Rifle;BLP;70.0;75;46;40.0;3.419;1475;18.169;280.00;122.00%;2.869;56.2;Yes;Crafted; 
Herman ARK-36 Arctic (L);Rifle;BLP;60.0;78;46;41.6;3.398;1550;18.898;295.00;144.00%;2.869;56.2;Yes;Crafted; 
Herman ARK-38 Jungle (L);Rifle;BLP;50.0;68;54;42.5;3.478;1300;16.478;310.00;128.00%;2.868;56.2;Yes;Crafted; 
Herman ARK-38 Jungle MK.I (L);Rifle;BLP;50.0;68;54;42.5; ;1300; ;310.00; ; ;56.2;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ARK-40 Smuggler;Rifle;BLP;65.0;85;51;50.2;5.026;1595;20.976;5100.00; ;2.816; ;Yes;Event, Looted; 
Herman ARK-41 (L);Rifle;BLP; ;77;49;43.7;1.550;1700;18.550;325.00; ;2.885; ;Yes;Crafted; 
Herman ARK-46 (L);Rifle;BLP;60.0;80;47;43.6;4.035;1535;19.385;340.00;126.00%;2.868;56.2;Yes;Crafted; 
Herman ARK-50 Arctic (L);Rifle;BLP;60.0;94;47;51.2;4.586;1815;22.736;395.00;155.00%;2.873;56.6;Yes;Crafted; 
Herman ARK-54 Desert (L);Rifle;BLP;70.0;90;47;49.0;4.625;1715;21.775;380.00;145.00%;2.873;56.5;Yes;Crafted; 
Herman ARK-55 Jungle (L);Rifle;BLP;50.0;84;56;54.5;1.700;1840;20.100;400.00; ;2.904; ;Yes;Crafted; 
Herman ARK-60 Jungle (L);Rifle;BLP;50.0;82;56;53.2;4.638;1520;19.838;410.00; ;2.873;56.5;Yes;Crafted; 
Herman ARK-65 (L);Rifle;BLP;60.0;100;48;55.6;5.242;1895;24.192;440.00;125.00%;2.873;56.5;Yes;Crafted; 
Herman ARK-70 Desert (L);Rifle;BLP;70.0;105;48;58.4;5.819;1955;25.369;480.00; ;2.877;56.8;Yes;Crafted; 
Herman ARK-75 Arctic (L);Rifle;BLP;60.0;110;48;61.2;5.770;2080;26.570;495.00; ;2.877;56.9;Yes;Crafted; 
Herman ARK-77 Jungle (L);Rifle;BLP;50.0;96;57;63.4;5.845;1735;23.195;510.00; ;2.876;56.8;Yes;Crafted; 
Herman ARK-100 Prototype (L);Rifle;BLP;84.0;58;30;20.2;0.693;1317;13.863;200.00;100.00%;2.908;59.1;Yes;Arkoin Broker; 
Herman ARK-300 Prototype (L);Rifle;BLP;92.0;84;26;25.3;1.007;1907;20.077;300.00;100.00%;2.908;59.1;Yes;Arkoin Broker; 
Herman ARK-500 Prototype (L);Rifle;BLP;99.0;120;22;30.6;1.431;2725;28.681;400.00;130.00%;2.908;59.1;Yes;Arkoin Broker; 
Herman ARK-R;Rifle;BLP;55.0;7;46;3.7;0.100;165;1.750;2.50;300.00 PED;2.780;49.9;Yes;Old Time TT Arkadia; 
Herman ASI-0 (L);Pistol;BLP;30.0;8;48;4.4;0.106;185;1.956;5.00;120.00%;2.843;54.3;Yes;Crafted; 
Herman ASI-5 Arctic (L);Pistol;BLP;35.0;18;49;10.2;0.350;400;4.350;30.00; ;2.876;56.7;Yes;Crafted; 
Herman ASI-7 Arctic (L);Pistol;BLP;30.0;24;48;13.3;0.370;545;5.820;40.00;115.00%;2.866;56.0;Yes;Crafted; 
Herman ASI-7 Arctic MK.I (L);Pistol;BLP;30.0;24;48;13.3; ;545; ;40.00; ; ;56.0;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman ASI-7 Desert (L);Pistol;BLP;35.0;24;48;13.3;0.379;545;5.829;35.00; ;2.862;55.7;Yes;Crafted, Looted; 
Herman ASI-7 Desert MK.I (L);Pistol;BLP;35.0;24;48;13.3; ;545; ;35.00; ; ;55.7;Yes;A.N.U.B.I.S.;Skill Gain - BLP Weapons 10%
Herman ASI-7 Jungle (L);Pistol;BLP;25.0;20;57;13.2;0.415;445;4.865;50.00; ;2.857;55.4;Yes;Crafted, Looted; 
Herman ASI-7 Jungle MK.I (L);Pistol;BLP;25.0;20;57;13.2;0.415;445;4.865;50.00; ;2.857;55.4;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ASI-10 Smuggler;Pistol;BLP;33.0;23;52;13.9; ;515; ;600.00; ; ;52.3;Yes;Event; 
Herman ASI-11 (L);Pistol;BLP;30.0;33;50;19.1;0.709;730;8.009;65.00; ;2.864;55.8;Yes;Crafted; 
Herman ASI-16 Arctic (L);Pistol;BLP;35.0;41;49;23.3;0.840;901;9.850;80.00; ;2.893;58.0;Yes;Crafted; 
Herman ASI-20 Smuggler;Pistol;BLP;33.0;47;54;29.4;1.241;1035;11.591;1600.00; ;2.818;52.6;Yes;Event; 
Herman ASI-21 Arctic (L);Pistol;BLP;30.0;51;50;29.5;1.002;1135;12.352;95.00; ;2.870;56.3;Yes;Crafted; 
Herman ASI-21 Arctic MK.I (L);Pistol;BLP;30.0;51;50;29.5; ;1135; ;95.00; ; ;56.3;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman ASI-21 Desert (L);Pistol;BLP;35.0;50;50;29.0;1.019;1110;12.119;90.00;118.00%;2.867;56.1;Yes;Crafted, Looted; 
Herman ASI-21 Desert MK.I (L);Pistol;BLP;35.0;50;50;29.0; ;1110; ;90.00; ; ;56.1;Yes;A.N.U.B.I.S.;Skill Gain - BLP Weapons 10%
Herman ASI-21 Jungle (L);Pistol;BLP;25.0;44;58;29.6;1.038;965;10.688;105.00;150.00%;2.861;55.7;Yes;Crafted, Looted; 
Herman ASI-21 Jungle MK.I (L);Pistol;BLP;25.0;44;58;29.6; ;965; ;105.00; ; ;55.7;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ASI-24 (L);Pistol;BLP;30.0;55;51;32.5;1.329;1200;13.329;120.00;159.00%;2.868;56.2;Yes;Crafted, Looted; 
Herman ASI-27 Arctic (L);Pistol;BLP;35.0;63;47;34.3;1.300;1380;15.100;130.00; ;2.900; ;Yes;Crafted; 
Herman ASI-30 Smuggler;Pistol;BLP;33.0;62;54;38.8;1.921;1335;15.271;3000.00; ;2.822;52.8;Yes;Looted; 
Herman ASI-32 Desert (L);Pistol;BLP;35.0;66;51;39.0;1.639;1435;15.989;145.00;120.00%;2.869;56.2;Yes;Crafted; 
Herman ASI-32 Desert MK.I (L);Pistol;BLP;35.0;66;51;39.0; ;1435; ;145.00; ; ;56.2;Yes;A.N.U.B.I.S.;Skill Gain - BLP Weapons 10%
Herman ASI-33 Arctic (L);Pistol;BLP;30.0;67;51;39.6;1.621;1460;16.221;150.00; ;2.871;56.4;Yes;Crafted, Looted; 
Herman ASI-33 Arctic MK.I (L);Pistol;BLP;30.0;67;51;39.6; ;1460; ;150.00; ; ;56.4;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman ASI-33 Jungle (L);Pistol;BLP;25.0;58;59;39.6;1.656;1240;14.056;160.00; ;2.868;56.2;Yes;Crafted; 
Herman ASI-33 Jungle MK.I (L);Pistol;BLP;25.0;58;59;39.6; ;1240; ;160.00; ; ;56.2;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman ASI-37 (L);Pistol;BLP;30.0;71;51;41.9;1.949;1525;17.199;175.00; ;2.869;56.2;Yes;Crafted, Looted; 
Herman ASI-40 Smuggler;Pistol;BLP;33.0;72;56;46.7;2.561;1515;17.711;4800.00; ;2.825;53.1;Yes;Looted; 
Herman ASI-42 Desert (L);Pistol;BLP;35.0;77;51;45.5;2.259;1635;18.609;200.00; ;2.876;56.7;Yes;Crafted, Looted; 
Herman ASI-44 Arctic (L);Pistol;BLP;30.0;79;51;46.7;2.243;1685;19.093;205.00; ;2.876;56.7;Yes;Crafted, Looted; 
Herman ASI-44 Jungle (L);Pistol;BLP;25.0;69;60;48.0;2.277;1440;16.677;215.00;150.00%;2.876;56.7;Yes;Crafted, Looted; 
Herman ASI-48 Desert (L);Pistol;BLP;35.0;83;52;50.0;1.700;1840;20.100;210.00; ;2.870;56.3;Yes;Crafted; 
Herman ASI-50 Smuggler;Pistol;BLP;33.0;91;57;60.1;3.261;1910;22.361;7000.00; ;2.828;53.3;Yes;Looted; 
Herman ASI-53 Desert (L);Pistol;BLP;40.0;90;51;53.2;1.850;1975;21.600;215.00; ;2.896;58.2;Yes;Crafted; 
Herman ASI-58 Desert (L);Pistol;BLP;40.0;92;52;55.4;1.850;2030;22.150;220.00; ;2.887;57.5;Yes;Crafted; 
Herman ASI-63 (L);Pistol;BLP;30.0;90;52;54.2;2.569;1920;21.769;230.00; ;2.873;56.6;Yes;Crafted, Looted; 
Herman ASI-70 Desert (L);Pistol;BLP;35.0;96;52;57.8;2.879;2025;23.129;255.00; ;2.885;57.4;Yes;Crafted, Looted; 
Herman ASI-72 Arctic (L);Pistol;BLP;30.0;98;52;59.0;2.885;2070;23.585;260.00; ;2.888;57.6;Yes;Crafted, Looted; 
Herman ASI-72 Jungle (L);Pistol;BLP;25.0;85;61;60.1;2.899;1760;20.499;270.00; ;2.882;57.2;Yes;Crafted, Looted; 
Herman ASI-R;Pistol;BLP;38.5;5;80;4.6;0.100;115;1.250;4.00;66.00 PED;2.780;49.9;Yes;Old Time TT Arkadia; 
Herman ASI TEN Edition;Pistol;BLP;36.3;76;54;47.5;2.117;1600;18.117;190.00;14995.00 PED;2.915;59.7;Yes;Looted; 
Herman ASI Trainer (L);Pistol;BLP;30.0;2;48;1.1;0.003;16;0.163;0.75; ;8.528;61.5;Yes;Mission; 
Herman ASI Trainer MkI (L);Pistol;BLP;30.0;2;48;1.1;0.003;20;0.203;0.75; ;6.854;61.5;Yes;Mission; 
Herman CAP-0 (L);Pistol;Laser;30.0;8;46;4.3;0.106;185;1.956;5.00; ;2.843;54.3;Yes;Crafted; 
Herman CAP-4 Desert (L);Pistol;Laser;35.0;14;49;7.9;0.220;316;3.380;20.00; ;2.879;57.0;Yes;Crafted; 
Herman CAP-7 Arctic (L);Pistol;Laser;30.0;25;46;13.3;0.363;570;6.063;35.00;120.00%;2.866;56.0;Yes;Crafted; 
Herman CAP-7 Arctic MK.I (L);Pistol;Laser;30.0;25;46;13.3; ;570; ;35.00; ; ;56.0;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman CAP-7 Desert (L);Pistol;Laser;35.0;25;46;13.3;0.372;570;6.072;30.00; ;2.861;55.7;Yes;Crafted; 
Herman CAP-7 Desert MK.I (L);Pistol;Laser;35.0;25;46;13.3; ;570; ;30.00; ; ;55.7;Yes;A.N.U.B.I.S.;Skill Gain - Laser Weapons 10%
Herman CAP-7 Jungle (L);Pistol;Laser;25.0;20;54;12.5;0.365;450;4.865;40.00;120.00%;2.857;55.4;Yes;Crafted; 
Herman CAP-7 Jungle MK.I (L);Pistol;Laser;25.0;20;54;12.5; ;450; ;40.00; ; ;55.4;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman CAP-10 Smuggler;Pistol;Laser;33.0;24;51;14.2;0.528;540;5.928;590.00;115.00 PED;2.814;52.3;Yes;Looted; 
Herman CAP-12 (L);Pistol;Laser;30.0;35;47;19.1;0.694;780;8.494;60.00; ;2.864;55.9;Yes;Crafted; 
Herman CAP-20 Desert (L);Pistol;Laser;35.0;52;47;28.3;0.954;1165;12.604;85.00;118.00%;2.867;56.1;Yes;Crafted; 
Herman CAP-20 Desert MK.I (L);Pistol;Laser;35.0;52;47;28.3; ;1165; ;85.00; ; ;56.1;Yes;A.N.U.B.I.S.;Skill Gain - Laser Weapons 10%
Herman CAP-20 Smuggler;Pistol;Laser;33.0;49;51;28.9;1.184;1090;12.084;1500.00; ;2.818;52.6;Yes;Looted; 
Herman CAP-21 Jungle (L);Pistol;Laser;25.0;46;56;29.8;0.974;1020;11.174;100.00;118.00%;2.861;55.7;Yes;Crafted, Looted; 
Herman CAP-21 Jungle MK.I (L);Pistol;Laser;25.0;46;56;29.8; ;1020; ;100.00; ; ;55.7;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman CAP-22 Arctic (L);Pistol;Laser;30.0;54;47;29.4;0.929;1215;13.079;90.00;115.00%;2.869;56.3;Yes;Crafted; 
Herman CAP-22 Arctic MK.I (L);Pistol;Laser;30.0;54;47;29.4; ;1215; ;90.00; ; ;56.3;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman CAP-25 (L);Pistol;Laser;30.0;58;48;32.2;1.190;1280;13.990;110.00;128.00%;2.881;56.2;Yes;Crafted, Looted; 
Herman CAP-28 Arctic (L);Pistol;Laser;33.0;62;48;34.5;1.290;1364;14.930;120.00; ;2.886; ;Yes;Crafted; 
Herman CAP-30 Smuggler;Pistol;Laser;33.0;64;52;38.5;1.863;1390;15.763;2800.00; ;2.822;52.8;Yes;Looted; 
Herman CAP-32 Desert (L);Pistol;Laser;35.0;69;48;38.4;1.566;1515;16.716;135.00;121.00%;2.869;56.2;Yes;Crafted, Looted; 
Herman CAP-33 Arctic (L);Pistol;Laser;30.0;70;48;38.9;1.547;1540;16.947;145.00;124.78%;2.871;56.4;Yes;Crafted, Looted; 
Herman CAP-34 Jungle (L);Pistol;Laser;25.0;61;57;40.3;1.583;1320;14.783;150.00;118.00%;2.868;56.2;Yes;Crafted, Looted; 
Herman CAP-34 Jungle MK.I (L);Pistol;Laser;25.0;61;57;40.3; ;1320; ;150.00; ; ;56.2;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman CAP-35 (L);Pistol;Laser;30.0;58;48;32.2;1.256;1280;14.056;110.00;124.00%;2.868; ;Yes;Crafted; 
Herman CAP-37 (L);Pistol;Laser;30.0;74;50;42.9;1.876;1605;17.926;165.00;143.00%;2.869;56.2;Yes;Crafted; 
Herman CAP-40 Desert (L);Pistol;Laser;32.0;77;50;44.6;1.600;1695;18.550;175.00; ;2.885; ;Yes;Crafted; 
Herman CAP-40 Smuggler;Pistol;Laser;33.0;75;54;46.9;2.449;1600;18.449;4500.00; ;2.825;53.1;Yes;Looted; 
Herman CAP-43 Desert (L);Pistol;Laser;35.0;81;50;46.9;2.126;1745;19.576;185.00; ;2.876;56.7;Yes;Crafted; 
Herman CAP-44 Arctic (L);Pistol;Laser;30.0;83;50;48.1;2.110;1795;20.060;195.00;124.00%;2.876;56.7;Yes;Crafted, Looted; 
Herman CAP-45 Jungle (L);Pistol;Laser;25.0;72;58;48.4;2.152;1525;17.402;200.00; ;2.876;56.7;Yes;Crafted; 
Herman CAP-48 (L);Pistol;Laser;30.0;83;52;50.0;1.730;1830;20.030;205.00; ;2.880;57.0;Yes;Crafted; 
Herman CAP-50 Smuggler;Pistol;Laser;33.0;95;54;59.4;3.146;2020;23.346;6600.00; ;2.828;53.3;Yes;Looted; 
Herman CAP-52 (L);Pistol;Laser; ;88;52;53.0;1.850;1950;21.350;210.00; ;2.865;55.9;Yes;Crafted; 
Herman CAP-56 (L);Pistol;Laser;30.0;94;51;55.5;2.437;2030;22.737;220.00; ;2.873;56.6;Yes;Crafted, Looted; 
Herman CAP-62 Desert (L);Pistol;Laser;35.0;100;51;59.1;2.743;2135;24.093;240.00; ;2.885;57.4;Yes;Crafted, Looted; 
Herman CAP-64 Jungle (L);Pistol;Laser;25.0;88;59;60.1;2.772;1845;21.222;255.00; ;2.882;57.2;Yes;Crafted, Looted; 
Herman CAP-65 Arctic (L);Pistol;Laser;30.0;103;51;60.8;2.738;2205;24.788;245.00; ;2.888;57.6;Yes;Crafted; 
Herman CAP-R;Pistol;Laser;33.0;6;67;4.7;0.100;140;1.500;4.00; ;2.780;49.9;Yes;Old Time TT Arkadia; 
Herman CAP-TT (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00; ;2.896;58.2;Yes;TT Arkadia; 
Herman LAW-0 (L);Carbine;Laser;55.0;12;36;5.0;0.040;290;2.940;3.00; ;2.837;53.9;Yes;Crafted; 
Herman LAW-5 Arctic (L);Carbine;Laser;55.0;25;36;10.4;0.823;525;6.073;80.00; ;2.861;55.7;Yes;Crafted, Looted; 
Herman LAW-5 Arctic MK.I (L);Carbine;Laser;55.0;25;36;10.4; ;525; ;80.00; ; ;55.7;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman LAW-5 Desert (L);Carbine;Laser;65.0;24;36;10.0;0.783;505;5.833;60.00;107.68%;2.860;55.6;Yes;Crafted, Looted; 
Herman LAW-5 Desert MK.I (L);Carbine;Laser;65.0;24;36;10.0; ;505; ;60.00; ; ;55.6;Yes;A.N.U.B.I.S.;Skill Gain - Laser Weapons 10%
Herman LAW-6 Jungle (L);Carbine;Laser;45.0;21;44;10.7;0.901;420;5.101;90.00;150.00%;2.861;55.7;Yes;Crafted, Looted; 
Herman LAW-6 Jungle MK.I (L);Carbine;Laser;45.0;21;44;10.7; ;420; ;90.00; ; ;55.7;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman LAW-10 (L);Carbine;Laser;60.5;34;42;16.5;0.700;745;8.150;100.00;120.00%;2.899; ;Yes;Crafted; 
Herman LAW-10 Smuggler;Carbine;Laser;60.0;22;40;10.2;0.902;455;5.452;400.00; ;2.804;51.6;Yes;Looted; 
Herman LAW-13 (L);Carbine;Laser;55.0;48;37;20.6;1.367;1030;11.667;115.00;128.00%;2.859;55.5;Yes;Crafted, Looted; 
Herman LAW-16 Arctic (L);Carbine;Laser;60.5;57;37;24.4; ;1255; ;150.00; ; ;57.1;Yes;Crafted; 
Herman LAW-20 Smuggler;Carbine;Laser;60.0;62;41;29.4;2.544;1280;15.344;1200.00;7500.00 PED;2.808;51.9;Yes;Looted; 
Herman LAW-21 Desert (L);Carbine;Laser;65.0;67;37;28.7;2.152;1410;16.252;170.00; ;2.865;56.0;Yes;Crafted, Looted; 
Herman LAW-21 Desert MK.I (L);Rifle;Laser;65.0;67;37;28.7; ;1410; ;170.00; ; ;56.0;Yes;A.N.U.B.I.S.;Skill Gain - Laser Weapons 10%
Herman LAW-22 Arctic (L);Carbine;Laser;55.0;70;37;30.0;2.278;1470;16.978;200.00; ;2.865;56.0;Yes;Crafted, Looted; 
Herman LAW-22 Arctic MK.I (L);Rifle;Laser;55.0;70;37;30.0; ;1470; ;200.00; ; ;56.0;Yes;A.N.U.B.I.S.;Increased Critical Damage 10%
Herman LAW-23 Jungle (L);Carbine;Laser;45.0;59;45;30.8;2.368;1195;14.318;220.00;185.00%;2.864;55.9;Yes;Crafted, Looted; 
Herman LAW-23 Jungle MK.I (L);Rifle;Laser;45.0;59;45;30.8; ;1195; ;220.00; ; ;55.9;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman LAW-27 (L);Carbine;Laser;55.0;78;38;34.3;2.675;1625;18.925;215.00;121.71%;2.864;55.9;Yes;Crafted, Looted; 
Herman LAW-30 Smuggler;Carbine;Laser;60.0;85;42;41.4;3.757;1725;21.007;2400.00; ;2.812;52.2;Yes;Looted; 
Herman LAW-32 (L);Carbine;Laser;55.0;78; ; ;1.600;1705;18.650;220.00; ;2.907; ;Yes;Crafted; 
Herman LAW-37 Arctic (L);Carbine;Laser;60.5;89;40;41.2; ;1960; ;245.00; ; ; ;Yes;Crafted; 
Herman LAW-40 Smuggler;Carbine;Laser;60.0;101;43;50.3;4.681;2025;24.931;4000.00;43000.00 PED;2.816;52.4;Yes;Event; 
Herman LAW-42 Desert (L);Carbine;Laser;65.0;91;38;40.1;3.345;1870;22.045;260.00;107.00%;2.869;56.2;Yes;Crafted; 
Herman LAW-42 Desert MK.I (L);Rifle;Laser;65.0;91;38;40.1; ;1870; ;260.00; ; ;56.2;Yes;A.N.U.B.I.S.;Skill Gain - Laser Weapons 10%
Herman LAW-44 Arctic (L);Carbine;Laser;55.0;95;38;41.8;3.417;1960;23.017;290.00; ;2.869;56.2;Yes;Crafted, Looted; 
Herman LAW-46 Jungle (L);Carbine;Laser;45.0;80;46;42.6;3.486;1590;19.386;310.00; ;2.868;56.2;Yes;Crafted; 
Herman LAW-46 Jungle MK.I (L);Rifle;Laser;45.0;80;46;42.6; ;1590; ;310.00; ; ;56.2;Yes;A.N.U.B.I.S.;Focused Blow +1.0%
Herman LAW-50 (L);Carbine;Laser;55.0;100;39;45.2;3.731;2050;24.231;315.00;115.00%;2.868;56.2;Yes;Crafted, Looted; 
Herman LAW-50 Smuggler;Carbine;Laser;60.0;117;44;59.6;5.638;2320;28.838;6000.00; ;2.820;52.7;Yes;Event; 
Herman LAW-51 Jungle (L);Carbine;Laser;55.0;100;40;46.3;2.000;2210;24.100;330.00; ;2.884; ;Yes;Crafted; 
Herman LAW-56 Desert (L);Carbine;Laser;65.0;109;39;49.2;4.122;2225;26.372;340.00;150.00%;2.873;56.5;Yes;Crafted; 
Herman LAW-58 Arctic (L);Carbine;Laser;55.0;114;39;51.5;4.323;2325;27.573;370.00; ;2.873;56.6;Yes;Crafted; 
Herman LAW-60 Jungle (L);Carbine;Laser;45.0;96;47;52.3;4.375;1885;23.225;390.00; ;2.873;56.5;Yes;Crafted; 
Herman LAW-66 (L);Carbine;Laser;55.0;120;40;55.6;4.730;2430;29.030;415.00; ;2.873;56.5;Yes;Crafted, Looted; 
Herman LAW-71 Desert (L);Carbine;Laser;65.0;126;40;58.4;4.993;2545;30.443;410.00;150.00%;2.877;56.8;Yes;Crafted; 
Herman LAW-75 Arctic (L);Carbine;Laser;55.0;132;40;61.2;5.234;2665;31.884;440.00; ;2.877;56.9;Yes;Crafted, Looted; 
Herman LAW-77 Jungle (L);Carbine;Laser;45.0;112;48;62.3;5.361;2170;27.061;460.00; ;2.876;56.8;Yes;Crafted; 
Herman LAW-R;Carbine;Laser;49.5;8;40;3.7;0.100;190;2.000;2.50;300.00 PED;2.780;49.9;Yes;Old Time TT Arkadia; 
Herman LAW Trainer (L);Carbine;Laser;55.0;3;36;1.3;0.004;26;0.264;2.00; ;7.913;61.6;Yes;Mission; 
Herman LAW Trainer MkI (L);Rifle;Laser;55.0;3;36;1.3;0.452;26;0.712;1.00; ;2.928;61.6;Yes;Mission; 
Herman LAW-TT (L);Carbine;Laser;39.6;7;44;3.6;0.030;166;1.690;4.00;0.00%;2.879;57.0;Yes;TT Arkadia; 
Herman PF-TT (L);Melee;Power Fist;3.0;5;80;4.6;1.202;0;1.202;10.00;100.00%;2.891;57.9;Yes;TT Arkadia; 
Herman RAW-101;Carbine;Laser;93.5;67;26;20.2;1.639;1505;16.689;100.00; ;2.790;50.6;Yes;Looted; 
Herman RAW-202;Carbine;Laser;96.8;81;24;22.5;2.055;1815;20.205;120.00; ;2.786;50.3;Yes;Looted; 
Herman RAW-202 Smuggler;Carbine;Laser;96.8;78;28;25.3;2.352;1650;18.852;700.00; ;2.876;56.7;Yes;Looted; 
Herman RAW-303;Carbine;Laser;100.1;100;22;25.5;2.632;2235;24.982;140.00; ;2.782;50.0;Yes;Looted; 
Herman RAW-303 Smuggler;Carbine;Laser;100.1;100;26;30.1;3.277;2090;24.177;1500.00; ;2.875;56.7;Yes; ; 
Herman RAW-404;Carbine;Laser;103.4;118;20;27.3;3.119;2640;29.519;160.00;3800.00 PED;2.778;49.8;Yes;Looted; 
Herman RAW-404 Smuggler;Carbine;Laser;103.4;126;24;35.0;4.422;2605;30.472;2700.00; ;2.874;56.6;Yes; ; 
Herman RAW-505;Carbine;Laser;106.7;145;18;30.2;3.928;3240;36.328;180.00; ;2.774;49.5;Yes;Looted; 
Herman RAW-505 Smuggler;Carbine;Laser;106.7;158;22;40.3;6.442;3175;38.192;4300.00; ;2.875;56.7;Yes; ; 
Herman SIR-10;Rifle;BLP;92.4;58;30;20.2;1.948;1250;14.448;120.00; ;2.790;50.6;Yes;Looted; 
Herman SIR-10 Smuggler;Rifle;BLP;92.4;50;34;19.7;2.760;933;12.090;500.00; ;2.874;56.6;Yes;Looted; 
Herman SIR-20;Rifle;BLP;96.8;70;28;22.7;2.410;1510;17.510;140.00; ;2.778;50.3;Yes;Looted; 
Herman SIR-20 Smuggler;Rifle;BLP;96.8;67;32;24.8;3.057;1315;16.207;900.00; ;2.873;56.5;Yes;Looted; 
