Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Meckel & Loch ML-35, Adjusted;Rifle;BLP; ;140.0;3.8;81; ;44;1.4;41.3;5779.6;2.550;1690;19.450;230.00;6.90; ;1.0;8750;14.26;2.894;58.1;0;0;0;0;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);64;68;Ranged BLP (Dmg);64;68;Mission;;Planet Calypso; 
Meckel & Loch ML-35, Mentor Edition;Rifle;BLP; ;140.0;4;88;0;42;1.4;42.8;5993.7;4.300;1800;22.300;230.00;6.90; ;1.0;5189;15.61;2.743;47.4;0;0;8;80;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Mentoring;;Planet Calypso; 
Meckel & Loch ML-35, Modified;Rifle;BLP; ;145.0;4;99;0;39;1.5;44.7;6484.9;3.900;1900;22.900;7800.00;234.00; ;1.0;194000;14.88;3.005;66.6;0;0;9;90;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Meckel & Loch ML-35, SGA Edition;Rifle;BLP; ;140.0;3.8;84;0;38;1.6;37.0;5176.4;3.274;1700;20.274;230.00;6.90; ;1.0;6815;12.84;2.880;57.0;0;0;9;75;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;10.0.14;Planet Calypso; 
Meckel & Loch ML-35, TWEN Edition;Rifle;BLP; ;140.0;3.8;81; ;42;1.4;39.4;5516.9;2.295;1530;17.595;230.00;0.00; ;1.0;10022;12.32;3.199;77.0;0;0;8;73;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);35;45;Ranged BLP (Dmg);35;45;TWEN Token Trader;17.23.0;Planet Calypso; 
Meckel & Loch ML-45;Rifle;BLP; ;145.0;3.9;110;0;27;2.2;34.4;4988.4;5.000;2400;29.000;298.00;8.94;3000.00 PED;1.0;5782;13.05;2.636;40.5;0;0;11;99;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Meckel & Loch ML-45, Improved;Rifle;BLP; ;125.0;3.9;124;0;31;1.9;44.5;5565.8;5.000;2400;29.000;318.00;9.54; ;1.0;6170;14.98;2.972;64.0;0;0;16;108;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;12.5.7;Planet Calypso; 
Meckel & Loch ML-65 (L);Rifle;BLP; ;138.0;3.7;121; ;37;1.6;51.9;7156.5;2.360;2650;28.860;244.00;7.32; ;1.0;10029;17.80;2.914;59.6;0;0;22;99;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);74;79;Ranged BLP (Dmg);74;79;Looted;15.2.3;Planet Calypso; 
Meckel & Loch PSG-45 Sniper;Rifle;BLP; ;165.0;8.5;188;0;8;7.5;17.4;2874.5;44.000;400;48.000;585.00;17.55;60014.00 PED;1.0;1290;6.40;2.722;46.0;0;0;18;170;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Megingjord Turret Mk1 (C,L);Attached;BLP; ;1020.5;8.1;526;7.5; ; ; ; ;0.000;12927;129.270;37.00;1.11; ;1.0;-2147483648; ;2.828;53.3;0;0;66;287;0;173;0;0;0;Yes; ;BLP Pack; ; ; ;;0; ;Ranged BLP (Dmg);0; ;Crafted;11.5.0;Planet Calypso; 
Mez-1 EnergyGlove;Melee;Power Fist; ;3.0;0.5;15;0;61;1.0;10.6;31.8;5.311;0;5.311;35.00;1.05;230.00 PED;1.0;640;5.40;1.963;4.0;0;0;8;0;0;0;0;0;7;No;Melee Amp;; ; ; ;Brawler (Hit);0;100;Brawler (Dmg);0;100;Crafted;;Planet Calypso; 
Microdot Majere's BFK (L);Melee;Shortblades; ;5.0;0.3;39; ;60;1.0;27.1;135.5;9.520;0;9.520;162.00;4.86; ;1.0;1651;9.52;2.847;54.7;31;0;0;0;0;8;0;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);19; ;Knifefighter (Dmg);19; ;Looted;;Planet Calypso; 
Mir-1 EnergyGlove;Melee;Power Fist; ;3.0;0.5;4;0;92;0.7;4.3;12.8;1.480;0;1.480;14.00;0.42;300.00 PED;1.0;918;2.27;1.878;7.0;0;0;2;0;0;0;0;0;2;No;Melee Amp;; ; ; ;Brawler (Hit);0;100;Brawler (Dmg);0;100;Crafted;;Planet Calypso; 
Mir-2 EnergyGlove;Melee;Power Fist; ;3.0;0.5;5; ;92;0.7;5.3;16.0;1.960;0;1.960;17.50;0.525;300.00 PED;1.0;867;3.01;1.773;4.6;0;0;3;0;0;0;0;0;2;No;Melee Amp;; ; ; ;Brawler (Hit);0;100;Brawler (Dmg);0;100;Crafted;;Planet Calypso; 
Mirath Fatal Shot (L);Rifle;Laser; ;81.4;4.7;19; ;38;1.6;8.4;680.8;0.156;438;4.536;70.00;2.10;100.00%;1.0;43526;2.87;2.911;59.4;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);4; ;Ranged Laser (Dmg);4; ;Looted;;Planet Toulan; 
Mirath Long Shot (L);Rifle;Laser; ;77.0;4.7;14; ;38;1.6;6.2;474.5;0.156;323;3.386;70.00;2.10;117.43%;1.0;43526;2.14;2.874;56.6;0;0;0;3;0;11;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);3; ;Ranged Laser (Dmg);3; ;Looted;;Planet Toulan; 
Mirath Sharp Shot (L);Rifle;Laser; ;73.7;4.7;10; ;38;1.6;4.4;324.4;0.156;231;2.466;70.00;2.10;111.80%;1.0;43526;1.56;2.818;52.6;0;0;0;2;0;8;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);2; ;Ranged Laser (Dmg);2; ;Looted;;Planet Toulan; 
Modec VXT 100 (L);Carbine;Laser; ;77.0;2.1;5; ;62;1.0;3.6;276.5;0.030;118;1.210;0.96;0.0288; ;1.0;3104;1.25;2.872;56.5;0;0;2;2;0;1;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);2; ;Ranged Laser (Dmg);2; ;Looted;14.3.2;Monria; 
Modec VXT 300 (L);Carbine;Laser; ;86.9;2.1;31; ;55;1.1;19.7;1716.2;0.774;674;7.514;31.00;0.0013;131.75%;1.0;4005;6.89;2.867;56.1;0;0;6;14;0;11;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);12;17;Ranged Laser (Dmg);12;17;Crafted, Looted;;Monria; 
Modec VXT 700 (L);Carbine;Laser; ;83.6;2.1;31; ;56;1.1;20.1;1681.1;0.774;668;7.454;29.00;0.00;137.00%;1.0;3747;6.96;2.890;57.8;0;0;16;9;0;6;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);13;18;Ranged Laser (Dmg);13;18;Looted;14.3.3;Monria; 
Modec VXT 900 (L);Carbine;Laser; ;90.2;2.1;49; ;63;1.0;35.8;3225.3;1.568;1024;11.808;63.00;1.89; ;1.0;3898;12.40;2.884;57.3;0;0;23;12;0;14;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);29;34;Ranged Laser (Dmg);29;34;Looted;14.3.2;Monria; 
Monria Boxing Gloves 12oz Lightweight (F,L);Melee;Power Fist; ;4.0;0.4;6;0;72;0.8;5.0;20.0; ;0; ;15.00; ; ; ; ; ; ;61.0;0;2;4;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);2; ;Brawler (Dmg);2; ;Crafted;15.10.2;Monria; 
Monria Boxing Gloves 12oz Lightweight (M,L);Melee;Power Fist; ;4.0;0.4;6; ;72;0.8;5.0;20.0; ;0; ;15.00;0.45; ; ; ; ; ;61.0;0;2;4;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);2; ;Brawler (Dmg);2; ;Crafted;15.10.2;Monria; 
Monria Boxing Gloves 18oz Lightweight (F,L);Melee;Power Fist; ;4.0;0.5;9;0;48;1.3;5.0;20.0; ;0; ;22.50; ; ; ; ; ; ;61.0;0;3;6;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);2; ;Brawler (Dmg);2; ;Crafted;15.10.2;Monria; 
Monria Boxing Gloves 18oz Lightweight (M,L);Melee;Power Fist; ;4.0;0.5;9;0;48;1.3;5.0;20.0; ;0; ;22.50; ; ; ; ; ; ;61.0;0;3;6;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit); ; ;Brawler (Dmg);2; ;Crafted;15.10.2;Monria; 
Monria Boxing Gloves 36oz Middleweight (F,L);Melee;Power Fist; ;4.0;0.8;18;0;72;0.8;15.0;60.0; ;0; ;45.00; ; ; ; ; ; ;61.0;0;6;12;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.4;Monria; 
Monria Boxing Gloves 36oz Middleweight (M,L);Melee;Power Fist; ;4.0;0.8;18;0;72;0.8;15.0;60.0; ;0; ;45.00; ; ; ; ; ; ;61.0;0;6;12;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.3;Monria; 
Monria Boxing Gloves 54oz Middleweight (F,L);Melee;Power Fist; ;4.0;1;27;0;48;1.3;15.0;60.0; ;0; ;67.50; ; ; ; ; ; ;61.0;0;9;18;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.3;Monria; 
Monria Boxing Gloves 54oz Middleweight (M,L);Melee;Power Fist; ;4.0;1;27;0;48;1.3;15.0;60.0; ;0; ;67.50; ; ; ; ; ; ;61.0;0;9;18;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.3;Monria; 
Monria Boxing Gloves 70oz Heavyweight (F,L);Melee;Power Fist; ;4.0;1;30;0;72;0.8;25.0;100.1; ;0; ;75.00; ; ; ; ; ; ;61.0;0;10;20;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.3;Monria; 
Monria Boxing Gloves 70oz Heavyweight (M,L);Melee;Power Fist; ;4.0;1;30;0;72;0.8;25.0;100.1; ;0; ;75.00; ; ; ; ; ; ;61.0;0;10;20;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.10.3;Monria; 
Monria Boxing Gloves 90oz Heavyweight (F,L);Melee;Power Fist; ;4.0;1;45;0;48;1.3;25.0;100.1; ;0; ;112.50; ; ; ; ; ; ;61.0;0;15;30;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.14.1;Monria; 
Monria Boxing Gloves 90oz Heavyweight (M,L);Melee;Power Fist; ;4.0;1;45;0;48;1.3;25.0;100.1; ;0; ;112.50; ; ; ; ; ; ;61.0;0;15;30;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);9; ;Brawler (Dmg);9; ;Crafted;15.12.0;Monria; 
Montgomery Anabolic;Carbine;Laser; ;57.2;4.2;47; ;37;1.6;20.1;1152.2;1.285;1000;11.285;4160.00;124.80;1800.00 PED;1.0;314024;6.96;2.895;58.1;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;15;Ranged Laser (Dmg);10;15;Crafted;;Planet Calypso; 
Montgomery Anabolic (L);Carbine;Laser; ;57.2;4.2;47;0;37;1.6;20.1;1152.2;1.160;1000;11.160;198.00;5.94; ;1.0;16557;6.88;2.927;60.6;0;0;0;4;0;43;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);10;15;Ranged Laser (Dmg);10;15;Crafted;;Planet Calypso; 
Montgomery Anabolic (L) Adapted;Carbine;Laser; ;66.0;4;62;0;50;1.2;35.9;2369.9;1.482;1300;14.482;893.00;26.79; ;1.0;58449;12.07;2.975;64.3;0;0;0;6;0;56;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);15.2;20;Ranged Laser (Dmg);15.2;20;Crafted;;Planet Calypso; 
Montgomery Diabolic;Carbine;Laser; ;63.8;4.4;57;0;43;1.4;28.4;1811.3;1.621;1200;13.621;5110.00;153.30;12000.00 PED;1.0;305781;9.76;2.908;59.2;0;0;0;5;0;52;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);12; ;Ranged Laser (Dmg);12; ;Crafted;9.4.2;Planet Calypso; 
Montgomery Diabolic (L);Carbine;Laser; ;63.8;4.4;57;0;43;1.4;28.4;1811.3;1.470;1200;13.470;245.00;7.35; ;1.0;16167;9.65;2.941; ;0;0;0;5;0;52;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);12; ;Ranged Laser (Dmg);12; ;Crafted;;Planet Calypso; 
Moonshine PBP-32 (L);Pistol;BLP; ;33.0;1;39;0;85;0.7;38.4;1267.2; ;905; ;39.00;1.17; ; ; ; ; ;56.7;0;0;19;20;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);32; ;Ranged BLP (Dmg);32; ;Looted;Planet Arkadia 2016.1.1;Planet Arkadia;Skill Gain - BLP Weapons 1%
Moonshine PBP-62 (L);Pistol;BLP; ;35.2;1;68;0;74;0.8;58.3;2051.7;1.666;1477;16.436;181.00;5.43; ;1.0;10539;20.27;2.875;56.8;0;0;26;42;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);62; ;Ranged BLP (Dmg);62; ;Looted;Planet Arkadia 2016.1.1;Planet Arkadia;Skill Gain - BLP Weapons 2%
Moonshine PBR-32 (L);Rifle;BLP; ;55.0;1.4;61;0;55;1.1;38.9;2137.4;0.590;1415;14.740;61.10;1.833; ;1.0;10046;13.51;2.876;56.7;0;0;19;42;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);32; ;Ranged BLP (Dmg);32; ;Looted;Planet Arkadia 2016.1.1;Planet Arkadia;Skill Gain - BLP Weapons 1%
Moonshine PBR-62 (L);Rifle;BLP; ;65.0;1.4;90;0;56;1.1;58.4;3794.7; ;1954; ;307.00;9.21; ; ; ; ; ;56.8;0;0;30;60;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);62; ;Ranged BLP (Dmg);62; ;Looted;;Planet Arkadia;Skill Gain - BLP Weapons 2%
Moonshine PLP-32 (L);Pistol;Laser; ;35.2;1;45; ;74;0.8;38.6;1357.8;0.434;1044;10.874;45.00;1.35; ;1.0;10058;13.41;2.876;56.7;0;0;0;22;0;23;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);32; ;Ranged Laser (Dmg);32; ;Looted;Planet Arkadia 2016.1;Planet Arkadia;Skill Gain - Laser Weapons 1%
Moonshine PLP-62 (L);Pistol;Laser; ;34.0;1;72;0;71;0.8;59.2;2013.3;1.790;1561;17.400;182.50;5.475; ;1.0;9890;20.59;2.876;56.7;0;0;0;28;0;44;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);62; ;Ranged Laser (Dmg);62; ;Looted;;Planet Arkadia;Skill Gain - Laser Weapons 2%
Moonshine PLR-32 (L);Rifle;Laser; ;57.2;1.6;74;0;45;1.3;38.6;2206.3; ;1716; ;75.00; ; ; ; ; ; ;56.7;0;0;0;23;0;51;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);32; ;Ranged Laser (Dmg);32; ;Looted;Planet Arkadia 2016.1.1;Planet Arkadia;Skill Gain - Laser Weapons 1%
Moonshine PLR-62 (L);Rifle;Laser; ;72.2;1.6;116;0;44;1.4;59.1;4268.6; ;2516; ;456.00;13.68; ; ; ; ; ;56.7;0;0;0;36;0;80;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);62; ;Ranged Laser (Dmg);62; ;Looted;15.8.3;Planet Arkadia;Skill Gain - Laser Weapons 2%
Mothership Gun Turret (L);Attached;Laser; ;87.0; ;350; ;1.57;38.2;6.4;553.8;0.000;10000;100.000; ; ; ;1.0;-2147483648;2.62;2.433;53.7;0;0;0;0;0;0;0;0;0; ; ;Weapon Cells; ; ; ;;1;1;;1;1; ;; ; 
M-Ray 1000 Laser Pistol;Pistol;Laser; ;25.3;0.5;9; ;42;1.4;4.4;110.8;0.070;210;2.170;17.30;0.519; ;1.0;23973;1.52;2.882;57.2;0;0;0;0;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);4; ;Ranged Laser (Dmg);4; ;Crafted;12.4.1;ROCKtropia; 
M-Ray 1000 Laser Pistol (L);Pistol;Laser; ;25.3;0.5;9; ;42;1.4;4.4;110.8; ;210; ;17.30; ; ; ; ; ; ;57.2;0;0;0;0;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);4; ;Ranged Laser (Dmg);4; ;Crafted;12.4.1;ROCKtropia; 
M-Ray 2000 Laser Pistol (L);Pistol;Laser; ;29.0;0.5;11; ;51;1.2;6.5;188.4; ;250; ;29.75; ; ; ; ; ; ;59.0;0;0;0;0;0;11;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);2.5; ;Ranged Laser (Dmg);2.5; ;Crafted;12.4.1;ROCKtropia; 
MRL AV30 (L);Attached;Rocket; ;130.0;5.5;129; ;17;3.5;25.4;3302.3;5.500;2600;31.500;72.10;2.163; ;1.0;1272;8.93;2.846;54.4;0;0;29;0;92;8;0;0;0;Yes; ;Explosive Projectiles; ; ; ;Mounted Grenadier (Hit);0; ;Grenadier (Dmg);0; ;Crafted;11.2.1; ; 
Mux-1 EnergyGlove;Melee;Power Fist; ;3.0;0.5;6;0;92;0.7;6.4;19.2;2.584;0;2.584;19.95;0.5985;320.00 PED;1.0;749;3.96;1.614;3.0;0;0;3;0;0;0;0;0;3;No;Melee Amp;; ; ; ;Brawler (Hit);0;100;Brawler (Dmg);0;100;Crafted;;Planet Calypso; 
Mux-2 EnergyGlove;Melee;Power Fist; ;3.0;0.5;8;0;79;0.8;7.3;22.0;3.878;0;3.878;27.50;0.825;5.00 PED;1.0;688;5.11;1.434;0.2;0;0;4;0;0;0;0;0;4;No;Melee Amp;; ; ; ;Brawler (Hit);0;100;Brawler (Dmg);0;100;Crafted;;Planet Calypso; 
Naglfar Anti Air Cannon Mk1 (L);Attached;BLP; ;160.0;7.1;164;0; ; ; ; ;0.000;4027;40.270;29.00;0.87; ;1.0;-2147483648; ;2.830;53.4;0;0;38;126;0;0;0;0;0;Yes; ;BLP Pack; ; ; ;;0; ;Ranged BLP (Dmg);0; ;Crafted;11.5.1;Planet Calypso; 
Naglfar Turret Mk. 1 (C,L);Attached;Rocket; ;1029.3;9.9;372;10; ; ; ; ;0.000;9143;91.430;31.00;0.93; ;1.0;-2147483648; ;2.828;53.3;0;0;46;203;123;0;0;0;0;Yes; ;Explosive Projectiles; ; ; ;Mounted Grenadier (Hit);0; ;Grenadier (Dmg);0; ;Crafted;11.5.1;Planet Calypso; 
Nano Dai-Katana (L);Melee;Longblades; ;5.0;1.9;71;0;57;1.1;46.9;234.4;17.000;0;17.000;356.00;10.68; ;1.0;2032;16.15;2.903;59.7;0;71;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);19;24;Swordsman (Dmg);19;24;Crafted;;Planet Calypso; 
Nano Dai-Katana, SGA Edition;Melee;Longblades; ;5.0;1.9;71; ;57;1.1;46.9;234.4;17.207;0;17.207;356.00;10.68; ;1.0;2007;16.35;2.868;56.1;0;71;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);19;24;Swordsman (Dmg);19;24;Crafted;;Planet Calypso; 
Nano Katana;Melee;Longblades; ;5.0;1.9;64; ;55;1.1;40.8;203.9;15.225;0;15.225;7328.00;219.84; ;1.0;46688;13.96;2.922;60.1;0;64;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);18;23;Swordsman (Dmg);18;23;Crafted;9.2.3;Planet Calypso; 
Nano Katana (L);Melee;Longblades; ;5.0;1.9;64;0;55;1.1;40.8;203.9;15.000;0;15.000;302.00;9.06; ;1.0;1953;13.75;2.965;63.9;0;64;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);18;23;Swordsman (Dmg);18;23;Crafted;;Planet Calypso; 
Newlander Knife (L);Melee;Shortblades; ;4.0;0.1;24;0;44;1.4;12.2;48.9; ;0; ;11.00; ; ; ; ; ; ;56.7;12;12;0;0;0;0;0;0;0;Yes;No;; ; ; ;Knifefighter (Hit);5.3; ;Knifefighter (Dmg);5.3; ;Crafted;12.4.3;Next Island; 
NI Basic Longblade (L);Melee;Longblades; ;7.0;1.4;11;0;33;1.8;4.2;29.4; ;0; ;15.00; ; ; ; ; ; ;57.4;2;6;0;0;0;3;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);0; ;Swordsman (Dmg);0; ;TT SI;15.0;Secret Island; 
NIP;Pistol;Laser; ;55.0;1.5;8;0;44;1.4;4.1;224.3;0.020;200;2.020;3.80;0.00; ;1.0;19000;1.48;2.752;48.0;0;0;0;0;0;8;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);0; ;Ranged Laser (Dmg);0; ;Mission;12.4.2;Next Island; 
NIP P1 (L);Pistol;Laser; ;55.0;1.6;18;0;48;1.3;10.0;550.4;2.038;250;4.538;12.00;0.36; ;1.0;572;3.63;2.757;48.3;0;0;3;0;0;12;0;1;2;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);4; ;Ranged Laser (Dmg);4; ;Crafted;12.4.3;Next Island; 
NIP P2 (L);Pistol;Laser; ;55.0;1.8;27; ;51;1.2;16.0;877.3;3.800;300;6.800;27.00; ; ;1.0;711;5.78;2.760;48.8;0;0;5;0;0;16;0;1;5;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);7.3; ;Ranged Laser (Dmg);7.3; ;Crafted;12.4.3;Next Island; 
NIP P3 (L);Pistol;Laser; ;55.0;1.8;40;0;56;1.1;25.9;1427.1; ;350; ;70.00; ; ; ; ; ; ;49.7;0;0;7;0;0;22;0;2;9;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);13.9; ;Ranged Laser (Dmg);13.9; ;Crafted;12.4.3;Next Island; 
NIP P4 (L);Pistol;Laser; ;55.0;1.9;47; ;61;1.0;33.2;1826.5; ;400; ;104.00; ; ; ; ; ; ;50.4;0;0;9;0;0;25;3;0;10;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);19.8; ;Ranged Laser (Dmg);19.8; ;Crafted;12.5.5;Next Island; 
NIP P5 (L);Pistol;Laser; ;55.0;2;68;0;67;0.9;52.8;2902.6;12.666;450;17.166;150.00;4.50; ;1.0;1149;19.17;2.753;51.3;0;0;11;0;0;41;0;4;12;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);40.1; ;Ranged Laser (Dmg);40.1; ;Crafted;12.5.1;Next Island; 
Noob Club (L);Melee;Clubs; ;9.0;0.1;6;0;33;1.8;2.3;20.6;1.451;0;1.451;5.00;0.15;0.00%;1.0;335;0.80;2.874;56.6;0;0;6;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);0; ;One Handed Clubber (Dmg);0; ;Looted;11.5.2;Next Island; 
Nuskha Contribution (L);Melee;Longblades; ;9.0;11;30;0;41;1.5;14.2;128.2; ;0; ;260.00;0.00; ; ; ; ; ;58.5;0;24;6;0;0;0;0;0;0;Yes;Melee;; ; ; ;Swordsman (Hit);8;10;Swordsman (Dmg);8;10;Looted;17.3.0;Planet Toulan; 
Odin;Carbine;Laser; ;55.0;3.8;49; ;51;1.2;28.9;1592.1;2.380;1000;12.380;155.00;4.65; ;1.0;6318;10.52;2.751;47.6;0;0;0;4;0;45;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Crafted;;Planet Calypso; 
Old Jack's Nimble HK (L);Rifle;Laser; ;71.5;2.5;50; ;56;1.1;32.4;2319.0;1.200;1100;12.200;100.00; ; ;1.0;8334;11.39;2.848;54.7;0;0;20;20;0;10;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);22;26;Ranged Laser (Dmg);22;26;Looted;12.6.4;Planet Cyrene; 
Old Pirates Pistol (L);Pistol;BLP; ;18.7;2;13;0;70;0.9;10.5;197.1; ;284; ;25.50;0.765; ; ; ; ; ;56.3;0;0;5;8;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);4; ;Ranged BLP (Dmg);4; ;Looted;15.4;Secret Island; 
Omegaton ASG-1 Pig;Rifle;BLP; ;15.4;2.3;82;0;26;2.3;24.7;380.3;3.110;1700;20.110;165.00;4.95; ;1.0;5147;8.71;2.834;53.6;0;0;8;74;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Omegaton ASG-2 Swine Deluxe;Rifle;BLP; ;19.8;4.5;123;0;41;1.5;58.4;1156.6;20.811;2400;44.811;223.00;0.00;15000.00 PED;1.0;1072;30.62;1.908;7.8;0;0;12;111;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
Omegaton ASG-2 Swine Deluxe, TWEN Edition;Rifle;BLP; ;25.0;4.5;220; ;44;1.4;112.1;2803.2;4.000;4300;47.000;500.00;0.00; ;1.0;12500;34.47;3.253;57.8;0;0;0;175;45;0;0;0;0;Yes;BLP Amp;Universal Ammo; ; ; ;BLP Sniper (Hit);180;190;Ranged BLP (Dmg);180;190;TWEN Token Trader;17.22.0; ; 
Omegaton ASG-3 Warthog;Rifle;BLP; ;16.5;3.3;94;0;32;1.9;34.8;574.9;5.020;1800;23.020;678.00;20.34;1400.00 PED;1.0;13101;12.28;2.838;45.4;0;0;9;85;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Planet Calypso; 
