Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Bird Of Prey Jareh (L);Melee;Longblades; ;9.0;4.5;49;0;44;1.4;25.0;224.8; ;0; ;80.00;0.00; ; ; ; ; ;56.8;23;26;0;0;0;0;0;0;0;Yes;Melee;; ; ; ;Swordsman (Hit);17;20;Swordsman (Dmg);17;20;Crafted;17.5.1;Planet Toulan; 
BirdOfPrey Kaser (L);Melee;Longblades; ;9.0;4.5;67;0;44;1.4;34.1;307.3; ;0; ;95.00;2.85; ; ; ; ; ;56.8;32;35;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);27; ;Swordsman (Dmg);27; ;Crafted;Planet Toulan 2015.4;Planet Toulan; 
BirdOfPrey Tayer (L);Melee;Longblades; ;9.0;4.5;79;0;44;1.4;40.3;362.4; ;0; ;110.00;3.30; ; ; ; ; ;56.8;33;46;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);35; ;Swordsman (Dmg);35; ;Crafted;15.15.4;Planet Toulan; 
Blood Red Star Stunna (L);Rifle;BLP; ;22.0;9;22; ;83;0.7;21.2;465.3; ;429; ;25.00;0.75; ; ; ; ; ;57.8;0;0;0;0;0;22;0;0;0;Yes; ;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Token Trader;;The Hub;Deceleration 100% duration 0.3s
Blood Red Sticky Laucher (L);Support;Grenade; ;131.9;7;35;9;37;1.6;15.0;1978.6; ;742; ;25.00;0.75; ; ; ; ; ;57.7;0;0;0;5;25;5;0;0;0;Yes; ;Explosive Projectiles; ; ; ;Grenadier (Hit);10; ;Grenadier (Dmg);10; ;Token Trader;;The Hub;34% Deceleration on hit
Blood Red Turrelion Spec Flamebather (L);Flamethrower;BLP; ;16.5;3;44; ;83;0.7;42.3;698.0; ;958; ;25.00;0.75; ; ; ; ; ;57.8;0;0;0;0;0;44;0;0;0;Yes; ;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Token Trader;;The Hub;Burn 75% of Damage 3.0sec
Blood Red Xent Tech Freeze Ray (L);Rifle;BLP; ;71.5;3;58; ;22;2.7;14.8;1056.8; ;1295; ;25.00;0.75; ; ; ; ; ;57.8;0;0;0;0;0;0;58;0;0;Yes; ;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Token Trader;;The Hub;50% Deceleration on hit 4.5sec
Bloodstained Axe 10 (L);Melee;Clubs; ;8.0;6;35; ;41;1.5;16.6;133.0; ;0; ;87.00;2.61; ; ; ; ; ;59.9;0;0;34;1;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);10; ;One Handed Clubber (Dmg);10; ;Looted;;Planet Arkadia; 
Bloodstained Axe 17 (L);Melee;Clubs; ;8.0;6;50; ;41;1.5;23.7;190.0; ;0; ;124.00;3.72; ; ; ; ; ;60.0;0;0;49;1;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);17; ;One Handed Clubber (Dmg);17; ;Looted;;Planet Arkadia; 
Bloodstained Axe 24 (L);Melee;Clubs; ;8.0;6;64; ;41;1.5;30.4;243.2;15.364;0;15.364;159.00;4.77; ;1.0;1004;10.50;2.895;60.0;0;0;62;2;0;0;0;0;0;Yes;Melee Amp;; ; ; ;One Handed Clubber (Hit);24;29;One Handed Clubber (Dmg);24;29;Looted;;Planet Arkadia; 
Bloodstained Axe 30 (L);Melee;Clubs; ;8.0;6;76;0;41;1.5;36.1;288.7; ;0; ;375.00;11.25; ; ; ; ; ;60.0;0;0;74;2;0;0;0;0;0;Yes; ;; ; ; ;Two Handed Clubber (Hit);30; ;One Handed Clubber (Dmg);30; ;Looted;15.1.2;Planet Arkadia; 
Bloodstained Axe 35 (L);Melee;Clubs; ;8.0; ;83;0;40;1.5;38.5;307.7; ;0; ;408.00;12.24; ; ; ; ; ;60.1;0;0;66;17;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);35; ;One Handed Clubber (Dmg);38; ;Looted;;Planet Arkadia; 
Bloodstained Axe 40 (L);Melee;Clubs; ;8.0;6;87;0;43;1.4;43.3;346.7; ;0; ;428.00;0.00; ; ; ; ; ;60.1;0;0;69;18;0;0;0;0;0;Yes;Melee;; ; ; ;Two Handed Clubber (Hit);40;45;One Handed Clubber (Dmg);40;45;Looted;;Planet Arkadia; 
Bloodstained Axe 45 (L);Melee;Clubs; ;8.0;6;95; ;43;1.4;47.3;378.5;22.608;0;22.608;468.00; ; ;1.0;2071;16.20;2.920;60.1;0;0;75;20;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);45; ;One Handed Clubber (Dmg);45; ;Looted;;Planet Arkadia; 
Bloodstained Axe 50 (L);Melee;Clubs; ;8.0;6;101; ;43;1.4;50.3;402.5;24.000;0;24.000;595.00; ; ;1.0;2480;17.20;2.925;60.1;0;0;80;21;0;0;0;0;0;Yes; ;; ; ; ;One Handed Clubber (Hit);50; ;One Handed Clubber (Dmg);50; ;Looted;Planet Arkadia 2014.4;Planet Arkadia; 
Bloodstained Axe 55 (L);Melee;Clubs; ;8.0;6;106; ;43;1.4;52.8;422.4; ; ; ;624.00;18.72; ; ; ; ; ;60.2;0;0;84;22;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Two Handed Clubber (Hit);55; ;One Handed Clubber (Dmg);55; ;Looted;;Planet Arkadia; 
Bloodstained Axe 60 (L);Melee;Clubs; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Looted;;Planet Arkadia; 
Boxing Glove (L);Melee;Power Fist; ;3.0;0.3;5; ;80;0.8;4.6;13.9;1.202;0;1.202;10.00;0.30; ;1.0;807;1.60;2.891;57.9;0;1;2;0;0;0;0;0;2;Yes;Melee Amp;; ; ; ;Brawler (Hit);0; ;Brawler (Dmg);0; ;TT RT;15.0;ROCKtropia; 
Breer H31a (L);Pistol;Laser; ;33.0;0.5;50; ;66;0.9;38.2;1261.4;2.225;1000;12.225;160.00;4.80;130.00%;1.0;6976;13.45;2.843;54.3;0;0;0;0;0;50;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);31; ;Ranged Laser (Dmg);31; ;Crafted;;Planet Calypso; 
Breer L20c (L);Carbine;Laser; ;51.7;2.1;60; ;41;1.5;28.5;1473.2;2.715;1193;14.645;175.00;5.25; ;1.0;6253;10.01;2.847;54.7;0;0;0;10;0;50;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);20;25;Ranged Laser (Dmg);20;25;Crafted;14.2.1;Planet Calypso; 
Breer L72c (L);Carbine;Laser; ; ;2.1;93; ;60;1.0;64.6; ; ;1943; ;250.00;7.50; ; ; ; ; ; ;0;0;0;25;0;68;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);72; ;Ranged Laser (Dmg);72; ;Crafted;14.9;Planet Calypso; 
Breer M1a;Carbine;Laser; ;59.4;2.1;14;0;32;1.9;5.2;308.2;0.484;300;3.484;556.00;16.68; ;1.0;111430;1.86;2.793;50.8;0;0;0;0;0;14;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0.9;7;Ranged Laser (Dmg);0.9;6.9;Crafted;;Planet Calypso; 
Breer M1a (L);Carbine;Laser; ;59.4;2.1;14;0;32;1.9;5.2;308.2;0.426;300;3.426;22.30;0.669; ;1.0;5078;1.83;2.840;54.3;0;0;0;0;0;14;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0.9;7;Ranged Laser (Dmg);0.9;6.9;Crafted;;Planet Calypso; 
Breer M2a;Carbine;Laser; ;60.5;1.9;19;0;34;1.8;7.5;452.7;0.679;400;4.679;1696.00;50.88; ;1.0;242286;2.65;2.822;52.9;0;0;0;0;0;19;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);3.8;8.1;Ranged Laser (Dmg);3.8;8.1;Crafted;9.2.3;Planet Calypso; 
Breer M2a (L);Carbine;Laser; ;60.5;1.9;19;0;34;1.8;7.5;452.7;0.598;400;4.598;39.00;1.17; ;1.0;6327;2.61;2.872;56.5;0;0;0;0;0;19;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);3.8;8.1;Ranged Laser (Dmg);3.8;8.1;Crafted;;Planet Calypso; 
Breer M3a;Carbine;Laser; ;62.7;1;20;0;33;1.8;7.6;479.3;0.930;400;4.930;2418.00;72.54;1050.00 PED;1.0;252200;2.71;2.819;52.7;0;0;0;0;0;20;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);5.6;9.5;Ranged Laser (Dmg);5.6;9.5;Crafted;;Planet Calypso; 
Breer M3a (L);Carbine;Laser; ;62.7;1;20;0;33;1.8;7.6;479.3;0.845;400;4.845;43.50;1.305; ;1.0;4994;2.66;2.869;56.2;0;0;0;0;0;20;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);5.6;9.5;Ranged Laser (Dmg);5.6;9.5;Crafted;;Planet Calypso; 
Breer M4a;Carbine;Laser; ;61.6;1.6;37;0;37;1.6;15.9;976.8;2.198;700;9.198;5110.00;153.30; ;1.0;225510;5.67;2.796;51.0;0;0;0;0;0;37;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);12.4;15.4;Ranged Laser (Dmg);12.4;15.1;Crafted;9.2.3;Planet Calypso; 
Breer M4a (L);Carbine;Laser; ;61.6;1.6;37;0;37;1.6;15.9;976.8;2.038;700;9.038;175.60;5.268; ;1.0;8358;5.57;2.845;54.5;0;0;0;0;0;37;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);12.4;15.4;Ranged Laser (Dmg);12.4;15.1;Crafted;;Planet Calypso; 
Breer P1a;Pistol;Laser; ;22.0;0.5;9;0;37;1.6;3.9;84.9;0.289;200;2.289;556.00;16.68; ;1.0;186616;1.41;2.733;47.5;0;0;0;0;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);0.9;6.9;Ranged Laser (Dmg);0.9;6.9;Crafted;;Planet Calypso; 
Breer P1a (L);Pistol;Laser; ;22.0;0.5;9;0;37;1.6;3.9;84.9;0.235;200;2.235;17.30;0.519; ;1.0;7141;1.38;2.799;51.2;0;0;0;0;0;9;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);0.9;6.9;Ranged Laser (Dmg);0.9;6.9;Crafted;;Planet Calypso; 
Breer P2a;Pistol;Laser; ;26.4;0.5;11;0;47;1.3;6.0;158.1;0.705;200;2.705;1696.00;50.88; ;1.0;233351;2.12;2.826;53.2;0;0;0;0;0;11;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);3.8;8.8;Ranged Laser (Dmg);3.8;8.8;Crafted;9.3.5;Planet Calypso; 
Breer P2a (L);Pistol;Laser; ;26.4;0.5;11;0;47;1.3;6.0;158.1;0.653;200;2.653;29.75;0.8925; ;1.0;4420;2.08;2.882;57.2;0;0;0;0;0;11;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);3.8;8.1;Ranged Laser (Dmg);3.8;8.1;Crafted;;Planet Calypso; 
Breer P3a;Pistol;Laser; ;24.2;0.5;16;0;41;1.5;7.6;183.9;0.988;300;3.988;2576.00;77.28;250.00 PED;1.0;252907;2.73;2.788;52.9;0;0;0;0;0;16;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);6;12;Ranged Laser (Dmg);6;12;Crafted;;Planet Calypso; 
Breer P3a (L);Pistol;Laser; ;24.2;0.5;16;0;41;1.5;7.6;183.9;0.862;300;3.862;48.90;1.467; ;1.0;5503;2.64;2.879;56.9;0;0;0;0;0;16;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);6;10;Ranged Laser (Dmg);6;10;Crafted;;Planet Calypso; 
Breer P4a;Pistol;Laser; ;25.3;0.8;28;0;48;1.3;15.6;393.9;1.005;600;7.005;4596.00;137.88; ;1.0;443595;5.60;2.778;52.8;0;0;0;2;0;26;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);11.1; ;Ranged Laser (Dmg);11.1; ;Crafted;;Planet Calypso; 
Breer P4a (L);Pistol;Laser; ;25.3;0.8;28;0;48;1.3;15.6;393.9;0.766;600;6.766;188.00;5.64; ;1.0;23807;5.41;2.876;56.8;0;0;0;2;0;26;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);11.1;12.9;Ranged Laser (Dmg);11.1;12.9;Crafted;;Planet Calypso; 
Breer P5a;Pistol;Laser; ;33.0;0.8;41; ;52;1.2;24.7;815.0;1.120;900;10.120;6536.00;196.08; ;1.0;566065;8.77;2.816;52.1;0;0;0;4;0;37;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);16;21;Ranged Laser (Dmg);16;21;Crafted;9.2.4;Planet Calypso; 
Breer P5a (L);Pistol;Laser; ;33.0;0.8;41;0;52;1.2;24.7;815.0;0.938;900;9.938;222.10;6.663;113.00%;1.0;22968;8.61;2.867;56.1;0;0;0;4;0;37;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);16;21;Ranged Laser (Dmg);16;21;Crafted;;Planet Calypso; 
Brutal Road Crew Axe (L);Melee;Axes; ;5.0;3.5;18;0;40;1.5;8.3;41.7;4.260;0;4.260;42.00;1.26;278.00%;1.0;957;2.84;2.937;61.4;0;5;4;0;0;0;0;0;9;Yes;Melee Amp;; ; ; ;Swordsman (Hit);3; ;Swordsman (Dmg);3; ;Looted;11.0.0;ROCKtropia; 
Brutal Road Crew Axe (L) Classic;Melee;Axes; ;6.0;0.9;18;0;42;1.4;8.8;52.5; ;0; ;83.00;2.49; ; ; ; ; ;65.2;0;5;4;0;0;0;0;0;9;Yes;Melee Amp;; ; ; ;Swordsman (Hit);2; ;Swordsman (Dmg);2; ;Looted;;ROCKtropia; 
Brutal Road Crew Axe (L) Custom;Melee;Axes; ;6.0;1;18;0;43;1.4;9.0;53.8;4.205;0;4.205;63.00;1.89;2721.00%;1.0;1454;3.01;2.975;64.3;0;5;4;0;0;0;0;0;9;Yes;Melee Amp;; ; ; ;Swordsman (Hit);2; ;Swordsman (Dmg);2; ;Looted;;ROCKtropia; 
Brutal Road Crew Axe (L) Legendary;Melee;Axes; ;7.0;0.6;18;0;43;1.4;9.0;62.8; ;0; ;103.00;3.09; ; ; ; ; ;68.0;0;5;4;0;0;0;0;0;9;Yes;Melee Amp;; ; ; ;Swordsman (Hit);2; ;Swordsman (Dmg);2; ;Looted;;ROCKtropia; 
Brutal Rock n Roll Axe (L);Melee;Axes; ;5.0;3.4;38; ;37;1.6;16.3;81.4; ; ; ;79.50; ; ; ; ; ; ;60.5;0;10;9;0;0;0;0;0;19;Yes; ;; ; ; ;Swordsman (Hit);7; ;Swordsman (Dmg);7; ;Looted;;ROCKtropia; 
BSF Kaamos (L);Pistol;Laser; ;31.9;1.1;62;0;56;1.1;40.2;1282.9;1.050;1380;14.850;105.00;3.15;107.50%;1.0;9700;13.86;2.902;58.7;0;0;0;22;0;40;0;0;0;Yes;Energy Amp;; ; ; ;Laser Pistoleer (Hit);35;40;Ranged Laser (Dmg);35;40;Looted;12.8.2;Planet Calypso; 
BSF Kaamos, CDF Edition (L);Pistol;Laser; ;31.9;1.1;62; ;56;1.1;40.2;1282.9;0.003;1485;14.853;0.60;0.00; ;1.0;20000;13.86;2.901;58.6;0;0;0;22;0;40;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);30; ;Ranged Laser (Dmg);30; ;Daily Token Trader;;Planet Calypso; 
Bukin's Blade;Melee;Shortblades; ;5.0;0.7;7; ;78;0.8;6.3;31.6;1.700;0;1.700;34.00;1.02;4.00 PED;1.0;1940;2.21;2.862;55.7;0;7;0;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);3;7;Knifefighter (Dmg);3;7;Mission;Planet Calypso 2012.4;Planet Calypso; 
Bukin's Spare Rifle;Rifle;Laser; ;57.2;2.4;6; ;44;1.4;3.1;174.9;0.137;131;1.447;10.50;0.00; ;1.0;7665;1.06;2.882;57.2;0;0;0;1;0;5;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;2;Ranged Laser (Dmg);0;2;Mission;15.9.0;Planet Calypso; 
Bukin's Spare Rifle, Adjusted;Rifle;Laser; ;66.0;2.4;7;0;44;1.4;3.6;235.5;0.137;155;1.687;10.50;0.0003; ;1.0;7665;1.24;2.884;57.3;0;0;0;1;0;6;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);2;6;Ranged Laser (Dmg);2;6;Mission;15.11.4;Planet Calypso; 
C&L Longbeach (L);Melee;Longblades; ;11.0;2.2;70; ;30;2.0;24.3;267.6;16.580;0;16.580;288.00;8.64; ;1.0;1685;8.29;2.934;61.1;2;44;12;0;0;0;0;12;0;Yes; ;; ; ; ;Swordsman (Hit);16;21;Swordsman (Dmg);16;21;Looted;;Planet Calypso; 
C.A.P. 107 (L);Pistol;Laser; ;38.5;3;13; ;83;0.7;12.5;481.2;0.049;310;3.149;3.30;0.099; ;1.0;6533;4.36;2.869;56.3;0;0;3;0;0;10;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);6.5; ;Ranged Laser (Dmg);6.5; ;Crafted;15.14.0;Planet Cyrene; 
C.B.P. 107 (L);Pistol;BLP; ;35.2;3;13;0;83;0.7;12.5;439.9; ;310; ;3.30;0.099; ; ; ; ; ;56.2;0;0;10;3;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);6.5; ;Ranged BLP (Dmg);6.5; ;Crafted;15.14.0;Planet Cyrene; 
C.B.R. 107 (L);Rifle;BLP; ;68.2;4;22;0;49;1.2;12.5;851.6;0.057;530;5.357;3.90;0.117; ;1.0;6637;4.37;2.854;55.2;0;0;17;5;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);6.5; ;Ranged BLP (Dmg);6.5; ;Crafted;15.14.1;Planet Cyrene; 
C.L.R. 107 (L);Rifle;Laser; ;71.5;4;20;0;54;1.1;12.5;894.5;0.055;480;4.855;3.70; ; ;1.0;6728;4.37;2.863;55.8;0;0;4;0;0;16;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);6.5; ;Ranged Laser (Dmg);6.5; ;Crafted;15.14.0;Planet Cyrene; 
CalyTrek CR Soul Mk. 1 (L);Rifle;BLP; ;68.2;2.2;26; ;41;1.5;12.3;842.1;0.450;592;6.370;32.00;0.96;130.00%;1.0;6898;4.35;2.837;53.9;0;0;0;0;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);6;8;Ranged BLP (Dmg);6;8;Looted;12.8.2;Planet Calypso; 
CalyTrek CR Soul Mk. 1, CDF Edition (L);Rifle;BLP; ;68.2;2.2;26; ;41;1.5;12.3;842.1;0.002;637;6.372;0.40;0.00; ;1.0;20000;4.35;2.836;53.8;0;0;10;16;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);4; ;Ranged BLP (Dmg);4; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Soul Mk. 2 (L);Rifle;BLP; ;69.3;2.2;33; ;39;1.5;14.9;1033.1;0.560;751;8.070;42.00;1.26; ;1.0;7276;5.25;2.842;54.3;0;0;11;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Looted;12.8.2;Planet Calypso; 
CalyTrek CR Soul Mk. 2, CDF Edition (L);Rifle;BLP; ;69.3;2.2;33; ;39;1.5;14.9;1033.1;0.002;807;8.072;0.40;0.00; ;1.0;20000;5.25;2.841;54.2;0;0;11;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);6; ;Ranged BLP (Dmg);6; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Soul Mk. 2, E.L.M Edition (L);Rifle;BLP; ;69.3;2.2;33; ;39;1.5;14.9;1033.1;0.014;804;8.054;1.00;0.03;450.00%;1.0;6929;5.24;2.848;54.7;0;0;11;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Looted;;Planet Calypso; 
CalyTrek CR Soul Mk. 2, MM Edition (L);Rifle;BLP; ;69.3;2.2;33; ;39;1.5;14.9;1033.1;0.014;804;8.054;1.00;0.03; ;1.0;6929;5.24;2.848;54.7;0;0;11;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Looted;12.10.1;Planet Calypso; 
CalyTrek CR Soul Mk. 2, RX Edition (L);Rifle;BLP; ;69.3;2.2;33; ;39;1.5;14.9;1033.1;0.014;804;8.054;1.00;0.03;1200.00%;1.0;6929;5.24;2.848;54.7;0;0;11;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Looted;;Planet Calypso; 
CalyTrek CR Soul Mk. 3 (L);Rifle;BLP; ;70.4;2.2;38; ;40;1.5;17.6;1239.5;0.699;858;9.279;56.00;1.68; ;1.0;7772;6.19;2.846;54.6;0;0;12;26;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
CalyTrek CR Soul Mk. 3, CDF Edition (L);Rifle;BLP; ;70.4;2.2;38; ;40;1.5;17.6;1239.5;0.002;928;9.282;0.40;0.00; ;1.0;20000;6.19;2.845;54.5;0;0;12;26;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8; ;Ranged BLP (Dmg);8; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Soul Mk. 4 (L);Rifle;BLP; ;70.4;2.2;38; ;48;1.3;21.1;1487.4;0.680;858;9.260;68.00;2.04; ;1.0;9700;7.41;2.852;55.0;0;0;12;26;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);13;18;Ranged BLP (Dmg);13;18;Looted;Planet Calypso 2012.5.1;Planet Calypso; 
CalyTrek CR Soul Mk. 4, CDF Edition (L);Rifle;BLP; ;70.4;2.2;38; ;48;1.3;21.1;1487.4;0.002;926;9.262;0.40;0.00; ;1.0;20000;7.41;2.851;55.0;0;0;12;26;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);10; ;Ranged BLP (Dmg);10; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Soul Mk. 5 (L);Rifle;BLP; ;72.6;2.2;40; ;52;1.2;24.1;1749.2;0.690;904;9.730;70.00;2.10;129.00%;1.0;9841;8.43;2.857;55.4;0;0;12;28;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);16;21;Ranged BLP (Dmg);16;21;Looted;12.8.2;Planet Calypso; 
CalyTrek CR Soul Mk. 5, CDF Edition (L);Rifle;BLP; ;72.6;2.2;40; ;52;1.2;24.1;1749.2;0.002;973;9.732;0.40;0.00; ;1.0;20000;8.43;2.857;55.3;0;0;12;28;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);13; ;Ranged BLP (Dmg);13; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Spirit Mk. 1;Rifle;BLP; ;72.6;2.2;62; ;51;1.2;36.6;2659.1;0.990;1394;14.930;208.00;6.24;5350.00 PED;1.0;20380;12.69;2.886;57.5;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);35;40;Ranged BLP (Dmg);35;40;Looted;12.10.1;Planet Calypso; 
CalyTrek CR Spirit Mk. 1 (L);Rifle;BLP; ;72.6;2.2;62;0;51;1.2;36.6;2659.1;0.990;1394;14.930;108.00;3.24;115.00%;1.0;10582;12.69;2.886;57.5;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);30;35;Ranged BLP (Dmg);30;35;Looted;12.8;Planet Calypso; 
CalyTrek CR Spirit Mk. 1, CDF Edition (L);Rifle;BLP; ;72.6;2.2;62; ;51;1.2;36.6;2659.1;0.003;1493;14.933;0.60;0.00; ;1.0;20000;12.69;2.886;57.5;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);25; ;Ranged BLP (Dmg);25; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Spirit Mk. 2 (L);Rifle;BLP; ;68.2;2.2;62; ;56;1.1;40.2;2742.8;1.050;1380;14.850;110.00;3.30;136.00%;1.0;10162;13.86;2.902;58.7;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);35;40;Ranged BLP (Dmg);35;40;Looted;12.8.2;Planet Calypso; 
CalyTrek CR Spirit Mk. 2, CDF Edition (L);Rifle;BLP; ;68.2;2.2;62; ;56;1.1;40.2;2742.8;0.003;1485;14.853;0.60;0.00; ;1.0;20000;13.86;2.901;58.6;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);30; ;Ranged BLP (Dmg);30; ;Daily Token Trader;;Planet Calypso; 
CalyTrek CR Spirit Mk. 2, TEN Edition;Rifle;BLP; ;72.6;2.2;67; ;58;1.0;45.0;3267.9;1.180;1478;15.960;125.00;3.75;10000.00 PED;1.0;10276;15.43;2.918;59.9;0;0;25;42;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);35;40;Ranged BLP (Dmg);35;40;Event, Looted;14.1;Planet Calypso; 
CalyTrek CR Spirit Mk.2, TWEN Edition;Rifle;BLP; ;68.2;2.2;62; ;63;1.0;45.2;3085.7;0.945;1242;13.365;110.00;0.00; ;1.0;11641;14.03;3.224;78.7;0;0;22;40;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);40;50;Ranged BLP (Dmg);40;50;Event;;Planet Calypso; 
CalyTrek CR Spirit Mk. 3 (L);Rifle;BLP; ;70.4;2.2;70; ;54;1.1;43.8;3082.5;1.235;1550;16.735;135.00;4.05;120.00%;1.0;10604;15.06;2.907;59.1;0;0;25;45;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);40;45;Ranged BLP (Dmg);40;45;Looted;;Planet Calypso; 
