Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Genesis Niflheim;Melee;Longblades; ;5.0;1.2;157; ;36;1.7;65.5;327.3;37.730;0;37.730;23168.00;695.04; ;1.0;59563;22.64;2.892;57.9;31;47;0;0;0;0;79;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);58;62;Swordsman (Dmg);58;62;Looted;9.3.2;Planet Calypso; 
Genesis Niflheim (L);Melee;Longblades; ;5.0;1.2;157;0;36;1.7;65.5;327.3;37.241;0;37.241;373.00;11.19; ;1.0;972;22.34;2.930;60.8;31;47;0;0;0;0;79;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);58;62;Swordsman (Dmg);58;62;Looted;9.3.2;Planet Calypso; 
Genesis Power Claw Mk. 1 (L);Melee;Power Fist; ;4.0;0.5;37;0;62;1.0;26.6;106.3;8.807;0;8.807;112.50;3.375; ;1.0;1240;9.10;2.920;60.0;14;14;0;0;0;0;0;0;9;Yes;Melee Amp;; ; ; ;Brawler (Hit);14;19;Brawler (Dmg);14;19;Crafted;9.3.4;Planet Calypso; 
Genesis Power Claw Mk. 2 (L);Melee;Power Fist; ;4.0;0.5;42;0;64;0.9;31.1;124.5;9.947;0;9.947;125.00;3.75; ;1.0;1219;10.61;2.935;61.1;17;15;0;0;0;0;0;0;10;Yes;Melee Amp;; ; ; ;Brawler (Hit);18;23;Brawler (Dmg);18;23;Crafted;9.3.2;Planet Calypso; 
Genesis Power Claw Mk. 3 (L);Melee;Power Fist; ;4.0;0.5;49;0;68;0.9;38.6;154.4; ;0; ;149.00;4.47; ; ; ; ; ;61.2;19;18;0;0;0;0;0;0;12;Yes;Melee Amp;; ; ; ;Brawler (Hit);25;30;Brawler (Dmg);25;30;Crafted;9.3.5;Planet Calypso; 
Genesis Power Claw Mk. 4 (L);Melee;Power Fist; ;4.0;0.5;52;0;71;0.8;42.8;171.1; ;0; ;161.00;4.83; ; ; ; ; ;60.1;20;19;0;0;0;0;0;0;13;Yes;Melee Amp;; ; ; ;Brawler (Hit);29; ;Brawler (Dmg);29; ;Crafted;9.3.5;Planet Calypso; 
Genesis Power Claw Mk. 5 (L);Melee;Power Fist; ;4.0;0.5;57;0;76;0.8;50.2;200.7;13.577;0;13.577;188.00;5.64; ;1.0;1344;17.20;2.918;59.9;22;21;0;0;0;0;0;0;14;Yes;Melee Amp;; ; ; ;Brawler (Hit);37; ;Brawler (Dmg);37; ;Crafted;9.3.8;Planet Calypso; 
Genesis Power Claw Mk. 6 (L);Melee;Power Fist; ;4.0;0.5;60;0;79;0.8;54.9;219.6;14.257;0;14.257;251.00;7.53; ;1.0;1708;18.77;2.925;60.4;23;22;0;0;0;0;0;0;15;Yes;Melee Amp;; ; ; ;Brawler (Hit);42; ;Brawler (Dmg);42; ;Crafted;9.3.8;Planet Calypso; 
Genesis Power Claw Mk. 6, FEN Edition;Melee;Power Fist; ;4.0;1.6;61.5; ;87;0.7;62.0;247.9;12.840;0;12.840;700.00;21.00; ;1.0;5289;18.62;3.329;85.4;23.6;22.5;0;0;0;0;0;0;15.4;Yes;Melee Amp;; ; ; ;Brawler (Hit);42;52;Brawler (Dmg);42;52;FEN Token Trader;15.20.0;Planet Calypso; 
Genesis Prism of Destruction;Melee;Shortblades; ;4.0;0.8;121; ;51;1.2;71.5;285.9;29.000;0;29.000;26336.00;790.08; ;1.0;88090;24.65;2.900;58.9;23;34;0;0;0;16;16;16;16;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);66;71;Knifefighter (Dmg);66;71;Looted;9.3.5;Planet Calypso; 
Genesis Prism Of Destruction (L);Melee;Shortblades; ;4.0;0.8;121;0;51;1.2;71.5;285.9; ;0; ;287.00;8.61; ; ; ; ; ;61.5;23;34;0;0;0;16;16;16;16;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);66; ;Knifefighter (Dmg);66; ;Looted;9.3;Planet Calypso; 
Genesis Rainbow Sword;Melee;Longblades; ;5.0;1.2;166; ;37;1.6;71.1;355.7;39.759;0;39.759;26336.00;790.08; ;1.0;64252;24.52;2.902;58.7;33;49;0;0;0;21;21;21;21;Yes;Melee Amp;; ; ; ;Swordsman (Hit);66;70;Swordsman (Dmg);66;70;Looted;11.2.3;Planet Calypso; 
Genesis Rainbow Sword (L);Melee;Longblades; ;5.0;1.2;166;0;37;1.6;71.1;355.7;39.243;0;39.243;393.00;11.79; ;1.0;972;24.20;2.940;61.6;33;49;0;0;0;21;21;21;21;Yes;Melee Amp;; ; ; ;Swordsman (Hit);66;70;Swordsman (Dmg);66;70;Looted;;Planet Calypso; 
Genesis Sparkbite (L);Melee;Longblades; ;7.0;1.6;179; ;27;2.2;56.0;391.9;42.510;0;42.510;320.00;9.60;120.00%;1.0;731;19.13;2.926;60.5;12;97;0;0;0;0;0;0;70;Yes;Melee Amp;; ; ; ;Swordsman (Hit);60; ;Swordsman (Dmg);60; ;Looted;;Planet Calypso; 
Genesis Sparkbite, E.L.M Edition (L);Melee;Longblades; ;7.0;1.6;179; ;27;2.2;56.0;391.9;0.015;4248;42.495;1.00;0.03;6000.00%;1.0;6467;19.12;2.928;60.6;12;97;0;0;0;0;0;0;70;Yes;Melee Amp;; ; ; ;Swordsman (Hit);60;65;Swordsman (Dmg);60;65;Looted;;Planet Calypso; 
Genesis Sparkbite, MM Edition (L);Melee;Longblades; ;7.0;1.6;179;0;27;2.2;56.0;391.9;0.015;4248;42.495;1.00;0.03;1000.00%;1.0;6467;19.12;2.928;60.6;12;97;0;0;0;0;0;0;70;Yes;Melee Amp;Weapon Cells; ; ; ;Swordsman (Hit);60; ;Swordsman (Dmg);60; ;Looted;12.10.1;Planet Calypso; 
Genesis Spitfire (L);Melee;Longblades; ;7.0;1.6;123; ;28;2.1;39.9;279.3;29.462;0;29.462;232.00;6.96; ;1.0;764;13.75;2.902;58.6;12;43;0;0;0;68;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);35;38;Swordsman (Dmg);35;38;Looted;;Planet Calypso; 
Genesis Star Battle Rifle;Rifle;Laser; ;104.5;2.2;1; ;7;8.6;0.1;8.5; ;3800; ; ; ; ; ; ; ; ;0.0;0;0;0;0;0;1;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);41; ;Ranged Laser (Dmg);41; ;Crafted, Mission;;Entropia Universe; 
Genesis Stingury;Melee;Shortblades; ;4.0;2.7;100; ;46;1.3;53.3;213.1;24.070;0;24.070;16832.00;504.96; ;1.0;67832;18.45;2.887;57.6;20;30;0;0;0;0;0;50;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);42;46;Knifefighter (Dmg);42;46;Looted;9.3.6;Planet Calypso; 
Genesis Stingury (L);Melee;Shortblades; ;4.0;0.8;100;0;46;1.3;53.3;213.1;23.781;0;23.781;238.00;7.14; ;1.0;971;18.23;2.923;60.2;20;30;0;0;0;0;0;50;0;Yes;Melee Amp;; ; ; ;Knifefighter (Hit);42;46;Knifefighter (Dmg);42;46;Looted;;Planet Calypso; 
Genesis Sulfury;Melee;Longblades; ;5.0;1.2;135; ;34;1.8;53.2;265.8;32.443;0;32.443;16832.00;504.96; ;1.0;50326;18.38;2.892;57.9;27;41;0;0;0;0;0;67;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);42;46;Swordsman (Dmg);42;46;Looted;11.5.2;Planet Calypso; 
Genesis Sulfury (L);Melee;Longblades; ;5.0;1.2;135;0;34;1.8;53.2;265.8;32.022;0;32.022;320.00;9.60; ;1.0;970;18.15;2.930;60.8;27;41;0;0;0;0;0;67;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);42;46;Swordsman (Dmg);42;46;Looted;;Planet Calypso; 
Genesis Tesla Sword;Melee;Longblades; ;5.0;1.2;147; ;35;1.7;59.6;298.0;35.326;0;35.326;20000.00;600.00; ;1.0;54918;20.61;2.892;57.9;29;44;0;0;0;0;0;0;74;Yes;Melee Amp;; ; ; ;Swordsman (Hit);50;54;Swordsman (Dmg);50;54;Looted;9.3.5;Planet Calypso; 
Genesis Tesla Sword (L);Melee;Longblades; ;5.0;1.2;147;0;35;1.7;59.6;298.0;34.868;0;34.868;348.50;10.455; ;1.0;970;20.34;2.930;60.8;29;44;0;0;0;0;0;0;74;Yes;Melee Amp;; ; ; ;Swordsman (Hit);50;54;Swordsman (Dmg);50;54;Looted;9.3;Planet Calypso; 
Genuine Design Clone GDC-97;Rifle;BLP; ;77.0;4;37;0;41;1.5;17.6;1353.0;2.300;700;9.300;124.00;3.72; ;1.0;5230;6.36;2.765;48.9;0;0;3;34;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Crafted;;Planet Calypso; 
GeoTrek AL15 Taurus (L);Carbine;Laser; ;63.8;2.1;62;0;37;1.6;26.6;1695.3;3.011;1200;15.011;210.00;6.30;128.10%;1.0;6766;9.26;2.871;56.4;0;0;0;0;0;62;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);15;19;Ranged Laser (Dmg);15;19;Crafted;;Planet Calypso; 
GeoTrek AL17 Auriga (L);Carbine;Laser; ;63.8;2.1;76;0;37;1.6;32.6;2078.1;2.510;1600;18.510;250.00;7.50; ;1.0;9662;11.41;2.854;55.1;0;0;0;0;0;76;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);20;23;Ranged Laser (Dmg);20;23;Crafted;;Planet Calypso; 
GeoTrek AL21 Canis;Carbine;Laser; ;59.4;2;85; ;38;1.6;37.4;2222.4;3.989;1700;20.989;9704.00;291.12; ;1.0;235971;13.29;2.815;52.3;0;0;0;0;0;85;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);24; ;Ranged Laser (Dmg);24; ;Crafted;11.4.4;Planet Calypso; 
GeoTrek AL21 Canis (L);Carbine;Laser; ;59.4;2;85;0;38;1.6;37.4;2222.4;3.657;1700;20.657;318.00;9.54; ;1.0;8435;13.08;2.860;55.6;0;0;0;0;0;85;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);24;28;Ranged Laser (Dmg);24;28;Crafted;;Planet Calypso; 
GeoTrek AL22 Lupus (L);Carbine;Laser; ;60.5;2.3;91;0;39;1.5;41.1;2487.1;4.190;1800;22.190;325.00;9.75; ;1.0;7524;14.42;2.850;54.9;0;0;0;0;0;91;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);28;32;Ranged Laser (Dmg);28;32;Crafted;;Planet Calypso; 
GeoTrek AL24 Scorpius;Carbine;Laser; ;61.6;2.2;94; ;41;1.5;44.6;2750.0;4.221;1900;23.221;12476.00;374.28; ;1.0;286703;15.87;2.813;52.2;0;0;0;0;0;94;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);31;35;Ranged Laser (Dmg);31;35;Crafted;10.2;Planet Calypso; 
GeoTrek AL24 Scorpius (L);Carbine;Laser; ;61.6;2.2;94;0;41;1.5;44.6;2750.0;3.853;1900;22.853;335.00;10.05; ;1.0;8434;15.62;2.859;55.5;0;0;0;0;0;94;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);31;35;Ranged Laser (Dmg);31;35;Crafted;;Planet Calypso; 
GeoTrek AL26 Serpentis (L);Carbine;Laser; ;61.6;2;114;0;41;1.5;54.1;3335.1;4.749;2300;27.749;409.00;12.27;150.00%;1.0;8354;18.96;2.855;55.2;0;0;0;0;0;114;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);42;46;Ranged Laser (Dmg);42;46;Crafted;;Planet Calypso; 
GeoTrek AL29 Felis (L);Carbine;Laser; ;61.6;2.1;150;0;37;1.6;64.3;3960.1;7.407;2900;36.407;569.00;17.07;149.21%;1.0;7452;22.45;2.863;55.8;0;0;0;0;0;150;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);55;60;Ranged Laser (Dmg);55;60;Crafted;9.3.2;Planet Calypso; 
GeoTrek H8 Mean (L);Pistol;BLP; ;35.2;1.1;24;0;52;1.2;14.5;508.9; ;490; ;65.00;1.95; ; ; ; ; ;54.6;0;0;2;22;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);8; ;Ranged BLP (Dmg);8; ;Crafted;12.10;Planet Calypso; 
GeoTrek H15 Vile (L);Pistol;BLP; ;35.2;1.1;35; ;56;1.1;22.7;799.2;1.420;710;8.520;122.00;3.66; ;1.0;8334;7.95;2.855;55.6;0;0;6;29;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);15;19;Ranged BLP (Dmg);15;19;Crafted;12.10;Planet Calypso; 
GeoTrek H21 Scrof;Pistol;Laser; ;27.5;1;44; ;53;1.1;27.0;742.8;1.713;900;10.713;7328.00;219.84;2500.00 PED;1.0;414954;9.46;2.854;55.2;0;0;0;4;0;40;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);18; ;Ranged Laser (Dmg);18; ;Crafted;10.6.5;Planet Calypso; 
GeoTrek H21 Scrof (L);Pistol;Laser; ;27.5;1;44;0;53;1.1;27.0;742.8;1.534;900;10.534;245.00;7.35;105.00%;1.0;15493;9.31;2.903;58.8;0;0;0;4;0;40;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);18;22;Ranged Laser (Dmg);18;22;Crafted;;Planet Calypso; 
GeoTrek H23 Crista;Pistol;Laser; ;37.4;1.2;52; ;51;1.2;30.7;1148.9;1.894;1100;12.894;8912.00; ; ;1.0;470539;10.96;2.803;51.5;0;0;0;5;0;47;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);22; ;Ranged Laser (Dmg);22; ;Crafted;11.5.2;Planet Calypso; 
GeoTrek H23 Crista (L);Pistol;Laser; ;37.4;1.2;52;0;51;1.2;30.7;1148.9;1.680;1100;12.680;267.50;8.025; ;1.0;15445;10.78;2.850;54.9;0;0;0;5;0;47;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);22;25;Ranged Laser (Dmg);22;25;Crafted;;Planet Calypso; 
GeoTrek H24 Sin (L);Pistol;BLP; ;36.3;1.1;48; ;58;1.0;32.2;1170.6;1.950;967;11.620;192.00;5.76; ;1.0;9551;11.23;2.871;56.4;0;0;7;41;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);24;28;Ranged BLP (Dmg);24;28;Crafted;Planet Calypso 2013.2.1;Planet Calypso; 
GeoTrek H25 Mikus (L);Pistol;Laser; ;30.8;1.5;55;0;50;1.2;31.9;981.1;2.233;1100;13.233;282.00;8.46; ;1.0;12250;11.03;2.889;57.7;0;0;0;6;0;49;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);24; ;Ranged Laser (Dmg);24; ;Crafted;8.12.2;Planet Calypso; 
GeoTrek H26 Elima (L);Pistol;Laser; ;31.9;1.3;63;0;51;1.2;37.2;1187.2;2.211;1300;15.211;320.00;9.60; ;1.0;14039;12.93;2.879;56.9;0;0;0;7;0;56;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);29;32;Ranged Laser (Dmg);29;32;Crafted;;Planet Calypso; 
GeoTrek H27 Vilitus (L);Pistol;Laser; ;33.0;1.9;71;0;49;1.2;40.3;1329.8;2.034;1500;17.034;325.40;9.762;200.00%;1.0;15519;13.91;2.897;58.3;0;0;0;7;0;64;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);34; ;Ranged Laser (Dmg);34; ;Crafted;;Planet Calypso; 
GeoTrek H28 Hokipus (L);Pistol;Laser; ;35.2;1.5;83;0;52;1.2;50.0;1759.8;2.130;1800;20.130;388.00;11.64;140.00%;1.0;17670;17.45;2.866;56.1;0;0;0;8;0;75;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);41;45;Ranged Laser (Dmg);41;45;Crafted;;Planet Calypso; 
GeoTrek H29 Wretched (L);Pistol;BLP; ;37.4;1.1;54; ;58;1.0;36.3;1356.8;2.130;1094;13.070;202.00;6.06; ;1.0;9200;12.63;2.871;56.4;0;0;8;46;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);29; ;Ranged BLP (Dmg);29;33;Crafted;Planet Calypso 2012.6.1;Planet Calypso; 
GeoTrek H30 Illum (L);Pistol;Laser; ;35.2;1.5;98;0;51;1.2;57.9;2037.9;3.590;2000;23.590;503.00;15.09; ;1.0;13591;20.05;2.887;57.6;0;0;0;11;0;87;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);49;54;Ranged Laser (Dmg);49;54;Crafted;9.3.2;Planet Calypso; 
GeoTrek H33 Uti (L);Pistol;Laser; ;36.3;1.7;105;0;51;1.2;62.0;2251.6;4.433;2100;25.433;621.00;18.63; ;1.0;13589;21.62;2.869;56.3;0;0;0;12;0;93;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);54;59;Ranged Laser (Dmg);54;59;Crafted;9.3.2;Planet Calypso; 
GeoTrek H35 Evil (L);Pistol;BLP; ;36.3;1.1;64; ;55;1.1;40.8;1480.1;2.575;1293;15.505;215.00;6.45;133.00%;1.0;8100;14.21;2.869;56.2;0;0;7;57;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);35; ;Ranged BLP (Dmg);35; ;Crafted;;Planet Calypso; 
GeoTrek H36 Saou (L);Pistol;Laser; ;34.1;1.5;117;0;51;1.2;69.1;2356.9;4.186;2400;28.186;597.00;17.91; ;1.0;13834;23.96;2.885;57.4;0;0;0;13;0;104;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);63;67;Ranged Laser (Dmg);63;67;Crafted;9.4.4;Planet Calypso; 
GeoTrek H40 Brody;Pistol;BLP; ;29.7;2.2;36; ;48;1.3;20.0;594.5;1.819;700;8.819;4160.00;124.80; ;1.0;221837;7.06;2.837;53.9;0;0;6;30;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);10; ;Ranged BLP (Dmg);10; ;Crafted;9.3.2;Planet Calypso; 
GeoTrek H40 Brody (L);Pistol;BLP; ;29.7;2.2;36;0;48;1.3;20.0;594.5;1.679;700;8.679;123.00;3.69; ;1.0;7107;6.94;2.883;57.3;0;0;6;30;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);10;14;Ranged BLP (Dmg);10;14;Crafted;;Planet Calypso; 
GeoTrek H41 Mina;Pistol;BLP; ;27.5;2.1;49;0;50;1.2;28.4;780.4;3.113;900;12.113;6536.00;196.08; ;1.0;203660;10.09;2.811;52.1;0;0;7;42;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);16;20;Ranged BLP (Dmg);16;20;Crafted;9.3.4;Planet Calypso; 
GeoTrek H41 Mina (L);Pistol;BLP; ;27.5;2.1;49;0;50;1.2;28.4;780.4;2.917;900;11.917;230.00;6.90; ;1.0;7649;9.93;2.858;55.3;0;0;7;42;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);16;20;Ranged BLP (Dmg);16;20;Crafted;;Planet Calypso; 
GeoTrek H42 Demonic (L);Pistol;BLP; ;30.8;1.1;64; ;61;1.0;45.2;1392.8;2.479;1290;15.379;235.00;7.05; ;1.0;9196;15.64;2.892; ;0;0;8;56;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);42;47;Ranged BLP (Dmg);42;47;Crafted;Planet Calypso 2012.6;Planet Calypso; 
GeoTrek H45 Ortso (L);Pistol;BLP; ;30.8;2.1;60;0;54;1.1;37.5;1155.9;3.725;1100;14.725;295.00;8.85;150.00%;1.0;7682;13.25;2.832;53.6;0;0;0;52;0;8;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);24;28;Ranged BLP (Dmg);24;28;Crafted;;Planet Calypso; 
GeoTrek H46 Menes (L);Pistol;BLP; ;28.6;2;84;0;55;1.1;53.5;1530.5;5.197;1500;20.197;370.00;11.10; ;1.0;6906;18.51;2.891;57.8;0;0;12;72;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);41;45;Ranged BLP (Dmg);41;45;Crafted;;Planet Calypso; 
GeoTrek H49 Poros (L);Pistol;BLP; ;30.8;2.1;96;0;58;1.0;64.5;1986.5;6.160;1700;23.160;490.00;14.70;340.00%;1.0;7716;22.39;2.881;57.1;0;0;15;81;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);56; ;Ranged BLP (Dmg);56; ;Crafted;;Planet Calypso; 
GeoTrek H57 Kind (L);Pistol;BLP; ;24.2;1.1;78; ;61;1.0;55.1;1333.7; ;1590; ;270.00;8.10; ; ; ; ; ;57.9;0;0;9;69;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);57; ;Ranged BLP (Dmg);57; ;Crafted;14.1.3;Planet Calypso; 
GeoTrek H73 Pure (L);Pistol;BLP; ;25.3;1.1;89; ;63;1.0;64.9;1643.2; ;1773; ;340.00;10.20; ; ; ; ; ; ;0;0;20;69;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);73; ;Ranged BLP (Dmg);73; ;Crafted;14.3.1;Planet Calypso; 
GeoTrek H1051 Kisf (L);Pistol;BLP; ;30.8;2.2;139;0;49;1.2;78.9;2429.9;8.461;2500;33.461;601.00;18.03; ;1.0;6891;27.33;2.887;57.6;0;0;25;114;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);77; ;Ranged BLP (Dmg);77; ;Crafted;;Planet Calypso; 
GeoTrek H1071 Otk (L);Pistol;BLP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Crafted;;Planet Calypso; 
GeoTrek LH27 Rookie (L);Pistol;Laser; ;37.4;1;55; ;55;1.1;35.0;1310.5;2.130;1130;13.430;155.00;4.65; ;1.0;7059;12.31;2.846;54.7;0;0;0;6;0;49;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);27; ;Ranged Laser (Dmg);27; ;Crafted;12.10;Planet Calypso; 
GeoTrek LH57 Recruit (L);Pistol;Laser; ;24.2;1;79;0;60;1.0;54.9;1328.7; ;1607; ;257.00;7.71; ; ; ; ; ;58.7;0;0;0;2;0;77;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);57; ;Ranged Laser (Dmg);57; ;Crafted;14.6.2.1;Planet Calypso; 
GeoTrek LH76 Sergeant (L);Pistol;Laser; ;25.3;1;93; ;62;1.0;66.8;1689.8; ;1905; ;340.00;10.20; ; ; ; ; ;55.1;0;0;0;20;0;73;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);76; ;Ranged Laser (Dmg);76; ;Crafted;14.9;Planet Calypso; 
GeoTrek LP34 Whirlwind (L);Rifle;BLP; ;63.8;1.7;66; ;53;1.1;40.5;2585.1;2.906;1308;15.986;208.00;6.24;133.00%;1.0;6943;14.12;2.869; ;0;0;7;59;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34; ;Ranged BLP (Dmg);34; ;Crafted;Planet Calypso 2012.6.1;Planet Calypso; 
GeoTrek LP39 Gust (L);Rifle;BLP; ;64.9;1.7;79; ;47;1.3;43.0;2791.3;3.140;1580;18.940;220.00;6.60;0.00%;1.0;6797;14.84;2.899; ;0;0;8;71;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);39; ;Ranged BLP (Dmg);39; ;Crafted;;Planet Calypso; 
GeoTrek LP43 Gale (L);Rifle;BLP; ; ;1.7;79; ;50;1.2;45.8; ; ;1580; ;229.00;6.87; ; ; ; ; ; ;0;0;8;71;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Pistoleer (Hit);43; ;Ranged BLP (Dmg);43; ;Crafted;14.6.1.1;Planet Calypso; 
GeoTrek LP47 Twister (L);Rifle;BLP; ;53.9;1.7;79; ;54;1.1;49.4;2663.4;3.906;1534;19.246;276.00;8.28; ;1.0;6855;17.32;2.853;56.0;0;0;9;70;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);47; ;Ranged BLP (Dmg);47; ;Crafted;Planet Calypso 2013.2.1;Planet Calypso; 
GeoTrek LP53 Storm (L);Rifle;BLP; ;72.6;3.6;105; ;44;1.4;53.5;3885.2; ;2131; ;306.00;9.18; ; ; ; ; ; ;0;0;25;80;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);53; ;Ranged BLP (Dmg);53; ;Crafted;12.10;Planet Calypso; 
GeoTrek LP58 Hurricane (L);Rifle;BLP; ;62.7;1.7;108; ;45;1.3;56.3;3529.7; ;2186; ;312.00;9.36; ; ; ; ; ;57.1;0;0;27;81;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);47; ;Ranged BLP (Dmg);47; ;Crafted;12.10.1;Planet Calypso; 
GeoTrek LP63 Cyclone (L);Rifle;BLP; ; ;1.7;108; ;47;1.3;58.8; ; ;2197; ;315.00;9.45; ; ; ; ; ; ;0;0;27;81;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);63; ;Ranged BLP (Dmg);63; ;Crafted;15.0.2;Planet Calypso; 
GeoTrek LP120 Niloticus;Rifle;BLP; ;58.3;1.7;12;0;55;1.1;7.6;445.7;0.976;200;2.976;2180.00;65.40; ;1.0;216660;2.73;2.802;51.5;0;0;2;10;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);5;8;Ranged BLP (Dmg);5;8;Crafted;;Planet Calypso; 
GeoTrek LP120 Niloticus (L);Rifle;BLP; ;58.3;1.7;12;0;55;1.1;7.6;445.7;0.923;200;2.923;43.50;1.305;110.34%;1.0;4572;2.68;2.853;55.1;0;0;2;10;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);5;8;Ranged BLP (Dmg);5;8;Crafted;;Planet Calypso; 
GeoTrek LP175 Sphyra (L);Rifle;BLP; ;57.2;1.9;17;0;53;1.1;10.4;597.0;1.133;300;4.133;65.00;1.95;118.46%;1.0;5565;3.65;2.859;55.5;0;0;3;14;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);8;11;Ranged BLP (Dmg);8;11;Crafted;;Planet Calypso; 
