Name;Class;Type;MF Level;Range;Weight;Damage;Impact Radius;Attacks;Reload;Dmg/sec;Power;Decay;Ammo;Cost;Max.TT;Min.TT;Markup;Eff.Markup;Total Uses;Cost/sec;Dmg/PEC;Efficiency;Stb;Cut;Imp;Pen;Shr;Brn;Cld;Acd;Elc;SIB;Amplifier;Ammo;Concentration;Cooldown;Cooldown Group;Hit Profession;Rec.;Maxed;Damage Profession;Rec.;Maxed;Source;Discovered;Found on;Personal effects
Combustive Attack Nanochip 3 (L);Mindforce;Pyro;3;70.4;0.2;51;0;22;2.7;13.0;915.0;0.396;1186;12.256;35.00;1.05;125.00%;1.0;8574;4.49;2.892;57.9;0;0;20;0;0;31;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);7;12;Pyro Kinetic (Dmg);7;12;Looted;;Planet Calypso; 
Combustive Attack Nanochip 4;Mindforce;Pyro;4;69.3;0.2;73;0;22;2.7;18.6;1289.2;0.526;1721;17.736;38.00;0.00;330.00 PED;1.0;7225;6.50;2.861;55.6;0;0;28;0;0;45;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);11;17;Pyro Kinetic (Dmg);11;17;Looted;12.10.1;Planet Arkadia; 
Combustive Attack Nanochip 4 (L);Mindforce;Pyro;4;69.3;0.2;73;0;22;2.7;18.6;1289.2;0.402;1714;17.542;37.00;1.11; ;1.0;8928;6.43;2.892;58.0;0;0;28;0;0;45;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);12;17;Pyro Kinetic (Dmg);12;17;Looted;; ; 
Combustive Attack Nanochip 4, Adjusted (L);Mindforce;Pyro;4;73.7;0.3;73;0;22;2.7;18.6;1371.0; ;1790; ;44.00;1.32;0.00%; ; ; ; ;59.4;0;0;28;0;0;49;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);14;18;Pyro Kinetic (Dmg);14;18;Looted;15.7.2;Planet Calypso; 
Combustive Attack Nanochip 5;Mindforce;Pyro;5;71.5;0.2;96; ;22;2.7;24.5;1749.2;1.017;2229;23.307;79.00;2.37; ;1.0;7535;8.55;2.863;55.6;0;0;38;0;0;58;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);17;28.3;Pyro Kinetic (Dmg);17;28.3;Looted;; ; 
Combustive Attack Nanochip 5 (L);Mindforce;Pyro;5;71.5;0.2;96;0;22;2.7;24.5;1749.2;0.556;2250;23.056;54.50;1.635;109.00%;1.0;9509;8.45;2.894;58.0;0;0;38;0;0;58;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);17;22;Pyro Kinetic (Dmg);17;22;Looted;12.8.1;Planet Calypso; 
Combustive Attack Nanochip 5, TEN Edition;Mindforce;Pyro;5;73.7;0.2;96; ;23;2.6;25.6;1885.0;0.976;2177;22.746;82.00;2.46; ;1.0;8150;8.72;2.933;60.9;0;0;38;0;0;58;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);17;22;Pyro Kinetic (Dmg);17;22;Event, Looted;;Planet Calypso; 
Combustive Attack Nanochip 6;Mindforce;Pyro;6;70.4;0.2;119;0;22;2.7;30.3;2134.9;1.399;2752;28.919;112.00;3.36; ;1.0;7766;10.60;2.860;55.6;0;0;47;0;0;72;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);23;28;Pyro Kinetic (Dmg);23;28;Looted;; ; 
Combustive Attack Nanochip 6 (L);Mindforce;Pyro; ;70.4;0.2;119; ;22;2.7;30.3;2134.9;0.659;2794;28.599;66.00;1.98;105.16%;1.0;9715;10.49;2.892;57.9;0;0;47;0;0;72;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);23;28;Pyro Kinetic (Dmg);23;28;Looted;12.8.1; ; 
Combustive Attack Nanochip 7;Mindforce;Pyro;7;68.2;0.2;145;0;22;2.7;37.0;2520.0;1.866;3333;35.196;160.00;0.00;1100.00 PED;1.0;8575;12.91;2.863;55.6;0;0;57;0;0;88;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);30;35;Pyro Kinetic (Dmg);30;35;Looted;; ; 
Combustive Attack Nanochip 7 (L);Mindforce;Pyro;7;68.2;0.2;145;0;22;2.7;37.0;2520.0;0.700;3413;34.830;74.50;0.00; ;1.0;10643;12.77;2.893;57.9;0;0;57;0;0;88;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);31;36;Pyro Kinetic (Dmg);31;36;Looted;; ; 
Combustive Attack Nanochip 8;Mindforce;Pyro;8;69.3;0.2;164;0;22;2.7;41.8;2896.2;2.360;3745;39.810;212.00;6.36; ;1.0;8714;14.60;2.863;55.6;0;0;66;0;0;98;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);37;42;Pyro Kinetic (Dmg);37;42;Looted;;Planet Arkadia; 
Combustive Attack Nanochip 8 (L);Mindforce;Pyro;8;69.3;0.2;164;0;22;2.7;41.8;2896.2;0.875;3855;39.425;94.50;2.835; ;1.0;10476;14.46;2.891;57.9;0;0;66;0;0;98;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);37;42;Pyro Kinetic (Dmg);37;42;Looted;12.8.1;Planet Calypso; 
Combustive Attack Nanochip 9 (L);Mindforce;Pyro;9;70.4;0.2;170;0;23;2.6;45.3;3188.5; ;3990; ;100.00;3.00; ; ; ; ; ;57.8;0;0;70;0;0;100;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);41; ;Pyro Kinetic (Dmg);41; ;Looted;Planet Calypso 2015.3;Planet Calypso; 
Combustive Attack Nanochip 10 (L);Mindforce;Pyro;10;70.4;0.2;184;0;23;2.6;49.0;3451.1;1.011;4322;44.231;104.00;3.12; ;1.0;9979;16.96;2.891;57.9;0;0;76;0;0;108;0;0;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);47;51;Pyro Kinetic (Dmg);47;51;Looted;15.5.1; ; 
Combustive Strike Chip 1 (L);Mindforce;Pyro;1;64.9;0.2;215;10;1;60.0;2.5;161.6;10.447;4210;52.547;23.00;0.69;200.00%;1.0;214;0.88;2.844;54.4;0;0;75;0;32;108;0;0;0;Yes;MF Amp;Light Mind Essence;5.9;38.2;V;Pyro Kinetic (Hit);18;22;Pyro Kinetic (Dmg);18;22;Looted;;Planet Calypso; 
Combustive Strike Chip 2 (L);Mindforce;Pyro;2;63.8; ;236; ;1;60.0;2.7;174.4; ;4620; ;25.50;0.765; ; ; ; ; ;54.4;0;0;83;0;35;118;0;0;0;Yes;MF Amp;Light Mind Essence; ; ;V;Pyro Kinetic (Hit);21;25;Pyro Kinetic (Dmg);21;25;Looted;11.3.4;Planet Calypso; 
Combustive Strike Chip 3 (L);Mindforce;Pyro;3;64.9;0.2;256;10;1;60.0;3.0;192.5; ;5005; ;28.00;0.84; ; ; ; ; ;54.4;0;0;90;0;38;128;0;0;0;Yes;MF Amp;Light Mind Essence; ; ;V;Pyro Kinetic (Hit);24; ;Pyro Kinetic (Dmg);24; ;Looted;11.5.4;Planet Calypso; 
Combustive Strike Chip 4 (L);Mindforce;Pyro;4;66.0;0.2;276; ;1;60.0;3.2;211.0; ;5400; ;30.50;0.915; ; ; ; ; ;54.5;0;0;97;0;41;138;0;0;0;Yes;MF Amp;Light Mind Essence; ; ; ;Pyro Kinetic (Hit);27; ;Pyro Kinetic (Dmg);27; ;Looted;11.5.4;Planet Calypso; 
Combustive Strike Chip 5 (L);Mindforce;Pyro;5;67.1;0.2;294;10;1;60.0;3.4;228.5; ;5760; ;33.30;0.999;107.00%; ; ; ; ;54.4;0;0;103;0;44;147;0;0;0;Yes;MF Amp;Light Mind Essence;7.2;51.6;V;Pyro Kinetic (Hit);30; ;Pyro Kinetic (Dmg);30; ;Looted;;Planet Calypso; 
Combustive Strike Chip 6 (L);Mindforce;Pyro;6;66.0;0.2;312;10;1;60.0;3.6;238.5; ;6100; ;35.80;1.074;180.00%; ; ; ; ;54.5;0;0;109;0;47;156;0;0;0;Yes;MF Amp;Light Mind Essence;7.5;54.7;V;Pyro Kinetic (Hit);33; ;Pyro Kinetic (Dmg);33; ;Looted;11.5.4;Planet Calypso; 
Combustive Strike Chip 7 (L);Mindforce;Pyro;7;67.1;0.2;326;10;1;60.0;3.8;253.4; ;6380; ;38.50;1.155; ; ; ; ; ;54.4;0;0;114;0;49;163;0;0;0;Yes;MF Amp;Light Mind Essence;7.8;57.1;V;Pyro Kinetic (Hit);36; ;Pyro Kinetic (Dmg);36; ;Looted;11.5.4;Planet Calypso; 
Combustive Strike Chip 8;Mindforce;Pyro;8;66.0;0.2;340;10;1;60.0;3.9;259.9; ;6680; ;119.00;3.57; ; ; ; ; ; ;0;0;119;0;51;170;0;0;0;Yes;MF Amp;Light Mind Essence;8;59.4;V;Pyro Kinetic (Hit);45; ;Pyro Kinetic (Dmg);45; ;MA Owned;12.6.1;Planet Calypso; 
Combustive Strike Chip 8 (L);Mindforce;Pyro;8;66.0;0.2;340;10;1;60.0;3.9;259.9; ;6650; ;41.00;0.00; ; ; ; ; ;54.4;0;0;119;0;51;170;0;0;0;Yes;MF Amp;Light Mind Essence;8;59.4;V;Pyro Kinetic (Hit);40; ;Pyro Kinetic (Dmg);40; ;Looted;11.5.4;Planet Calypso; 
Combustive Strike Nanochip (L);Mindforce;Pyro;1;64.9;0.2;215;10;1;60.0;2.5;161.6; ;5175; ;23.00;0.00; ; ; ; ; ;56.9;0;0;75;0;32;108;0;0;0;Yes;MF Amp;Light Mind Essence;5.9;38.2;5;Pyro Kinetic (Hit);2; ;Pyro Kinetic (Dmg);2; ;looted;12.8;Planet Arkadia; 
Company Sub-Zero Sniper Rifle Mk I(L);Rifle;BLP; ;140.0;1.3;8; ;56;1.1;5.2;726.5; ;100; ;2.00;0.06; ; ; ; ; ; ;0;0;0;8;0;0;0;0;0;Yes;BLP Amp;; ; ; ;BLP Sniper (Hit);5; ;Ranged BLP (Dmg);5; ; ;;Planet Calypso; 
Confiscated Duster Slicer;Melee;Shortblades; ;4.0;3;35; ;74;0.8;30.0;120.0; ;0; ;5.00;0.15; ; ; ; ; ;58.2;0;35;0;0;0;0;0;0;0;Yes; ;; ; ; ;Knifefighter (Hit);27; ;Knifefighter (Dmg);27; ;Mission;;The Hub; 
Corrosive Attack Chip 1 (L);Mindforce;Pyro;0;19.8;0.2;5;0;67;0.9;3.9;76.8;0.235;109;1.325;9.00;0.075;116.66%;1.0;3798;1.48;2.623;57.9;0;0;0;0;0;1;0;4;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;5;Pyro Kinetic (Dmg);0;5;Looted;;Planet Calypso; 
Corrosive Attack Chip 2 (L);Mindforce;Pyro;2;18.7;0.2;7;0;63;1.0;5.1;95.5;0.230;144;1.670;20.00; ; ;1.0;8696;1.75;2.913;58.5;0;0;0;0;0;2;0;5;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);2;7;Pyro Kinetic (Dmg);2;7;Looted;;Planet Calypso; 
Corrosive Attack Chip 3 (L);Mindforce;Pyro;5;19.8;0.2;14;0;63;1.0;10.2;202.3; ;310; ;22.00;0.24; ; ; ; ; ;58.9;0;0;0;0;0;2;0;12;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;10;Pyro Kinetic (Dmg);5;10;Looted;;Planet Calypso; 
Corrosive Attack Chip 3, Mentor Edition;Mindforce;Pyro;3;19.8;0.2;19;0;63;1.0;13.9;274.5;0.667;392;4.587;26.00;0.0048;900.00 PED;1.0;3898;4.82;2.879;56.3;0;0;0;0;0;4;0;15;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;8;Pyro Kinetic (Dmg);5;8;Mentoring;12.1.0;Planet Calypso; 
Corrosive Attack Chip 4 (L);Mindforce;Pyro;4;20.9;0.2;22;0;62;1.0;15.8;330.2;1.063;428;5.343;13.00;0.39; ;1.0;1187;5.52;2.862;55.7;0;0;0;0;0;4;0;18;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);7; ;Pyro Kinetic (Dmg);7; ;Looted;11.5.4;Planet Calypso; 
Corrosive Attack Chip 5 (L);Mindforce;Pyro;5;22.0;0.2;29;0;60;1.0;20.2;443.4;1.397;565;7.047;18.00;0.00; ;1.0;1289;7.05;2.860;55.6;0;0;0;0;0;6;0;23;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);10;13;Pyro Kinetic (Dmg);10;13;Looted;11.5.4;Planet Calypso; 
Corrosive Attack Chip 6 (L);Mindforce;Pyro;6;20.9;0.2;36;0;58;1.0;24.2;505.5;1.749;700;8.749;23.00;0.69; ;1.0;1276;8.46;2.860;55.6;0;0;0;0;0;7;0;29;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);13;17;Pyro Kinetic (Dmg);13;17;Looted;11.5.4;Planet Calypso; 
Corrosive Attack Chip 7 (L);Mindforce;Pyro;7;19.8;0.2;45;0;57;1.1;29.7;588.3;2.142;875;10.892;29.50;0.885;110.00%;1.0;1336;10.35;2.871;55.6;0;0;0;0;0;9;0;36;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);17;21;Pyro Kinetic (Dmg);17;21;Looted;11.5.4;Planet Calypso; 
Corrosive Attack Nanochip 1;Mindforce;Pyro;1;19.8;0.2;5;0;67;0.9;3.9;76.8;0.147;106;1.207;9.00;0.0006; ;1.0;6123;1.35;2.879;56.5;0;0;0;0;0;1;0;4;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;5;Pyro Kinetic (Dmg);0;5;Looted;; ; 
Corrosive Attack Nanochip 1 (L);Mindforce;Pyro;1;19.8;0.2;5; ;67;0.9;3.9;76.8;0.111;109;1.201;9.00;0.27;129.00%;1.0;7865;1.34;2.893;57.9;0;0;0;0;0;1;0;4;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);0;5;Pyro Kinetic (Dmg);0;5;Looted;12.7.0;Planet Calypso; 
Corrosive Attack Nanochip 2;Mindforce;Pyro;2;18.7;0.2;7; ;63;1.0;5.1;95.5;0.306;138;1.686;20.00;0.60;100.00 PED;1.0;6340;1.77;2.886;56.7;0;0;0;0;0;2;0;5;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);2;7;Pyro Kinetic (Dmg);2;7;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 2 (L);Mindforce;Pyro;2;18.7;0.2;7; ;63;1.0;5.1;95.5;0.237;144;1.677;20.00;0.60;115.00%;1.0;8186;1.76;2.901;58.5;0;0;0;0;0;2;0;5;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);2;7;Pyro Kinetic (Dmg);2;7;Looted;12.8;Planet Calypso; 
Corrosive Attack Nanochip 3;Mindforce;Pyro;3;19.8;0.2;14; ;63;1.0;10.2;202.3;0.275;304;3.315;23.00;0.69; ;1.0;8113;3.48;2.935;57.1;0;0;0;0;0;2;0;12;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;10;Pyro Kinetic (Dmg);5;10;Looted;; ; 
Corrosive Attack Nanochip 3 (L);Mindforce;Pyro;3;19.8;0.2;14; ;63;1.0;10.2;202.3;0.249;310;3.349;22.00;0.66; ;1.0;8571;3.52;2.905;58.9;0;0;0;0;0;2;0;12;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);5;10;Pyro Kinetic (Dmg);5;10;Looted;12.9; ; 
Corrosive Attack Nanochip 4;Mindforce;Pyro;4;20.9;0.2;22;0;62;1.0;15.8;330.2;0.354;496;5.314;26.00;0.00; ;1.0;7345;5.49;2.877;56.6;0;0;0;0;0;4;0;18;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);9;14;Pyro Kinetic (Dmg);9;14;Looted;; ; 
Corrosive Attack Nanochip 4 (L);Mindforce;Pyro;4;20.9;0.2;22; ;62;1.0;15.8;330.2;0.266;499;5.256;25.00;0.75; ;1.0;9117;5.43;2.909;59.0;0;0;0;0;0;4;0;18;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);9;14;Pyro Kinetic (Dmg);9;14;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 5;Mindforce;Pyro;5;22.0;0.2;29;0;60;1.0;20.2;443.4; ;653; ;36.00;1.08; ; ; ; ; ;56.9;0;0;0;0;0;6;0;23;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);13;18;Pyro Kinetic (Dmg);13;18;Looted;12.8.1;Entropia Universe; 
Corrosive Attack Nanochip 5 (L);Mindforce;Pyro;5;22.0;0.2;29; ;60;1.0;20.2;443.4;0.275;665;6.925;27.00;0.00;100.00%;1.0;9819;6.93;2.910;59.1;0;0;0;0;0;6;0;23;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);13;18;Pyro Kinetic (Dmg);13;18;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 5, Adjusted;Mindforce;Pyro;5;22.0;0.2;29; ;60;1.0;20.2;443.4;0.464;653;6.994;36.00;1.08; ;1.0;7526;6.99;2.882;56.9;0;0;0;0;0;6;0;23;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);11;14;Pyro Kinetic (Dmg);11;14;Looted;; ; 
Corrosive Attack Nanochip 5, TEN Edition;Mindforce;Pyro;5;24.2;0.2;29; ;67;0.9;22.5;544.7;0.466;631;6.776;50.00;1.50;1750.00 PED;1.0;10408;7.57;2.974;64.2;0;0;0;0;0;6;0;23;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);13;18;Pyro Kinetic (Dmg);13;18;Looted;14.3.0.2;Planet Calypso; 
Corrosive Attack Nanochip 6;Mindforce;Pyro;6;20.9;0.2;36; ;58;1.0;24.2;505.5;0.575;813;8.705;46.00;1.38; ;1.0;7760;8.41;2.874;56.6;0;0;0;0;0;7;0;29;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);16;21;Pyro Kinetic (Dmg);16;21;Looted;14.0.1; ; 
Corrosive Attack Nanochip 6 (L);Mindforce;Pyro;6;20.9;0.2;36;0;58;1.0;24.2;505.5;0.284;831;8.594;29.00;0.00; ;1.0;10212;8.31;2.911;59.2;0;0;0;0;0;7;0;29;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);17;22;Pyro Kinetic (Dmg);17;22;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 7;Mindforce;Pyro;7;19.8;0.2;45;0;57;1.1;29.7;588.3;0.688;1017;10.858;59.00;1.77; ;1.0;8319;10.32;2.880;56.8;0;0;0;0;0;9;0;36;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);22;27;Pyro Kinetic (Dmg);22;27;Looted;; ; 
Corrosive Attack Nanochip 7 (L);Mindforce;Pyro;7;19.8;0.2;45;0;57;1.1;29.7;588.3;0.306;1045;10.756;32.00;0.96; ;1.0;10144;10.22;2.908;59.1;0;0;0;0;0;9;0;36;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);22;27;Pyro Kinetic (Dmg);22;27;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 8;Mindforce;Pyro;8;19.8;0.2;54;0;55;1.1;34.4;681.2;0.818;1223;13.048;72.00;2.16; ;1.0;8538;11.96;2.876;56.8;0;0;0;0;0;10;0;44;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);27;32;Pyro Kinetic (Dmg);27;32;Looted;; ; 
Corrosive Attack Nanochip 8 (L);Mindforce;Pyro;8;19.8;0.2;54; ;55;1.1;34.4;681.2;0.326;1257;12.896;36.00;1.08; ;1.0;10712;11.82;2.910;59.2;0;0;0;0;0;10;0;44;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);28;33;Pyro Kinetic (Dmg);28;33;Looted;; ; 
Corrosive Attack Nanochip 9;Mindforce;Pyro;32;20.9;0.2;62; ;54;1.1;38.8;810.5;0.923;1406;14.983;85.00;2.55; ;1.0;8933;13.48;2.876;56.7;0;0;0;0;0;12;0;50;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);32;37;Pyro Kinetic (Dmg);32;37;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 9 (L);Mindforce;Pyro;9;20.9;0.2;62; ;54;1.1;38.8;810.5;0.371;1444;14.811;42.50;1.275; ;1.0;11112;13.33;2.909;59.1;0;0;0;0;0;12;0;50;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);33;38;Pyro Kinetic (Dmg);33;38;Looted;; ; 
Corrosive Attack Nanochip 10;Mindforce;Pyro;10;18.7;0.2;70; ;53;1.1;43.0;803.6;0.980;1591;16.890;98.00;2.94; ;1.0;9700;14.92;2.880;56.8;0;0;0;0;0;14;0;56;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);37;42;Pyro Kinetic (Dmg);37;42;Looted;; ; 
Corrosive Attack Nanochip 10 (L);Mindforce;Pyro;10;18.7;0.2;70;0;53;1.1;43.0;803.6;0.407;1632;16.727;49.00;1.47; ;1.0;11679;14.78;2.908;59.1;0;0;0;0;0;14;0;56;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);38;43;Pyro Kinetic (Dmg);38;43;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 11;Mindforce;Pyro;11;19.8;0.2;78; ;51;1.2;46.1;912.4;0.878;1775;18.628;112.00;3.36; ;1.0;12374;15.83;2.910;56.8;0;0;0;0;0;16;0;62;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);43;48;Pyro Kinetic (Dmg);43;48; ;; ; 
Corrosive Attack Nanochip 11 (L);Mindforce;Pyro;11;19.8;0.2;78;0;51;1.2;46.1;912.4;0.450;1819;18.640;56.00;1.68; ;1.0;12072;15.84;2.908;59.0;0;0;0;0;0;16;0;62;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);43; ;Pyro Kinetic (Dmg);43; ;Looted;;Planet Calypso; 
Corrosive Attack Nanochip 12 (L);Mindforce;Pyro;12;20.9;0.2;87;0;49;1.2;49.4;1032.0;0.522;2030;20.822;60.00;1.80; ;1.0;11150;17.00;2.904;59.1;0;0;0;0;0;18;0;69;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);49;54;Pyro Kinetic (Dmg);49;54;Looted;15.5.1; ; 
Corrosive Attack Nanochip 13 (L);Mindforce;Pyro;13;20.9;0.2;97; ;49;1.2;55.1;1150.7;0.546;2264;23.186;65.00;1.95; ;1.0;11548;18.94;2.908;59.1;0;0;0;0;0;21;0;76;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);58;62;Pyro Kinetic (Dmg);58;62;Looted;15.5.2; ; 
Corrosive Attack Nanochip 13, FEN Edition;Mindforce;Pyro;13;20.9;0.2;97; ;55;1.1;61.8;1291.6;0.481;2038;20.861;65.00;1.95; ;1.0;13109;19.12;3.232;79.1;0;0;0;0;0;21;0;76;0;Yes;MF Amp;Synthetic Mind Essence; ; ; ;Pyro Kinetic (Hit);58;68;Pyro Kinetic (Dmg);58;68;Event, Looted;15.20.1;Entropia Universe; 
Corrosive Strike Chip 1 (L);Mindforce;Pyro;1;25.3;0.2;97;4;5;12.0;5.6;142.1; ;1781; ;24.50;0.735; ; ; ; ; ;54.4;0;0;0;0;0;11;0;86;0;Yes;MF Amp;Light Mind Essence;3;10;V;Pyro Kinetic (Hit);15;18;Pyro Kinetic (Dmg);15;18;Looted;11.5.4;Planet Calypso; 
Corrosive Strike Chip 2 (L);Mindforce;Pyro;2;26.4;0.2;102;4;4;15.0;4.7;124.8; ;1870; ;25.50;0.765;107.00%; ; ; ; ;54.5;0;0;0;0;0;12;0;90;0;Yes;MF Amp;Light Mind Essence;3.1;10.9;V;Pyro Kinetic (Hit);17;20;Pyro Kinetic (Dmg);17;20;Looted;11.5.4;Planet Calypso; 
Corrosive Strike Chip 3 (L);Mindforce;Pyro;3;24.2;0.2;107;4;4;15.0;5.0;120.0;6.503;1963;26.133;27.00;0.81; ;1.0;403;1.74;2.846;54.5;0;0;0;0;0;13;0;94;0;Yes;MF Amp;Light Mind Essence;3.2;11.8;V;Pyro Kinetic (Hit);19; ;Pyro Kinetic (Dmg);19; ;Looted;11.5.4;Planet Calypso; 
Corrosive Strike Chip 4 (L);Mindforce;Pyro;4;24.2;0.2;112;4;4;15.0;5.2;125.6; ;2053; ;29.00; ; ; ; ; ; ; ;0;0;0;0;0;15;0;97;0;Yes;MF Amp;Light Mind Essence;3.3;12.8;V;Pyro Kinetic (Hit);21;24;Pyro Kinetic (Dmg);21;24;Looted;;Planet Calypso; 
Corrosive Strike Chip 5 (L);Mindforce;Pyro;5;25.3;0.2;117;4;3;20.0;4.1;102.9; ;2145; ;30.00;0.90;115.00%; ; ; ; ;54.5;0;0;0;0;0;17;0;100;0;Yes;MF Amp;Light Mind Essence;3.4;14;V;Pyro Kinetic (Hit);23; ;Pyro Kinetic (Dmg);23; ;Looted;11.5.4;Planet Calypso; 
Corrosive Strike Nanochip (L);Mindforce;Pyro;1;25.3;0.2;97;4;5;12.0;5.6;142.1; ;2300; ;24.50;0.735; ; ; ; ; ; ;0;0;0;0;0;11;0;86;0;Yes;MF Amp;Light Mind Essence;3;10;V;Plasma Sniper (Hit);15; ;Pyro Kinetic (Dmg);15; ;Looted;;Planet Calypso; 
CQB-61 (Ammo (High Grade) variant);Rifle;BLP; ;19.8;4.3;123;0;41;1.5;58.4;1156.6; ;2400; ;223.00;6.69; ; ; ; ; ;7.8;0;0;12;111;0;0;0;0;0;No;BLP Amp;Ammo (High Grade); ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100;Looted;;Hunt The THING; 
CQB-61 (BLP Pack/Universal Ammo variant);Rifle;BLP; ;19.8;4.3;123;0;41;1.5;58.4;1156.6; ;2400; ;223.00;6.69; ; ; ; ; ;7.8;0;0;12;111;0;0;0;0;0;No;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;100;Ranged BLP (Dmg);0;100; ;;Hunt The THING; 
Creator's Edge (L);Melee;Longblades; ;9.0;3.4;104; ;35;1.7;42.2;379.5;24.870;0;24.870;211.00;6.33; ;1.0;823;14.51;2.906;59.0;0;83;21;0;0;0;0;0;0;Yes;Melee Amp;; ; ; ;Swordsman (Hit);37; ;Swordsman (Dmg);37; ;Looted;;Planet Calypso; 
Crusader Sword;Melee;Longblades; ;5.0;3.4;153;0;21;2.9;37.2;186.1; ;0; ;420.00;12.60; ; ; ; ; ;29.1;0;153;0;0;0;0;0;0;0;No;Melee Amp;; ; ; ;Swordsman (Hit);0;100;Swordsman (Dmg);0;100;MA Only;;Planet Calypso; 
